dataset,pair_id,subject_id_a,subject_id_b,canonical_finger_position,path_a,path_b,eligible_existing_source_count,previously_computed,all_source_comparisons_exact,eligible_source_files
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001018_00001020,00001018,00001020,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001018_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001020_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001020_00001022,00001020,00001022,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001020_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001022_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001022_00001023,00001022,00001023,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001022_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001023_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001023_00001024,00001023,00001024,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001023_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001024_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001024_00001025,00001024,00001025,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001024_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001025_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001025_00001026,00001025,00001026,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001025_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001026_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001026_00001027,00001026,00001027,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001027_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001027_00001028,00001027,00001028,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001028_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001028_00001029,00001028,00001029,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001029_00001030,00001029,00001030,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001030_00001031,00001030,00001031,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001031_00001032,00001031,00001032,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001032_00001033,00001032,00001033,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001033_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001033_00001034,00001033,00001034,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001033_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001034_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001034_00001035,00001034,00001035,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001034_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001035_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001035_00001036,00001035,00001036,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001035_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001036_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001036_00001037,00001036,00001037,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001036_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001037_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001037_00001038,00001037,00001038,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001037_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001038_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001038_00001039,00001038,00001039,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001038_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001039_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001039_00001041,00001039,00001041,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001039_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001041_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001041_00001042,00001041,00001042,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001041_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001042_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001042_00001043,00001042,00001043,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001042_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001043_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001043_00001044,00001043,00001044,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001043_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001044_roll_1000_05.png,1,true,true,C:\fingerprint-recognition-research\results\shared_accuracy\sourceafis_sift_v1\scores\sift_geometric\sd300b\evaluation\impostor.csv
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001044_00001045,00001044,00001045,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001045_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001045_00001046,00001045,00001046,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001045_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001046_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001046_00001047,00001046,00001047,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001046_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001047_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001047_00001048,00001047,00001048,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001047_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001048_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001048_00001049,00001048,00001049,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001048_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001049_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001049_00001050,00001049,00001050,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001049_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001050_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001050_00001051,00001050,00001051,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001051_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_05_00001051_00001000,00001051,00001000,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001051_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001000_roll_1000_05.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001000_00001002,00001000,00001002,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001000_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001002_roll_1000_06.png,1,true,true,C:\fingerprint-recognition-research\results\shared_accuracy\sourceafis_sift_v1\scores\sift_geometric\sd300b\evaluation\impostor.csv
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001002_00001003,00001002,00001003,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001002_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001003_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001003_00001004,00001003,00001004,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001003_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001004_00001005,00001004,00001005,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001005_00001006,00001005,00001006,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001006_00001007,00001006,00001007,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001007_00001008,00001007,00001008,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001008_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001008_00001009,00001008,00001009,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001008_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001009_00001010,00001009,00001010,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001010_00001011,00001010,00001011,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001011_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001011_00001012,00001011,00001012,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001011_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001012_00001013,00001012,00001013,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001013_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001013_00001014,00001013,00001014,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001013_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001014_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001014_00001015,00001014,00001015,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001014_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001015_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001015_00001016,00001015,00001016,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001015_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001016_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001016_00001017,00001016,00001017,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001016_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001017_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001017_00001018,00001017,00001018,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001017_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001018_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001018_00001019,00001018,00001019,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001018_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001019_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001019_00001020,00001019,00001020,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001019_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001020_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001020_00001021,00001020,00001021,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001020_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001021_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001021_00001022,00001021,00001022,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001021_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001022_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001022_00001023,00001022,00001023,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001022_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001023_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001023_00001024,00001023,00001024,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001023_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001024_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001024_00001025,00001024,00001025,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001024_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001025_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001025_00001026,00001025,00001026,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001025_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001026_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001026_00001027,00001026,00001027,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001027_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001027_00001028,00001027,00001028,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001028_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001028_00001029,00001028,00001029,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001029_00001030,00001029,00001030,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001030_00001031,00001030,00001031,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001031_00001032,00001031,00001032,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001032_00001033,00001032,00001033,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001033_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001033_00001034,00001033,00001034,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001033_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001034_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001034_00001035,00001034,00001035,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001034_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001035_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001035_00001036,00001035,00001036,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001035_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001036_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001036_00001037,00001036,00001037,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001036_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001037_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001037_00001038,00001037,00001038,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001037_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001038_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001038_00001039,00001038,00001039,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001038_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001039_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001039_00001040,00001039,00001040,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001039_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001040_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001040_00001041,00001040,00001041,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001041_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001041_00001042,00001041,00001042,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001041_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001042_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001042_00001043,00001042,00001043,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001042_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001043_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001043_00001044,00001043,00001044,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001043_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001044_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001044_00001045,00001044,00001045,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001045_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001045_00001046,00001045,00001046,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001045_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001046_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001046_00001047,00001046,00001047,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001046_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001047_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001047_00001048,00001047,00001048,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001047_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001048_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001048_00001049,00001048,00001049,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001048_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001049_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001049_00001050,00001049,00001050,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001049_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001050_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001050_00001051,00001050,00001051,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001051_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_06_00001051_00001000,00001051,00001000,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001051_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001000_roll_1000_06.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001000_00001001,00001000,00001001,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001000_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001001_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001001_00001002,00001001,00001002,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001001_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001002_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001002_00001003,00001002,00001003,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001002_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001003_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001003_00001004,00001003,00001004,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001003_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001004_00001005,00001004,00001005,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001005_00001006,00001005,00001006,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001006_00001007,00001006,00001007,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001007_00001008,00001007,00001008,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001008_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001008_00001009,00001008,00001009,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001008_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001009_00001010,00001009,00001010,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001010_00001011,00001010,00001011,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001011_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001011_00001012,00001011,00001012,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001011_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001012_00001013,00001012,00001013,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001013_roll_1000_07.png,0,false,,
sd300b,sd300b_plain_roll_next_subject_impostor_07_00001013_00001014,00001013,00001014,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001013_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001014_roll_1000_07.png,0,false,,
