dataset,condition,comparison_scope,pair_id,source_pair_id,subject_id,canonical_finger_position,path_a,path_b,source_type,source_file,source_split,diagnostics_comparison_scope,config_hash,implementation_hash,primary_raw_score,rerun_raw_score,primary_decision,rerun_decision,raw_score_text_equal,raw_score_numeric_equal,decision_equal,status_equal,error_code_equal,error_message_equal,prepare_a_diagnostics_equal,prepare_b_diagnostics_equal,compare_diagnostics_equal,all_deterministic_diagnostics_equal,exact_reproducibility,timing_compared
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001026_01,sd300b_plain_self_00001026_01,00001026,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_11.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001026_02,sd300b_plain_self_00001026_02,00001026,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_02.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,2122.0,2122.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001026_03,sd300b_plain_self_00001026_03,00001026,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_03.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,2536.0,2536.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001026_04,sd300b_plain_self_00001026_04,00001026,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_04.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001026_05,sd300b_plain_self_00001026_05,00001026,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_05.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001026_06,sd300b_plain_self_00001026_06,00001026,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_12.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001026_07,sd300b_plain_self_00001026_07,00001026,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_07.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001026_08,sd300b_plain_self_00001026_08,00001026,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_08.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001026_09,sd300b_plain_self_00001026_09,00001026,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_09.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001026_10,sd300b_plain_self_00001026_10,00001026,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_10.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001027_01,sd300b_plain_self_00001027_01,00001027,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_11.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001027_02,sd300b_plain_self_00001027_02,00001027,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_02.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001027_03,sd300b_plain_self_00001027_03,00001027,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_03.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001027_04,sd300b_plain_self_00001027_04,00001027,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_04.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001027_05,sd300b_plain_self_00001027_05,00001027,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_05.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001027_06,sd300b_plain_self_00001027_06,00001027,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_12.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3001.0,3001.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001027_07,sd300b_plain_self_00001027_07,00001027,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_07.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001027_08,sd300b_plain_self_00001027_08,00001027,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_08.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001027_09,sd300b_plain_self_00001027_09,00001027,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_09.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001027_10,sd300b_plain_self_00001027_10,00001027,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_10.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001028_01,sd300b_plain_self_00001028_01,00001028,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_11.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3001.0,3001.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001028_02,sd300b_plain_self_00001028_02,00001028,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_02.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,1500.0,1500.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001028_03,sd300b_plain_self_00001028_03,00001028,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_03.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,1992.0,1992.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001028_04,sd300b_plain_self_00001028_04,00001028,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_04.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,1242.0,1242.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001028_05,sd300b_plain_self_00001028_05,00001028,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_05.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,837.0,837.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001028_06,sd300b_plain_self_00001028_06,00001028,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_12.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001028_07,sd300b_plain_self_00001028_07,00001028,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_07.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001028_08,sd300b_plain_self_00001028_08,00001028,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_08.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001028_09,sd300b_plain_self_00001028_09,00001028,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_09.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3001.0,3001.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001028_10,sd300b_plain_self_00001028_10,00001028,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_10.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,2321.0,2321.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001029_01,sd300b_plain_self_00001029_01,00001029,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_11.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001029_02,sd300b_plain_self_00001029_02,00001029,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_02.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3001.0,3001.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_self,all_self_or_genuine_pairs,sd300b_plain_self_00001029_03,sd300b_plain_self_00001029_03,00001029,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_03.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_self\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3000.0,3000.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
