dataset,subject_id,canonical_finger_position,sourceafis_included,sift_included,membership
sd300b,00001413,3,true,true,both
sd300b,00001413,4,true,true,both
sd300b,00001413,5,true,true,both
sd300b,00001413,6,true,true,both
sd300b,00001413,7,true,true,both
sd300b,00001413,8,true,true,both
sd300b,00001413,9,true,true,both
sd300b,00001413,10,true,true,both
sd300b,00001414,1,true,true,both
sd300b,00001414,2,true,true,both
sd300b,00001414,3,true,true,both
sd300b,00001414,4,true,true,both
sd300b,00001414,5,true,true,both
sd300b,00001414,6,true,true,both
sd300b,00001414,7,true,true,both
sd300b,00001414,8,true,true,both
sd300b,00001414,9,true,true,both
sd300b,00001414,10,true,true,both
sd300b,00001415,1,true,true,both
sd300b,00001415,2,true,true,both
sd300b,00001415,3,true,true,both
sd300b,00001415,4,true,true,both
sd300b,00001415,5,true,true,both
sd300b,00001415,6,true,true,both
sd300b,00001415,7,true,true,both
sd300b,00001415,8,true,true,both
sd300b,00001415,9,true,true,both
sd300b,00001415,10,true,true,both
sd300b,00001416,1,true,true,both
sd300b,00001416,2,true,true,both
sd300b,00001416,3,true,true,both
sd300b,00001416,4,true,true,both
sd300b,00001416,5,true,true,both
sd300b,00001416,6,true,true,both
sd300b,00001416,7,true,true,both
sd300b,00001416,8,true,true,both
sd300b,00001416,9,true,true,both
sd300b,00001416,10,true,true,both
sd300b,00001417,2,true,true,both
sd300b,00001417,3,true,true,both
sd300b,00001417,4,true,true,both
sd300b,00001417,5,true,true,both
sd300b,00001417,7,true,true,both
sd300b,00001417,8,true,true,both
sd300b,00001417,9,true,true,both
sd300b,00001417,10,true,true,both
sd300b,00001418,1,true,true,both
sd300b,00001418,2,true,true,both
sd300b,00001418,3,true,true,both
sd300b,00001418,4,true,true,both
sd300b,00001418,5,true,true,both
sd300b,00001418,6,true,true,both
sd300b,00001418,7,true,true,both
sd300b,00001418,8,true,true,both
sd300b,00001418,9,true,true,both
sd300b,00001418,10,true,true,both
sd300b,00001419,1,true,true,both
sd300b,00001419,2,true,true,both
sd300b,00001419,3,true,true,both
sd300b,00001419,4,true,true,both
sd300b,00001419,5,true,true,both
sd300b,00001419,6,true,true,both
sd300b,00001419,7,true,true,both
sd300b,00001419,8,true,true,both
sd300b,00001419,9,true,true,both
sd300b,00001419,10,true,true,both
sd300b,00001420,1,true,true,both
sd300b,00001420,2,true,true,both
sd300b,00001420,3,true,true,both
sd300b,00001420,4,true,true,both
sd300b,00001420,5,true,true,both
sd300b,00001420,6,true,true,both
sd300b,00001420,7,true,true,both
sd300b,00001420,8,true,true,both
sd300b,00001420,9,true,true,both
sd300b,00001420,10,true,true,both
sd300b,00001421,1,true,true,both
sd300b,00001421,2,true,true,both
sd300b,00001421,3,true,true,both
sd300b,00001421,4,true,true,both
sd300b,00001421,5,true,true,both
sd300b,00001421,6,true,true,both
sd300b,00001421,7,true,true,both
sd300b,00001421,8,true,true,both
sd300b,00001421,9,true,true,both
sd300b,00001421,10,true,true,both
sd300b,00001422,1,true,true,both
sd300b,00001422,2,true,true,both
sd300b,00001422,3,true,true,both
sd300b,00001422,4,true,true,both
sd300b,00001422,5,true,true,both
sd300b,00001422,6,true,true,both
sd300b,00001422,7,true,true,both
sd300b,00001422,8,true,true,both
sd300b,00001422,9,true,true,both
sd300b,00001422,10,true,true,both
sd300b,00001423,1,true,true,both
sd300b,00001423,2,true,true,both
sd300b,00001423,3,true,true,both
sd300b,00001423,4,true,true,both
sd300b,00001423,5,true,true,both
sd300b,00001423,6,true,true,both
sd300b,00001423,7,true,true,both
sd300b,00001423,8,true,true,both
sd300b,00001423,9,true,true,both
sd300b,00001423,10,true,true,both
sd300b,00001424,1,true,true,both
sd300b,00001424,2,true,true,both
sd300b,00001424,3,true,true,both
sd300b,00001424,4,true,true,both
sd300b,00001424,5,true,true,both
sd300b,00001424,6,true,true,both
sd300b,00001424,7,true,true,both
sd300b,00001424,8,true,true,both
sd300b,00001424,9,true,true,both
sd300b,00001424,10,true,true,both
sd300b,00001425,1,true,true,both
sd300b,00001425,2,true,true,both
sd300b,00001425,3,true,true,both
sd300b,00001425,4,true,true,both
sd300b,00001425,5,true,true,both
sd300b,00001425,6,true,true,both
sd300b,00001425,7,true,true,both
sd300b,00001425,8,true,true,both
sd300b,00001425,9,true,true,both
sd300b,00001425,10,true,true,both
sd300b,00001426,1,true,true,both
sd300b,00001426,2,true,true,both
sd300b,00001426,3,true,true,both
sd300b,00001426,4,true,true,both
sd300b,00001426,5,true,true,both
sd300b,00001426,6,true,true,both
sd300b,00001426,7,true,true,both
sd300b,00001426,8,true,true,both
sd300b,00001426,9,true,true,both
sd300b,00001426,10,true,true,both
sd300b,00001427,1,true,true,both
sd300b,00001427,2,true,true,both
sd300b,00001427,3,true,true,both
sd300b,00001427,4,true,true,both
sd300b,00001427,5,true,true,both
sd300b,00001427,6,true,true,both
sd300b,00001427,7,true,true,both
sd300b,00001427,8,true,true,both
sd300b,00001427,9,true,true,both
sd300b,00001427,10,false,true,sift_only
sd300b,00001428,1,true,true,both
sd300b,00001428,2,true,true,both
sd300b,00001428,3,true,true,both
sd300b,00001428,4,true,true,both
sd300b,00001428,5,true,true,both
sd300b,00001428,6,true,true,both
sd300b,00001428,7,true,true,both
sd300b,00001428,8,true,true,both
sd300b,00001428,9,true,true,both
sd300b,00001428,10,true,true,both
sd300b,00001429,1,true,true,both
sd300b,00001429,2,true,true,both
sd300b,00001429,3,true,true,both
sd300b,00001429,4,true,true,both
sd300b,00001429,5,true,true,both
sd300b,00001429,6,true,true,both
sd300b,00001429,7,true,true,both
sd300b,00001429,8,true,true,both
sd300b,00001429,9,true,true,both
sd300b,00001429,10,true,true,both
sd300b,00001430,1,true,true,both
sd300b,00001430,2,true,true,both
sd300b,00001430,3,true,true,both
sd300b,00001430,4,true,true,both
sd300b,00001430,5,true,true,both
sd300b,00001430,6,true,true,both
sd300b,00001430,7,true,true,both
sd300b,00001430,8,true,true,both
sd300b,00001430,9,true,true,both
sd300b,00001430,10,true,true,both
sd300b,00001431,1,true,true,both
sd300b,00001431,2,true,true,both
sd300b,00001431,3,true,true,both
sd300b,00001431,4,true,true,both
sd300b,00001431,5,true,true,both
sd300b,00001431,6,true,true,both
sd300b,00001431,7,true,true,both
sd300b,00001431,8,true,true,both
sd300b,00001431,9,true,true,both
sd300b,00001431,10,true,true,both
sd300b,00001432,1,true,true,both
sd300b,00001432,2,true,true,both
sd300b,00001432,3,true,true,both
sd300b,00001432,4,true,true,both
sd300b,00001432,5,true,true,both
sd300b,00001432,6,true,true,both
sd300b,00001432,7,true,true,both
sd300b,00001432,8,true,true,both
sd300b,00001432,9,true,true,both
sd300b,00001432,10,true,true,both
sd300b,00001433,1,true,true,both
sd300b,00001433,2,true,true,both
sd300b,00001433,3,true,true,both
sd300b,00001433,4,true,true,both
sd300b,00001433,5,true,true,both
sd300b,00001433,6,true,true,both
sd300b,00001433,7,true,true,both
sd300b,00001433,8,true,true,both
sd300b,00001433,9,true,true,both
sd300b,00001433,10,true,true,both
sd300b,00001434,1,true,true,both
sd300b,00001434,2,true,true,both
sd300b,00001434,3,true,true,both
sd300b,00001434,4,true,true,both
sd300b,00001434,5,true,true,both
sd300b,00001434,6,true,true,both
sd300b,00001434,7,true,true,both
sd300b,00001434,8,true,true,both
sd300b,00001434,9,true,true,both
sd300b,00001434,10,true,true,both
sd300b,00001435,1,true,true,both
sd300b,00001435,2,true,true,both
sd300b,00001435,3,true,true,both
sd300b,00001435,4,true,true,both
sd300b,00001435,5,true,true,both
sd300b,00001435,6,true,true,both
sd300b,00001435,7,true,true,both
sd300b,00001435,8,true,true,both
sd300b,00001435,9,true,true,both
sd300b,00001435,10,true,true,both
sd300b,00001436,1,true,true,both
sd300b,00001436,2,true,true,both
sd300b,00001436,3,true,true,both
sd300b,00001436,4,true,true,both
sd300b,00001436,5,true,true,both
sd300b,00001436,6,true,true,both
sd300b,00001436,7,true,true,both
sd300b,00001436,8,true,true,both
sd300b,00001436,9,true,true,both
sd300b,00001436,10,true,true,both
sd300b,00001437,2,true,true,both
sd300b,00001437,5,true,true,both
sd300b,00001437,9,true,true,both
sd300b,00001437,10,true,true,both
sd300b,00001438,1,true,true,both
sd300b,00001438,2,true,true,both
sd300b,00001438,3,true,true,both
sd300b,00001438,4,true,true,both
sd300b,00001438,5,true,true,both
sd300b,00001438,6,true,true,both
sd300b,00001438,7,true,true,both
sd300b,00001438,8,true,true,both
sd300b,00001438,9,true,true,both
sd300b,00001438,10,true,true,both
sd300b,00001439,1,true,true,both
sd300b,00001439,2,false,true,sift_only
sd300b,00001439,3,true,true,both
sd300b,00001439,4,true,true,both
sd300b,00001439,5,false,true,sift_only
sd300b,00001439,6,true,true,both
sd300b,00001439,7,true,true,both
sd300b,00001439,8,true,true,both
sd300b,00001439,9,true,true,both
sd300b,00001439,10,false,true,sift_only
sd300b,00001440,1,true,true,both
sd300b,00001440,2,true,true,both
sd300b,00001440,3,true,true,both
sd300b,00001440,4,true,true,both
sd300b,00001440,5,false,true,sift_only
sd300b,00001440,6,true,true,both
sd300b,00001440,7,true,true,both
sd300b,00001440,8,true,true,both
sd300b,00001440,9,true,true,both
sd300b,00001440,10,true,true,both
sd300b,00001441,1,true,true,both
sd300b,00001441,2,true,true,both
sd300b,00001441,3,true,true,both
sd300b,00001441,4,true,true,both
sd300b,00001441,5,true,true,both
sd300b,00001441,6,true,true,both
sd300b,00001441,7,true,true,both
sd300b,00001441,8,true,true,both
sd300b,00001441,9,true,true,both
sd300b,00001441,10,true,true,both
sd300b,00001442,1,true,true,both
sd300b,00001442,2,true,true,both
sd300b,00001442,3,true,true,both
sd300b,00001442,4,true,true,both
sd300b,00001442,5,true,true,both
sd300b,00001442,6,true,true,both
sd300b,00001442,7,true,true,both
sd300b,00001442,8,true,true,both
sd300b,00001442,9,true,true,both
sd300b,00001442,10,true,true,both
sd300b,00001443,1,true,true,both
sd300b,00001443,2,true,true,both
sd300b,00001443,3,true,true,both
sd300b,00001443,4,true,true,both
sd300b,00001443,5,true,true,both
sd300b,00001443,6,true,true,both
sd300b,00001443,7,true,true,both
sd300b,00001443,8,true,true,both
sd300b,00001443,9,true,true,both
sd300b,00001443,10,true,true,both
sd300b,00001444,1,true,true,both
sd300b,00001444,2,true,true,both
sd300b,00001444,3,true,true,both
sd300b,00001444,4,true,true,both
sd300b,00001444,5,true,true,both
sd300b,00001444,6,true,true,both
sd300b,00001444,7,true,true,both
sd300b,00001444,8,true,true,both
sd300b,00001444,9,true,true,both
sd300b,00001444,10,true,true,both
sd300b,00001445,1,true,true,both
sd300b,00001445,2,true,true,both
sd300b,00001445,3,true,true,both
sd300b,00001445,4,true,true,both
sd300b,00001445,5,true,true,both
sd300b,00001445,6,true,true,both
sd300b,00001445,7,true,true,both
sd300b,00001445,8,true,true,both
sd300b,00001445,9,true,true,both
sd300b,00001445,10,true,true,both
sd300b,00001446,1,true,true,both
sd300b,00001446,2,true,true,both
sd300b,00001446,3,true,true,both
sd300b,00001446,4,true,true,both
sd300b,00001446,5,true,true,both
sd300b,00001446,6,true,true,both
sd300b,00001446,7,true,true,both
sd300b,00001446,8,true,true,both
sd300b,00001446,9,true,true,both
sd300b,00001446,10,true,true,both
sd300b,00001447,1,true,true,both
sd300b,00001447,2,false,true,sift_only
sd300b,00001447,3,true,true,both
sd300b,00001447,4,true,true,both
sd300b,00001447,5,true,true,both
sd300b,00001447,6,true,true,both
sd300b,00001447,7,true,true,both
sd300b,00001447,8,true,true,both
sd300b,00001447,9,true,true,both
sd300b,00001447,10,true,true,both
sd300b,00001448,1,true,true,both
sd300b,00001448,2,true,true,both
sd300b,00001448,3,true,true,both
sd300b,00001448,4,true,true,both
sd300b,00001448,5,true,true,both
sd300b,00001448,6,true,true,both
sd300b,00001448,7,true,true,both
sd300b,00001448,8,true,true,both
sd300b,00001448,9,true,true,both
sd300b,00001448,10,true,true,both
sd300b,00001449,1,true,true,both
sd300b,00001449,2,true,true,both
sd300b,00001449,3,true,true,both
sd300b,00001449,4,false,true,sift_only
sd300b,00001449,5,false,true,sift_only
sd300b,00001449,6,true,true,both
sd300b,00001449,7,true,true,both
sd300b,00001449,8,true,true,both
sd300b,00001449,9,true,true,both
sd300b,00001449,10,true,true,both
sd300b,00001450,1,true,true,both
sd300b,00001450,2,true,true,both
sd300b,00001450,3,true,true,both
sd300b,00001450,4,true,true,both
sd300b,00001450,5,true,true,both
sd300b,00001450,6,true,true,both
sd300b,00001450,7,true,true,both
sd300b,00001450,8,true,true,both
sd300b,00001450,9,true,true,both
sd300b,00001450,10,false,true,sift_only
sd300b,00001451,1,true,true,both
sd300b,00001451,2,true,true,both
sd300b,00001451,3,true,true,both
sd300b,00001451,4,true,true,both
sd300b,00001451,5,true,true,both
sd300b,00001451,6,true,true,both
sd300b,00001451,7,true,true,both
sd300b,00001451,8,true,true,both
sd300b,00001451,9,true,true,both
sd300b,00001451,10,true,true,both
sd300b,00001452,1,true,true,both
sd300b,00001452,2,true,true,both
sd300b,00001452,3,true,true,both
sd300b,00001452,4,true,true,both
sd300b,00001452,6,true,true,both
sd300b,00001452,7,true,true,both
sd300b,00001452,8,true,true,both
sd300b,00001452,9,true,true,both
sd300b,00001452,10,true,true,both
sd300b,00001453,1,true,true,both
sd300b,00001453,2,true,true,both
sd300b,00001453,3,true,true,both
sd300b,00001453,4,true,true,both
sd300b,00001453,5,true,true,both
sd300b,00001453,6,true,true,both
sd300b,00001453,7,true,true,both
sd300b,00001453,8,true,true,both
sd300b,00001453,9,true,true,both
sd300b,00001453,10,true,true,both
sd300b,00001454,1,true,true,both
sd300b,00001454,2,true,true,both
sd300b,00001454,3,true,true,both
sd300b,00001454,4,true,true,both
sd300b,00001454,5,true,true,both
sd300b,00001454,6,true,true,both
sd300b,00001454,7,true,true,both
sd300b,00001454,8,true,true,both
sd300b,00001454,9,true,true,both
sd300b,00001454,10,true,true,both
sd300b,00001455,1,true,true,both
sd300b,00001455,2,true,true,both
sd300b,00001455,3,true,true,both
sd300b,00001455,4,true,true,both
sd300b,00001455,5,true,true,both
sd300b,00001455,6,true,true,both
sd300b,00001455,7,true,true,both
sd300b,00001455,8,true,true,both
sd300b,00001455,9,true,true,both
sd300b,00001455,10,true,true,both
sd300b,00001456,1,true,true,both
sd300b,00001456,2,true,true,both
sd300b,00001456,3,true,true,both
sd300b,00001456,4,true,true,both
sd300b,00001456,5,true,true,both
sd300b,00001456,6,true,true,both
sd300b,00001456,7,true,true,both
sd300b,00001456,8,true,true,both
sd300b,00001456,9,true,true,both
sd300b,00001456,10,true,true,both
sd300b,00001457,1,true,true,both
sd300b,00001457,2,true,true,both
sd300b,00001457,3,true,true,both
sd300b,00001457,4,true,true,both
sd300b,00001457,5,true,true,both
sd300b,00001457,6,true,true,both
sd300b,00001457,7,true,true,both
sd300b,00001457,8,true,true,both
sd300b,00001457,9,true,true,both
sd300b,00001457,10,true,true,both
sd300b,00001458,1,true,true,both
sd300b,00001458,2,true,true,both
sd300b,00001458,3,true,true,both
sd300b,00001458,4,true,true,both
sd300b,00001458,5,true,true,both
sd300b,00001458,6,true,true,both
sd300b,00001458,7,true,true,both
sd300b,00001458,8,true,true,both
sd300b,00001458,9,true,true,both
sd300b,00001458,10,false,true,sift_only
sd300b,00001459,1,true,true,both
sd300b,00001459,2,true,true,both
sd300b,00001459,3,true,true,both
sd300b,00001459,4,true,true,both
sd300b,00001459,5,true,true,both
sd300b,00001459,6,true,true,both
sd300b,00001459,7,false,true,sift_only
sd300b,00001459,8,true,true,both
sd300b,00001459,9,true,true,both
sd300b,00001459,10,true,true,both
sd300b,00001460,1,true,true,both
sd300b,00001460,2,true,true,both
sd300b,00001460,3,true,true,both
sd300b,00001460,4,true,true,both
sd300b,00001460,5,true,true,both
sd300b,00001460,6,true,true,both
sd300b,00001460,7,true,true,both
sd300b,00001460,8,true,true,both
sd300b,00001460,9,true,true,both
sd300b,00001460,10,true,true,both
sd300b,00001461,1,true,true,both
sd300b,00001461,2,true,true,both
sd300b,00001461,3,true,true,both
sd300b,00001461,4,true,true,both
sd300b,00001461,5,true,true,both
sd300b,00001461,6,true,true,both
sd300b,00001461,7,true,true,both
sd300b,00001461,8,true,true,both
sd300b,00001461,9,true,true,both
sd300b,00001461,10,true,true,both
sd300b,00001462,1,true,true,both
sd300b,00001462,2,true,true,both
sd300b,00001462,3,true,true,both
sd300b,00001462,4,true,true,both
sd300b,00001462,5,true,true,both
sd300b,00001462,6,true,true,both
sd300b,00001462,7,false,true,sift_only
sd300b,00001462,8,true,true,both
sd300b,00001462,9,true,true,both
sd300b,00001462,10,true,true,both
sd300b,00001463,1,true,true,both
sd300b,00001463,2,true,true,both
sd300b,00001463,3,true,true,both
sd300b,00001463,4,true,true,both
sd300b,00001463,5,true,true,both
sd300b,00001463,6,true,true,both
sd300b,00001463,7,true,true,both
sd300b,00001463,8,true,true,both
sd300b,00001463,9,true,true,both
sd300b,00001463,10,false,true,sift_only
sd300b,00001464,1,true,true,both
sd300b,00001464,2,true,true,both
sd300b,00001464,3,true,true,both
sd300b,00001464,4,true,true,both
sd300b,00001464,5,true,true,both
sd300b,00001464,6,true,true,both
sd300b,00001464,7,true,true,both
sd300b,00001464,8,true,true,both
sd300b,00001464,9,true,true,both
sd300b,00001464,10,true,true,both
sd300b,00001465,1,true,true,both
sd300b,00001465,2,true,true,both
sd300b,00001465,3,true,true,both
sd300b,00001465,4,true,true,both
sd300b,00001465,5,true,true,both
sd300b,00001465,6,true,true,both
sd300b,00001465,7,true,true,both
sd300b,00001465,8,true,true,both
sd300b,00001465,9,true,true,both
sd300b,00001465,10,true,true,both
sd300b,00001466,1,true,true,both
sd300b,00001466,2,true,true,both
sd300b,00001466,3,true,true,both
sd300b,00001466,4,true,true,both
sd300b,00001466,5,true,true,both
sd300b,00001466,6,true,true,both
sd300b,00001466,7,true,true,both
sd300b,00001466,8,true,true,both
sd300b,00001466,9,true,true,both
sd300b,00001466,10,true,true,both
sd300b,00001467,1,true,true,both
sd300b,00001467,2,true,true,both
sd300b,00001467,3,true,true,both
sd300b,00001467,4,true,true,both
sd300b,00001467,5,true,true,both
sd300b,00001467,6,true,true,both
sd300b,00001467,7,true,true,both
sd300b,00001467,8,true,true,both
sd300b,00001467,9,true,true,both
sd300b,00001467,10,true,true,both
sd300b,00001468,1,true,true,both
sd300b,00001468,2,true,true,both
sd300b,00001468,3,true,true,both
sd300b,00001468,4,true,true,both
sd300b,00001468,5,true,true,both
sd300b,00001468,6,true,true,both
sd300b,00001468,7,true,true,both
sd300b,00001468,8,true,true,both
sd300b,00001468,9,true,true,both
sd300b,00001468,10,true,true,both
sd300b,00001469,1,true,true,both
sd300b,00001469,2,true,true,both
sd300b,00001469,3,true,true,both
sd300b,00001469,4,true,true,both
sd300b,00001469,5,true,true,both
sd300b,00001469,6,true,true,both
sd300b,00001469,7,true,true,both
sd300b,00001469,8,true,true,both
sd300b,00001469,9,true,true,both
sd300b,00001469,10,true,true,both
sd300b,00001470,1,true,true,both
sd300b,00001470,2,true,true,both
sd300b,00001470,3,true,true,both
sd300b,00001470,4,true,true,both
sd300b,00001470,5,true,true,both
sd300b,00001470,6,true,true,both
sd300b,00001470,7,true,true,both
sd300b,00001470,8,true,true,both
sd300b,00001470,9,true,true,both
sd300b,00001470,10,true,true,both
sd300b,00001471,1,true,true,both
sd300b,00001471,2,true,true,both
sd300b,00001471,3,true,true,both
sd300b,00001471,4,true,true,both
sd300b,00001471,5,true,true,both
sd300b,00001471,6,true,true,both
sd300b,00001471,7,true,true,both
sd300b,00001471,8,true,true,both
sd300b,00001471,9,true,true,both
sd300b,00001471,10,false,true,sift_only
sd300b,00001472,1,true,true,both
sd300b,00001472,2,true,true,both
sd300b,00001472,3,true,true,both
sd300b,00001472,4,true,true,both
sd300b,00001472,5,true,true,both
sd300b,00001472,6,true,true,both
sd300b,00001472,7,true,true,both
sd300b,00001472,8,true,true,both
sd300b,00001472,9,true,true,both
sd300b,00001473,1,true,true,both
sd300b,00001473,2,true,true,both
sd300b,00001473,3,true,true,both
sd300b,00001473,4,true,true,both
sd300b,00001473,5,true,true,both
sd300b,00001473,6,true,true,both
sd300b,00001473,7,true,true,both
sd300b,00001473,8,true,true,both
sd300b,00001473,9,true,true,both
sd300b,00001473,10,true,true,both
sd300b,00001474,1,true,true,both
sd300b,00001474,2,true,true,both
sd300b,00001474,3,true,true,both
sd300b,00001474,4,true,true,both
sd300b,00001474,5,true,true,both
sd300b,00001474,6,true,true,both
sd300b,00001474,7,true,true,both
sd300b,00001474,8,true,true,both
sd300b,00001474,9,true,true,both
sd300b,00001474,10,true,true,both
sd300b,00001475,1,true,true,both
sd300b,00001475,2,true,true,both
sd300b,00001475,3,true,true,both
sd300b,00001475,4,true,true,both
sd300b,00001475,5,true,true,both
sd300b,00001475,6,true,true,both
sd300b,00001475,7,true,true,both
sd300b,00001475,8,true,true,both
sd300b,00001475,9,true,true,both
sd300b,00001475,10,true,true,both
sd300b,00001476,1,true,true,both
sd300b,00001476,2,true,true,both
sd300b,00001476,5,true,true,both
sd300b,00001476,6,true,true,both
sd300b,00001476,7,true,true,both
sd300b,00001476,8,true,true,both
sd300b,00001476,9,true,true,both
sd300b,00001476,10,true,true,both
sd300b,00001477,1,true,true,both
sd300b,00001477,2,true,true,both
sd300b,00001477,4,true,true,both
sd300b,00001477,5,true,true,both
sd300b,00001477,6,true,true,both
sd300b,00001477,7,true,true,both
sd300b,00001477,8,true,true,both
sd300b,00001477,9,true,true,both
sd300b,00001477,10,true,true,both
sd300b,00001478,1,true,true,both
sd300b,00001478,2,true,true,both
sd300b,00001478,3,true,true,both
sd300b,00001478,4,true,true,both
sd300b,00001478,5,true,true,both
sd300b,00001478,6,true,true,both
sd300b,00001478,7,true,true,both
sd300b,00001478,8,true,true,both
sd300b,00001478,9,true,true,both
sd300b,00001478,10,true,true,both
sd300b,00001479,1,true,true,both
sd300b,00001479,2,true,true,both
sd300b,00001479,3,true,true,both
sd300b,00001479,4,true,true,both
sd300b,00001479,5,true,true,both
sd300b,00001479,6,true,true,both
sd300b,00001479,7,true,true,both
sd300b,00001479,8,true,true,both
sd300b,00001479,9,true,true,both
sd300b,00001479,10,true,true,both
sd300b,00001480,1,true,true,both
sd300b,00001480,2,true,true,both
sd300b,00001480,3,true,true,both
sd300b,00001480,4,true,true,both
sd300b,00001480,5,true,true,both
sd300b,00001480,6,true,true,both
sd300b,00001480,7,true,true,both
sd300b,00001480,8,true,true,both
sd300b,00001480,9,true,true,both
sd300b,00001480,10,true,true,both
sd300b,00001481,1,true,true,both
sd300b,00001481,2,true,true,both
sd300b,00001481,3,true,true,both
sd300b,00001481,4,true,true,both
sd300b,00001481,5,true,true,both
sd300b,00001481,6,true,true,both
sd300b,00001481,7,true,true,both
sd300b,00001481,8,true,true,both
sd300b,00001481,9,true,true,both
sd300b,00001481,10,true,true,both
sd300b,00001482,1,true,true,both
sd300b,00001482,2,true,true,both
sd300b,00001482,3,true,true,both
sd300b,00001482,4,true,true,both
sd300b,00001482,5,true,true,both
sd300b,00001482,6,true,true,both
sd300b,00001482,7,true,true,both
sd300b,00001482,8,true,true,both
sd300b,00001482,9,true,true,both
sd300b,00001482,10,true,true,both
sd300b,00001483,1,true,true,both
sd300b,00001483,2,true,true,both
sd300b,00001483,3,false,true,sift_only
sd300b,00001483,4,false,true,sift_only
sd300b,00001483,5,true,true,both
sd300b,00001483,6,true,true,both
sd300b,00001483,7,true,true,both
sd300b,00001483,8,true,true,both
sd300b,00001483,9,false,true,sift_only
sd300b,00001483,10,false,true,sift_only
sd300b,00001484,1,true,true,both
sd300b,00001484,2,true,true,both
sd300b,00001484,3,true,true,both
sd300b,00001484,4,true,true,both
sd300b,00001484,5,true,true,both
sd300b,00001484,6,true,true,both
sd300b,00001484,7,true,true,both
sd300b,00001484,8,true,true,both
sd300b,00001484,9,true,true,both
sd300b,00001484,10,true,true,both
sd300b,00001485,1,true,true,both
sd300b,00001485,2,true,true,both
sd300b,00001485,3,true,true,both
sd300b,00001485,4,true,true,both
sd300b,00001485,5,true,true,both
sd300b,00001485,6,true,true,both
sd300b,00001485,7,true,true,both
sd300b,00001485,8,true,true,both
sd300b,00001485,9,true,true,both
sd300b,00001485,10,false,true,sift_only
sd300b,00001486,1,true,true,both
sd300b,00001486,2,true,true,both
sd300b,00001486,3,true,true,both
sd300b,00001486,4,true,true,both
sd300b,00001486,5,true,true,both
sd300b,00001486,6,true,true,both
sd300b,00001486,7,true,true,both
sd300b,00001486,8,true,true,both
sd300b,00001486,9,true,true,both
sd300b,00001486,10,true,true,both
sd300b,00001487,1,true,true,both
sd300b,00001487,2,true,true,both
sd300b,00001487,3,true,true,both
sd300b,00001487,4,true,true,both
sd300b,00001487,5,true,true,both
sd300b,00001487,6,true,true,both
sd300b,00001487,7,true,true,both
sd300b,00001487,8,true,true,both
sd300b,00001487,9,true,true,both
sd300b,00001487,10,true,true,both
sd300b,00001488,1,true,true,both
sd300b,00001488,2,true,true,both
sd300b,00001488,3,true,true,both
sd300b,00001488,4,true,true,both
sd300b,00001488,5,true,true,both
sd300b,00001488,6,true,true,both
sd300b,00001488,7,true,true,both
sd300b,00001488,8,true,true,both
sd300b,00001488,9,true,true,both
sd300b,00001488,10,true,true,both
sd300b,00001489,1,true,true,both
sd300b,00001489,2,true,true,both
sd300b,00001489,3,true,true,both
sd300b,00001489,4,true,true,both
sd300b,00001489,5,true,true,both
sd300b,00001489,6,true,true,both
sd300b,00001489,7,true,true,both
sd300b,00001489,8,true,true,both
sd300b,00001489,9,true,true,both
sd300b,00001489,10,true,true,both
sd300b,00001490,1,true,true,both
sd300b,00001490,2,true,true,both
sd300b,00001490,3,true,true,both
sd300b,00001490,4,true,true,both
sd300b,00001490,5,true,true,both
sd300b,00001490,6,true,true,both
sd300b,00001490,7,true,true,both
sd300b,00001490,8,true,true,both
sd300b,00001490,9,true,true,both
sd300b,00001490,10,true,true,both
sd300b,00001491,1,true,true,both
sd300b,00001491,2,true,true,both
sd300b,00001491,3,true,true,both
sd300b,00001491,4,true,true,both
sd300b,00001491,5,true,true,both
sd300b,00001491,6,true,true,both
sd300b,00001491,7,true,true,both
sd300b,00001491,8,true,true,both
sd300b,00001491,9,true,true,both
sd300b,00001491,10,true,true,both
sd300b,00001492,1,true,true,both
sd300b,00001492,2,true,true,both
sd300b,00001492,3,true,true,both
sd300b,00001492,4,true,true,both
sd300b,00001492,5,true,true,both
sd300b,00001492,6,true,true,both
sd300b,00001492,7,true,true,both
sd300b,00001492,8,true,true,both
sd300b,00001492,9,true,true,both
sd300b,00001492,10,true,true,both
sd300b,00001493,1,true,true,both
sd300b,00001493,2,true,true,both
sd300b,00001493,3,true,true,both
sd300b,00001493,4,true,true,both
sd300b,00001493,5,true,true,both
sd300b,00001493,6,true,true,both
sd300b,00001493,7,true,true,both
sd300b,00001493,8,true,true,both
sd300b,00001493,9,true,true,both
sd300b,00001493,10,true,true,both
sd300b,00001494,1,true,true,both
sd300b,00001494,2,true,true,both
sd300b,00001494,3,true,true,both
sd300b,00001494,4,true,true,both
sd300b,00001494,5,true,true,both
sd300b,00001494,6,true,true,both
sd300b,00001494,7,true,true,both
sd300b,00001494,8,true,true,both
sd300b,00001494,9,true,true,both
sd300b,00001494,10,true,true,both
sd300b,00001495,1,true,true,both
sd300b,00001495,2,true,true,both
sd300b,00001495,3,true,true,both
sd300b,00001495,4,true,true,both
sd300b,00001495,5,true,true,both
sd300b,00001495,6,true,true,both
sd300b,00001495,7,true,true,both
sd300b,00001495,8,true,true,both
sd300b,00001495,9,true,true,both
sd300b,00001495,10,false,true,sift_only
sd300b,00001496,1,true,true,both
sd300b,00001496,2,false,true,sift_only
