condition,dataset,role,pilot_pair_id,reference_pair_id,reference_kind,pilot_raw_score,reference_raw_score,raw_score_abs_delta,raw_score_equal,status_equal,error_code_equal,prepare_a_diagnostics_equal,prepare_b_diagnostics_equal,compare_diagnostics_equal,exact_reproducibility
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001022_07,sd300b_roll_self_00001022_07,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001022_08,sd300b_roll_self_00001022_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001022_09,sd300b_roll_self_00001022_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001022_10,sd300b_roll_self_00001022_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001023_01,sd300b_roll_self_00001023_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001023_02,sd300b_roll_self_00001023_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001023_03,sd300b_roll_self_00001023_03,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001023_04,sd300b_roll_self_00001023_04,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001023_05,sd300b_roll_self_00001023_05,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001023_06,sd300b_roll_self_00001023_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001023_07,sd300b_roll_self_00001023_07,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001023_08,sd300b_roll_self_00001023_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001023_09,sd300b_roll_self_00001023_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001023_10,sd300b_roll_self_00001023_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001024_01,sd300b_roll_self_00001024_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001024_02,sd300b_roll_self_00001024_02,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001024_03,sd300b_roll_self_00001024_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001024_04,sd300b_roll_self_00001024_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001024_05,sd300b_roll_self_00001024_05,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001024_06,sd300b_roll_self_00001024_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001024_07,sd300b_roll_self_00001024_07,canonical_primary_v2,1118.684960262099,1118.684960262099,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001024_08,sd300b_roll_self_00001024_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001024_09,sd300b_roll_self_00001024_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001024_10,sd300b_roll_self_00001024_10,canonical_primary_v2,1130.5387680922524,1130.5387680922524,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001025_01,sd300b_roll_self_00001025_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001025_02,sd300b_roll_self_00001025_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001025_03,sd300b_roll_self_00001025_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001025_04,sd300b_roll_self_00001025_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001025_05,sd300b_roll_self_00001025_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001025_06,sd300b_roll_self_00001025_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001025_07,sd300b_roll_self_00001025_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001025_08,sd300b_roll_self_00001025_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001025_09,sd300b_roll_self_00001025_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001025_10,sd300b_roll_self_00001025_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001026_01,sd300b_roll_self_00001026_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001026_02,sd300b_roll_self_00001026_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001026_03,sd300b_roll_self_00001026_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001026_04,sd300b_roll_self_00001026_04,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001026_05,sd300b_roll_self_00001026_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001026_06,sd300b_roll_self_00001026_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001026_07,sd300b_roll_self_00001026_07,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001026_08,sd300b_roll_self_00001026_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001026_09,sd300b_roll_self_00001026_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001026_10,sd300b_roll_self_00001026_10,canonical_primary_v2,857.9012042786985,857.9012042786985,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001027_01,sd300b_roll_self_00001027_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001027_02,sd300b_roll_self_00001027_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001027_03,sd300b_roll_self_00001027_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001027_04,sd300b_roll_self_00001027_04,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001027_05,sd300b_roll_self_00001027_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001027_06,sd300b_roll_self_00001027_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001027_07,sd300b_roll_self_00001027_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001027_08,sd300b_roll_self_00001027_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001027_09,sd300b_roll_self_00001027_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001027_10,sd300b_roll_self_00001027_10,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001028_01,sd300b_roll_self_00001028_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001028_02,sd300b_roll_self_00001028_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001028_03,sd300b_roll_self_00001028_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001028_04,sd300b_roll_self_00001028_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001028_05,sd300b_roll_self_00001028_05,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001028_06,sd300b_roll_self_00001028_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001028_07,sd300b_roll_self_00001028_07,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001028_08,sd300b_roll_self_00001028_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001028_09,sd300b_roll_self_00001028_09,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001028_10,sd300b_roll_self_00001028_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001029_01,sd300b_roll_self_00001029_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001029_02,sd300b_roll_self_00001029_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001029_03,sd300b_roll_self_00001029_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001029_04,sd300b_roll_self_00001029_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001029_05,sd300b_roll_self_00001029_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001029_06,sd300b_roll_self_00001029_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001029_07,sd300b_roll_self_00001029_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001029_08,sd300b_roll_self_00001029_08,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001029_09,sd300b_roll_self_00001029_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001029_10,sd300b_roll_self_00001029_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001030_01,sd300b_roll_self_00001030_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001030_02,sd300b_roll_self_00001030_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001030_03,sd300b_roll_self_00001030_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001030_04,sd300b_roll_self_00001030_04,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001030_05,sd300b_roll_self_00001030_05,canonical_primary_v2,909.8096886876905,909.8096886876905,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001030_06,sd300b_roll_self_00001030_06,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001030_07,sd300b_roll_self_00001030_07,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001030_08,sd300b_roll_self_00001030_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001030_09,sd300b_roll_self_00001030_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001030_10,sd300b_roll_self_00001030_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001031_01,sd300b_roll_self_00001031_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001031_02,sd300b_roll_self_00001031_02,canonical_primary_v2,1142.9786517043692,1142.9786517043692,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001031_03,sd300b_roll_self_00001031_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001031_04,sd300b_roll_self_00001031_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001031_05,sd300b_roll_self_00001031_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001031_06,sd300b_roll_self_00001031_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001031_07,sd300b_roll_self_00001031_07,canonical_primary_v2,967.8665572059987,967.8665572059987,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001031_08,sd300b_roll_self_00001031_08,canonical_primary_v2,898.1512405368564,898.1512405368564,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001031_09,sd300b_roll_self_00001031_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001031_10,sd300b_roll_self_00001031_10,canonical_primary_v2,1131.3202039153127,1131.3202039153127,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001032_01,sd300b_roll_self_00001032_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001032_02,sd300b_roll_self_00001032_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001032_03,sd300b_roll_self_00001032_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001032_04,sd300b_roll_self_00001032_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001032_05,sd300b_roll_self_00001032_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001032_06,sd300b_roll_self_00001032_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001032_07,sd300b_roll_self_00001032_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001032_08,sd300b_roll_self_00001032_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001032_09,sd300b_roll_self_00001032_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001032_10,sd300b_roll_self_00001032_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001033_01,sd300b_roll_self_00001033_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001033_02,sd300b_roll_self_00001033_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001033_03,sd300b_roll_self_00001033_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001033_04,sd300b_roll_self_00001033_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001033_05,sd300b_roll_self_00001033_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001033_06,sd300b_roll_self_00001033_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001033_07,sd300b_roll_self_00001033_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001033_08,sd300b_roll_self_00001033_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001033_09,sd300b_roll_self_00001033_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001033_10,sd300b_roll_self_00001033_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001034_01,sd300b_roll_self_00001034_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001034_02,sd300b_roll_self_00001034_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001034_03,sd300b_roll_self_00001034_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001034_04,sd300b_roll_self_00001034_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001034_05,sd300b_roll_self_00001034_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001034_06,sd300b_roll_self_00001034_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001034_07,sd300b_roll_self_00001034_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001034_08,sd300b_roll_self_00001034_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001034_09,sd300b_roll_self_00001034_09,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001034_10,sd300b_roll_self_00001034_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001035_01,sd300b_roll_self_00001035_01,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001035_02,sd300b_roll_self_00001035_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001035_03,sd300b_roll_self_00001035_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001035_04,sd300b_roll_self_00001035_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001035_05,sd300b_roll_self_00001035_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001035_06,sd300b_roll_self_00001035_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001035_07,sd300b_roll_self_00001035_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001035_08,sd300b_roll_self_00001035_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001035_09,sd300b_roll_self_00001035_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001035_10,sd300b_roll_self_00001035_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001036_01,sd300b_roll_self_00001036_01,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001036_02,sd300b_roll_self_00001036_02,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001036_03,sd300b_roll_self_00001036_03,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001036_04,sd300b_roll_self_00001036_04,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001036_05,sd300b_roll_self_00001036_05,canonical_primary_v2,1107.797666607576,1107.797666607576,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001036_06,sd300b_roll_self_00001036_06,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001036_07,sd300b_roll_self_00001036_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001036_08,sd300b_roll_self_00001036_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001036_09,sd300b_roll_self_00001036_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001036_10,sd300b_roll_self_00001036_10,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001037_01,sd300b_roll_self_00001037_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300b/roll_self,sd300b,self,sd300b_roll_self_00001037_02,sd300b_roll_self_00001037_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
