identity_key,subject_id,canonical_finger_position
00001207|06,00001207,6
00001207|07,00001207,7
00001207|08,00001207,8
00001207|09,00001207,9
00001207|10,00001207,10
00001208|01,00001208,1
00001208|02,00001208,2
00001208|03,00001208,3
00001208|04,00001208,4
00001208|05,00001208,5
00001208|06,00001208,6
00001208|07,00001208,7
00001208|08,00001208,8
00001208|09,00001208,9
00001208|10,00001208,10
00001209|01,00001209,1
00001209|02,00001209,2
00001209|03,00001209,3
00001209|04,00001209,4
00001209|05,00001209,5
00001209|06,00001209,6
00001209|07,00001209,7
00001209|08,00001209,8
00001209|09,00001209,9
00001209|10,00001209,10
00001210|01,00001210,1
00001210|02,00001210,2
00001210|03,00001210,3
00001210|04,00001210,4
00001210|05,00001210,5
00001210|06,00001210,6
00001210|07,00001210,7
00001210|08,00001210,8
00001210|09,00001210,9
00001210|10,00001210,10
00001211|01,00001211,1
00001211|02,00001211,2
00001211|03,00001211,3
00001211|04,00001211,4
00001211|05,00001211,5
00001211|06,00001211,6
00001211|07,00001211,7
00001211|08,00001211,8
00001211|09,00001211,9
00001211|10,00001211,10
00001212|01,00001212,1
00001212|02,00001212,2
00001212|03,00001212,3
00001212|04,00001212,4
00001212|05,00001212,5
00001212|06,00001212,6
00001212|07,00001212,7
00001212|08,00001212,8
00001212|09,00001212,9
00001212|10,00001212,10
00001213|01,00001213,1
00001213|02,00001213,2
00001213|03,00001213,3
00001213|04,00001213,4
00001213|05,00001213,5
00001213|06,00001213,6
00001213|07,00001213,7
00001213|08,00001213,8
00001213|09,00001213,9
00001213|10,00001213,10
00001214|01,00001214,1
00001214|02,00001214,2
00001214|03,00001214,3
00001214|04,00001214,4
00001214|05,00001214,5
00001214|06,00001214,6
00001214|07,00001214,7
00001214|08,00001214,8
00001214|09,00001214,9
00001214|10,00001214,10
00001215|01,00001215,1
00001215|02,00001215,2
00001215|03,00001215,3
00001215|04,00001215,4
00001215|05,00001215,5
00001215|06,00001215,6
00001215|07,00001215,7
00001215|08,00001215,8
00001215|09,00001215,9
00001216|01,00001216,1
00001216|02,00001216,2
00001216|03,00001216,3
00001216|04,00001216,4
00001216|05,00001216,5
00001216|06,00001216,6
00001216|07,00001216,7
00001216|08,00001216,8
00001216|09,00001216,9
00001216|10,00001216,10
00001217|01,00001217,1
00001217|02,00001217,2
00001217|03,00001217,3
00001217|04,00001217,4
00001217|06,00001217,6
00001217|07,00001217,7
00001217|08,00001217,8
00001217|09,00001217,9
00001217|10,00001217,10
00001218|01,00001218,1
00001218|02,00001218,2
00001218|03,00001218,3
00001218|04,00001218,4
00001218|05,00001218,5
00001218|06,00001218,6
00001218|07,00001218,7
00001218|08,00001218,8
00001218|09,00001218,9
00001218|10,00001218,10
00001219|01,00001219,1
00001219|02,00001219,2
00001219|03,00001219,3
00001219|04,00001219,4
00001219|05,00001219,5
00001219|06,00001219,6
00001219|07,00001219,7
00001219|08,00001219,8
00001219|09,00001219,9
00001219|10,00001219,10
00001220|01,00001220,1
00001220|02,00001220,2
00001220|03,00001220,3
00001220|04,00001220,4
00001220|05,00001220,5
00001220|06,00001220,6
00001220|07,00001220,7
00001220|08,00001220,8
00001220|09,00001220,9
00001220|10,00001220,10
00001221|01,00001221,1
00001221|02,00001221,2
00001221|03,00001221,3
00001221|04,00001221,4
00001221|05,00001221,5
00001221|06,00001221,6
00001221|07,00001221,7
00001221|08,00001221,8
00001221|09,00001221,9
00001221|10,00001221,10
00001222|01,00001222,1
00001222|02,00001222,2
00001222|03,00001222,3
00001222|04,00001222,4
00001222|05,00001222,5
00001222|06,00001222,6
00001222|07,00001222,7
00001222|08,00001222,8
00001222|09,00001222,9
00001222|10,00001222,10
00001223|01,00001223,1
00001223|02,00001223,2
00001223|03,00001223,3
00001223|04,00001223,4
00001223|05,00001223,5
00001223|06,00001223,6
00001223|07,00001223,7
00001223|08,00001223,8
00001223|09,00001223,9
00001223|10,00001223,10
00001224|01,00001224,1
00001224|02,00001224,2
00001224|03,00001224,3
00001224|04,00001224,4
00001224|05,00001224,5
00001224|06,00001224,6
00001224|07,00001224,7
00001224|08,00001224,8
00001224|09,00001224,9
00001224|10,00001224,10
00001225|01,00001225,1
00001225|02,00001225,2
00001225|03,00001225,3
00001225|04,00001225,4
00001225|05,00001225,5
00001225|06,00001225,6
00001225|07,00001225,7
00001225|08,00001225,8
00001225|09,00001225,9
00001225|10,00001225,10
00001226|01,00001226,1
00001226|02,00001226,2
00001226|03,00001226,3
00001226|04,00001226,4
00001226|05,00001226,5
00001226|06,00001226,6
00001226|07,00001226,7
00001226|08,00001226,8
00001226|09,00001226,9
00001226|10,00001226,10
00001227|01,00001227,1
00001227|02,00001227,2
00001227|03,00001227,3
00001227|04,00001227,4
00001227|05,00001227,5
00001227|06,00001227,6
00001227|07,00001227,7
00001227|08,00001227,8
00001227|09,00001227,9
00001227|10,00001227,10
00001228|01,00001228,1
00001228|02,00001228,2
00001228|03,00001228,3
00001228|04,00001228,4
00001228|06,00001228,6
00001228|07,00001228,7
00001228|08,00001228,8
00001228|09,00001228,9
00001228|10,00001228,10
00001229|01,00001229,1
00001229|02,00001229,2
00001229|03,00001229,3
00001229|04,00001229,4
00001229|05,00001229,5
00001229|06,00001229,6
00001229|07,00001229,7
00001229|08,00001229,8
00001229|09,00001229,9
00001229|10,00001229,10
00001230|01,00001230,1
00001230|02,00001230,2
00001230|03,00001230,3
00001230|04,00001230,4
00001230|05,00001230,5
00001230|06,00001230,6
00001230|07,00001230,7
00001230|08,00001230,8
00001230|09,00001230,9
00001230|10,00001230,10
00001231|01,00001231,1
00001231|02,00001231,2
00001231|03,00001231,3
00001231|04,00001231,4
00001231|05,00001231,5
00001231|06,00001231,6
00001231|08,00001231,8
00001231|09,00001231,9
00001231|10,00001231,10
00001232|01,00001232,1
00001232|02,00001232,2
00001232|03,00001232,3
00001232|04,00001232,4
00001232|05,00001232,5
00001232|06,00001232,6
00001232|07,00001232,7
00001232|08,00001232,8
00001232|09,00001232,9
00001232|10,00001232,10
00001233|01,00001233,1
00001233|02,00001233,2
00001233|03,00001233,3
00001233|04,00001233,4
00001233|05,00001233,5
00001233|06,00001233,6
00001233|07,00001233,7
00001233|08,00001233,8
00001233|09,00001233,9
00001233|10,00001233,10
00001234|01,00001234,1
00001234|02,00001234,2
00001234|03,00001234,3
00001234|04,00001234,4
00001234|05,00001234,5
00001234|06,00001234,6
00001234|07,00001234,7
00001234|08,00001234,8
00001234|09,00001234,9
00001234|10,00001234,10
00001235|01,00001235,1
00001235|02,00001235,2
00001235|03,00001235,3
00001235|04,00001235,4
00001235|05,00001235,5
00001235|06,00001235,6
00001235|07,00001235,7
00001235|08,00001235,8
00001235|09,00001235,9
00001235|10,00001235,10
00001236|01,00001236,1
00001236|02,00001236,2
00001236|03,00001236,3
00001236|04,00001236,4
00001236|05,00001236,5
00001236|06,00001236,6
00001236|07,00001236,7
00001236|08,00001236,8
00001236|09,00001236,9
00001236|10,00001236,10
00001237|01,00001237,1
00001237|02,00001237,2
00001237|03,00001237,3
00001237|04,00001237,4
00001237|05,00001237,5
00001237|06,00001237,6
00001237|07,00001237,7
00001237|08,00001237,8
00001237|09,00001237,9
00001237|10,00001237,10
00001238|01,00001238,1
00001238|02,00001238,2
00001238|03,00001238,3
00001238|04,00001238,4
00001238|05,00001238,5
00001238|06,00001238,6
00001238|07,00001238,7
00001238|08,00001238,8
00001238|09,00001238,9
00001238|10,00001238,10
00001239|01,00001239,1
00001239|02,00001239,2
00001239|03,00001239,3
00001239|04,00001239,4
00001239|05,00001239,5
00001239|06,00001239,6
00001239|07,00001239,7
00001239|08,00001239,8
00001239|09,00001239,9
00001239|10,00001239,10
00001240|01,00001240,1
00001240|02,00001240,2
00001240|03,00001240,3
00001240|04,00001240,4
00001240|05,00001240,5
00001240|06,00001240,6
00001240|07,00001240,7
00001240|08,00001240,8
00001240|09,00001240,9
00001240|10,00001240,10
00001241|01,00001241,1
00001241|02,00001241,2
00001241|03,00001241,3
00001241|04,00001241,4
00001241|05,00001241,5
00001241|06,00001241,6
00001241|07,00001241,7
00001241|08,00001241,8
00001241|09,00001241,9
00001241|10,00001241,10
00001242|01,00001242,1
00001242|02,00001242,2
00001242|03,00001242,3
00001242|04,00001242,4
00001242|05,00001242,5
00001242|06,00001242,6
00001242|07,00001242,7
00001242|08,00001242,8
00001242|09,00001242,9
00001242|10,00001242,10
00001243|01,00001243,1
00001243|02,00001243,2
00001243|03,00001243,3
00001243|04,00001243,4
00001243|05,00001243,5
00001243|06,00001243,6
00001243|07,00001243,7
00001243|08,00001243,8
00001243|09,00001243,9
00001243|10,00001243,10
00001244|01,00001244,1
00001244|02,00001244,2
00001244|03,00001244,3
00001244|04,00001244,4
00001244|05,00001244,5
00001244|06,00001244,6
00001244|07,00001244,7
00001244|08,00001244,8
00001244|09,00001244,9
00001244|10,00001244,10
00001245|01,00001245,1
00001245|02,00001245,2
00001245|03,00001245,3
00001245|04,00001245,4
00001245|05,00001245,5
00001245|06,00001245,6
00001245|07,00001245,7
00001245|08,00001245,8
00001245|09,00001245,9
00001245|10,00001245,10
00001246|01,00001246,1
00001246|02,00001246,2
00001246|03,00001246,3
00001246|04,00001246,4
00001246|05,00001246,5
00001246|06,00001246,6
00001246|07,00001246,7
00001246|08,00001246,8
00001246|09,00001246,9
00001246|10,00001246,10
00001247|01,00001247,1
00001247|02,00001247,2
00001247|03,00001247,3
00001247|04,00001247,4
00001247|05,00001247,5
00001247|06,00001247,6
00001247|07,00001247,7
00001247|08,00001247,8
00001247|09,00001247,9
00001247|10,00001247,10
00001248|01,00001248,1
00001248|02,00001248,2
00001248|03,00001248,3
00001248|04,00001248,4
00001248|05,00001248,5
00001248|06,00001248,6
00001248|07,00001248,7
00001248|08,00001248,8
00001248|09,00001248,9
00001248|10,00001248,10
00001249|01,00001249,1
00001249|02,00001249,2
00001249|03,00001249,3
00001249|04,00001249,4
00001249|05,00001249,5
00001249|06,00001249,6
00001249|07,00001249,7
00001249|08,00001249,8
00001249|09,00001249,9
00001249|10,00001249,10
00001250|01,00001250,1
00001250|02,00001250,2
00001250|03,00001250,3
00001250|04,00001250,4
00001250|05,00001250,5
00001250|06,00001250,6
00001250|07,00001250,7
00001250|08,00001250,8
00001250|09,00001250,9
00001250|10,00001250,10
00001251|01,00001251,1
00001251|02,00001251,2
00001251|03,00001251,3
00001251|04,00001251,4
00001251|05,00001251,5
00001251|06,00001251,6
00001251|07,00001251,7
00001251|08,00001251,8
00001251|09,00001251,9
00001251|10,00001251,10
00001252|01,00001252,1
00001252|02,00001252,2
00001252|03,00001252,3
00001252|04,00001252,4
00001252|05,00001252,5
00001252|06,00001252,6
00001252|07,00001252,7
00001252|08,00001252,8
00001252|09,00001252,9
00001252|10,00001252,10
00001253|01,00001253,1
00001253|02,00001253,2
00001253|03,00001253,3
00001253|04,00001253,4
00001253|05,00001253,5
00001253|06,00001253,6
00001253|07,00001253,7
00001253|08,00001253,8
00001253|09,00001253,9
00001253|10,00001253,10
00001254|01,00001254,1
00001254|02,00001254,2
00001254|03,00001254,3
00001254|04,00001254,4
00001254|05,00001254,5
00001254|06,00001254,6
00001254|07,00001254,7
00001254|08,00001254,8
00001254|09,00001254,9
00001254|10,00001254,10
00001255|01,00001255,1
00001255|02,00001255,2
00001255|03,00001255,3
00001255|04,00001255,4
00001255|05,00001255,5
00001255|06,00001255,6
00001255|07,00001255,7
00001255|08,00001255,8
00001255|09,00001255,9
00001255|10,00001255,10
00001256|01,00001256,1
00001256|02,00001256,2
00001256|03,00001256,3
00001256|04,00001256,4
00001256|05,00001256,5
00001256|06,00001256,6
00001256|07,00001256,7
00001256|08,00001256,8
00001256|09,00001256,9
00001256|10,00001256,10
00001257|01,00001257,1
00001257|02,00001257,2
00001257|03,00001257,3
00001257|04,00001257,4
00001257|05,00001257,5
00001257|06,00001257,6
00001257|07,00001257,7
00001257|08,00001257,8
00001257|09,00001257,9
00001257|10,00001257,10
00001258|01,00001258,1
00001258|02,00001258,2
00001258|03,00001258,3
00001258|04,00001258,4
00001258|05,00001258,5
00001258|06,00001258,6
00001258|07,00001258,7
00001258|08,00001258,8
00001258|09,00001258,9
00001258|10,00001258,10
00001259|01,00001259,1
00001259|02,00001259,2
00001259|03,00001259,3
00001259|04,00001259,4
00001259|05,00001259,5
00001259|06,00001259,6
00001259|07,00001259,7
00001259|08,00001259,8
00001259|09,00001259,9
00001259|10,00001259,10
00001260|01,00001260,1
00001260|02,00001260,2
00001260|03,00001260,3
00001260|04,00001260,4
00001260|05,00001260,5
00001260|06,00001260,6
00001260|07,00001260,7
00001260|08,00001260,8
00001260|09,00001260,9
00001260|10,00001260,10
00001261|01,00001261,1
00001261|02,00001261,2
00001261|03,00001261,3
00001261|04,00001261,4
00001261|05,00001261,5
00001261|06,00001261,6
00001261|07,00001261,7
00001261|08,00001261,8
00001261|09,00001261,9
00001261|10,00001261,10
00001262|01,00001262,1
00001262|02,00001262,2
00001262|03,00001262,3
00001262|04,00001262,4
00001262|05,00001262,5
00001262|06,00001262,6
00001262|07,00001262,7
00001262|08,00001262,8
00001262|09,00001262,9
00001262|10,00001262,10
00001263|01,00001263,1
00001263|02,00001263,2
00001263|03,00001263,3
00001263|04,00001263,4
00001263|05,00001263,5
00001263|06,00001263,6
00001263|07,00001263,7
00001263|08,00001263,8
00001263|09,00001263,9
00001263|10,00001263,10
00001264|01,00001264,1
00001264|02,00001264,2
00001264|03,00001264,3
00001264|04,00001264,4
00001264|05,00001264,5
00001264|06,00001264,6
00001264|07,00001264,7
00001264|08,00001264,8
00001264|09,00001264,9
00001264|10,00001264,10
00001265|01,00001265,1
00001265|02,00001265,2
00001265|03,00001265,3
00001265|04,00001265,4
00001265|05,00001265,5
00001265|06,00001265,6
00001265|07,00001265,7
00001265|08,00001265,8
00001265|09,00001265,9
00001265|10,00001265,10
00001266|01,00001266,1
00001266|02,00001266,2
00001266|03,00001266,3
00001266|04,00001266,4
00001266|05,00001266,5
00001266|06,00001266,6
00001266|07,00001266,7
00001266|08,00001266,8
00001266|09,00001266,9
00001266|10,00001266,10
00001267|01,00001267,1
00001267|02,00001267,2
00001267|03,00001267,3
00001267|04,00001267,4
00001267|05,00001267,5
00001267|06,00001267,6
00001267|07,00001267,7
00001267|08,00001267,8
00001267|09,00001267,9
00001267|10,00001267,10
00001268|01,00001268,1
00001268|02,00001268,2
00001268|03,00001268,3
00001268|04,00001268,4
00001268|05,00001268,5
00001268|06,00001268,6
00001268|07,00001268,7
00001268|08,00001268,8
00001268|09,00001268,9
00001268|10,00001268,10
00001269|01,00001269,1
00001269|02,00001269,2
00001269|03,00001269,3
00001269|04,00001269,4
00001269|06,00001269,6
00001269|07,00001269,7
00001269|08,00001269,8
00001269|09,00001269,9
00001269|10,00001269,10
00001270|01,00001270,1
00001270|02,00001270,2
00001270|03,00001270,3
00001270|04,00001270,4
00001270|05,00001270,5
00001270|06,00001270,6
00001270|07,00001270,7
00001270|08,00001270,8
00001270|09,00001270,9
00001270|10,00001270,10
00001271|01,00001271,1
00001271|02,00001271,2
00001271|03,00001271,3
00001271|04,00001271,4
00001271|05,00001271,5
00001271|06,00001271,6
00001271|07,00001271,7
00001271|08,00001271,8
00001271|09,00001271,9
00001271|10,00001271,10
00001272|01,00001272,1
00001272|02,00001272,2
00001272|03,00001272,3
00001272|04,00001272,4
00001272|06,00001272,6
00001272|07,00001272,7
00001272|08,00001272,8
00001272|09,00001272,9
00001272|10,00001272,10
00001273|01,00001273,1
00001273|02,00001273,2
00001273|03,00001273,3
00001273|04,00001273,4
00001273|05,00001273,5
00001273|06,00001273,6
00001273|07,00001273,7
00001273|08,00001273,8
00001273|09,00001273,9
00001273|10,00001273,10
00001274|01,00001274,1
00001274|02,00001274,2
00001274|03,00001274,3
00001274|04,00001274,4
00001274|05,00001274,5
00001274|06,00001274,6
00001274|07,00001274,7
00001274|08,00001274,8
00001274|09,00001274,9
00001274|10,00001274,10
00001275|01,00001275,1
00001275|02,00001275,2
00001275|03,00001275,3
00001275|04,00001275,4
00001275|05,00001275,5
00001275|06,00001275,6
00001275|07,00001275,7
00001275|08,00001275,8
00001275|09,00001275,9
00001275|10,00001275,10
00001276|01,00001276,1
00001276|02,00001276,2
00001276|03,00001276,3
00001276|04,00001276,4
00001276|05,00001276,5
00001276|06,00001276,6
00001276|07,00001276,7
00001276|08,00001276,8
00001276|09,00001276,9
00001276|10,00001276,10
00001277|01,00001277,1
00001277|02,00001277,2
00001277|03,00001277,3
00001277|04,00001277,4
00001277|05,00001277,5
00001277|06,00001277,6
00001277|07,00001277,7
00001277|08,00001277,8
00001277|09,00001277,9
00001277|10,00001277,10
00001278|01,00001278,1
00001278|02,00001278,2
00001278|03,00001278,3
00001278|04,00001278,4
00001278|05,00001278,5
00001278|06,00001278,6
00001278|07,00001278,7
00001278|08,00001278,8
00001278|09,00001278,9
00001278|10,00001278,10
00001279|01,00001279,1
00001279|02,00001279,2
00001279|03,00001279,3
00001279|04,00001279,4
00001279|05,00001279,5
00001279|06,00001279,6
00001279|07,00001279,7
00001279|08,00001279,8
00001279|09,00001279,9
00001279|10,00001279,10
00001280|01,00001280,1
00001280|02,00001280,2
00001280|03,00001280,3
00001280|04,00001280,4
00001280|05,00001280,5
00001280|06,00001280,6
00001280|07,00001280,7
00001280|08,00001280,8
00001280|09,00001280,9
00001280|10,00001280,10
00001281|01,00001281,1
00001281|02,00001281,2
00001281|03,00001281,3
00001281|04,00001281,4
00001281|05,00001281,5
00001281|06,00001281,6
00001281|07,00001281,7
00001281|08,00001281,8
00001281|09,00001281,9
00001281|10,00001281,10
00001282|01,00001282,1
00001282|02,00001282,2
00001282|03,00001282,3
00001282|04,00001282,4
00001282|05,00001282,5
00001282|06,00001282,6
00001282|07,00001282,7
00001282|08,00001282,8
00001282|09,00001282,9
00001282|10,00001282,10
00001283|01,00001283,1
00001283|02,00001283,2
00001283|03,00001283,3
00001283|04,00001283,4
00001283|05,00001283,5
00001283|06,00001283,6
00001283|07,00001283,7
00001283|08,00001283,8
00001283|09,00001283,9
00001283|10,00001283,10
00001284|01,00001284,1
00001284|02,00001284,2
00001284|03,00001284,3
00001284|04,00001284,4
00001284|05,00001284,5
00001284|06,00001284,6
00001284|07,00001284,7
00001284|08,00001284,8
00001284|09,00001284,9
00001284|10,00001284,10
00001285|01,00001285,1
00001285|02,00001285,2
00001285|03,00001285,3
00001285|04,00001285,4
00001285|05,00001285,5
00001285|06,00001285,6
00001285|07,00001285,7
00001285|08,00001285,8
00001285|09,00001285,9
00001285|10,00001285,10
00001286|01,00001286,1
00001286|02,00001286,2
00001286|03,00001286,3
00001286|04,00001286,4
00001286|05,00001286,5
00001286|06,00001286,6
00001286|07,00001286,7
00001286|08,00001286,8
00001286|09,00001286,9
00001286|10,00001286,10
00001287|01,00001287,1
00001287|02,00001287,2
00001287|03,00001287,3
00001287|04,00001287,4
00001287|05,00001287,5
00001287|06,00001287,6
00001287|07,00001287,7
00001287|08,00001287,8
00001287|09,00001287,9
00001287|10,00001287,10
00001288|01,00001288,1
00001288|02,00001288,2
00001288|03,00001288,3
00001288|04,00001288,4
00001288|05,00001288,5
00001288|06,00001288,6
00001288|07,00001288,7
00001288|08,00001288,8
00001288|09,00001288,9
00001288|10,00001288,10
00001289|01,00001289,1
00001289|02,00001289,2
00001289|03,00001289,3
00001289|04,00001289,4
00001289|06,00001289,6
00001289|07,00001289,7
00001289|08,00001289,8
00001289|09,00001289,9
00001289|10,00001289,10
00001290|01,00001290,1
00001290|02,00001290,2
00001290|03,00001290,3
00001290|04,00001290,4
00001290|05,00001290,5
00001290|06,00001290,6
00001290|07,00001290,7
00001290|08,00001290,8
00001290|09,00001290,9
00001290|10,00001290,10
00001291|01,00001291,1
00001291|02,00001291,2
00001291|03,00001291,3
00001291|04,00001291,4
00001291|05,00001291,5
00001291|06,00001291,6
00001291|07,00001291,7
00001291|08,00001291,8
00001291|09,00001291,9
00001291|10,00001291,10
00001292|01,00001292,1
00001292|02,00001292,2
00001292|03,00001292,3
00001292|04,00001292,4
00001292|05,00001292,5
00001292|06,00001292,6
00001292|07,00001292,7
00001292|08,00001292,8
00001292|09,00001292,9
00001292|10,00001292,10
00001293|01,00001293,1
00001293|02,00001293,2
00001293|03,00001293,3
00001293|04,00001293,4
00001293|05,00001293,5
00001293|06,00001293,6
00001293|07,00001293,7
00001293|08,00001293,8
00001293|09,00001293,9
00001293|10,00001293,10
00001294|01,00001294,1
00001294|02,00001294,2
00001294|03,00001294,3
00001294|04,00001294,4
00001294|05,00001294,5
00001294|06,00001294,6
00001294|07,00001294,7
00001294|08,00001294,8
00001294|09,00001294,9
00001294|10,00001294,10
00001295|01,00001295,1
00001295|02,00001295,2
00001295|03,00001295,3
00001295|04,00001295,4
00001295|05,00001295,5
00001295|06,00001295,6
00001295|07,00001295,7
00001295|08,00001295,8
00001295|09,00001295,9
00001295|10,00001295,10
00001296|01,00001296,1
00001296|02,00001296,2
00001296|03,00001296,3
00001296|04,00001296,4
00001296|05,00001296,5
00001296|06,00001296,6
00001296|07,00001296,7
00001296|08,00001296,8
00001296|09,00001296,9
00001296|10,00001296,10
00001297|01,00001297,1
00001297|02,00001297,2
00001297|03,00001297,3
00001297|04,00001297,4
00001297|05,00001297,5
00001297|06,00001297,6
00001297|07,00001297,7
00001297|08,00001297,8
00001297|09,00001297,9
00001297|10,00001297,10
00001298|01,00001298,1
00001298|02,00001298,2
00001298|03,00001298,3
00001298|04,00001298,4
00001298|05,00001298,5
00001298|06,00001298,6
00001298|07,00001298,7
00001298|08,00001298,8
00001298|09,00001298,9
00001298|10,00001298,10
00001299|01,00001299,1
00001299|02,00001299,2
00001299|03,00001299,3
00001299|04,00001299,4
00001299|05,00001299,5
00001299|06,00001299,6
00001299|07,00001299,7
00001299|08,00001299,8
00001299|09,00001299,9
00001299|10,00001299,10
00001300|01,00001300,1
00001300|02,00001300,2
00001300|03,00001300,3
00001300|04,00001300,4
00001300|05,00001300,5
00001300|06,00001300,6
00001300|07,00001300,7
00001300|08,00001300,8
00001300|09,00001300,9
00001300|10,00001300,10
00001301|01,00001301,1
00001301|02,00001301,2
00001301|03,00001301,3
00001301|04,00001301,4
00001301|05,00001301,5
00001301|06,00001301,6
00001301|07,00001301,7
00001301|08,00001301,8
00001301|09,00001301,9
00001301|10,00001301,10
00001302|01,00001302,1
00001302|02,00001302,2
00001302|03,00001302,3
00001302|04,00001302,4
00001302|05,00001302,5
00001302|06,00001302,6
00001302|07,00001302,7
00001302|08,00001302,8
00001302|09,00001302,9
00001302|10,00001302,10
00001303|01,00001303,1
00001303|02,00001303,2
00001303|03,00001303,3
00001303|04,00001303,4
00001303|05,00001303,5
00001303|06,00001303,6
00001303|07,00001303,7
00001303|08,00001303,8
00001303|09,00001303,9
00001303|10,00001303,10
00001304|01,00001304,1
00001304|02,00001304,2
00001304|03,00001304,3
00001304|04,00001304,4
00001304|05,00001304,5
00001304|06,00001304,6
00001304|07,00001304,7
00001304|08,00001304,8
00001304|09,00001304,9
00001304|10,00001304,10
00001305|01,00001305,1
00001305|02,00001305,2
00001305|03,00001305,3
00001305|04,00001305,4
00001305|05,00001305,5
00001305|06,00001305,6
00001305|07,00001305,7
00001305|08,00001305,8
00001305|09,00001305,9
00001305|10,00001305,10
00001306|01,00001306,1
00001306|02,00001306,2
00001306|03,00001306,3
00001306|04,00001306,4
00001306|05,00001306,5
00001306|06,00001306,6
00001306|07,00001306,7
00001306|08,00001306,8
00001306|09,00001306,9
00001306|10,00001306,10
00001307|01,00001307,1
00001307|02,00001307,2
00001307|03,00001307,3
00001307|04,00001307,4
00001307|05,00001307,5
00001307|06,00001307,6
00001307|07,00001307,7
00001307|08,00001307,8
00001307|09,00001307,9
00001307|10,00001307,10
00001308|01,00001308,1
00001308|02,00001308,2
00001308|03,00001308,3
00001308|04,00001308,4
00001308|05,00001308,5
00001308|06,00001308,6
00001308|07,00001308,7
00001308|08,00001308,8
00001308|09,00001308,9
00001308|10,00001308,10
00001309|01,00001309,1
00001309|02,00001309,2
00001309|03,00001309,3
00001309|04,00001309,4
00001309|05,00001309,5
00001309|06,00001309,6
00001309|07,00001309,7
00001309|08,00001309,8
00001309|09,00001309,9
00001309|10,00001309,10
00001310|01,00001310,1
00001310|02,00001310,2
00001310|03,00001310,3
00001310|04,00001310,4
00001310|06,00001310,6
00001310|07,00001310,7
00001310|08,00001310,8
00001310|09,00001310,9
00001310|10,00001310,10
00001311|01,00001311,1
00001311|02,00001311,2
00001311|03,00001311,3
00001311|04,00001311,4
00001311|05,00001311,5
00001311|06,00001311,6
00001311|07,00001311,7
00001311|08,00001311,8
00001311|09,00001311,9
00001311|10,00001311,10
00001312|01,00001312,1
00001312|02,00001312,2
00001312|03,00001312,3
00001312|04,00001312,4
00001312|05,00001312,5
00001312|06,00001312,6
00001312|07,00001312,7
00001312|08,00001312,8
00001312|09,00001312,9
00001312|10,00001312,10
00001313|01,00001313,1
00001313|02,00001313,2
00001313|03,00001313,3
00001313|04,00001313,4
00001313|05,00001313,5
00001313|06,00001313,6
00001313|07,00001313,7
00001313|08,00001313,8
00001313|09,00001313,9
00001313|10,00001313,10
00001314|01,00001314,1
00001314|02,00001314,2
00001314|03,00001314,3
00001314|04,00001314,4
00001314|05,00001314,5
00001314|06,00001314,6
00001314|07,00001314,7
00001314|08,00001314,8
00001314|09,00001314,9
00001314|10,00001314,10
00001315|01,00001315,1
00001315|02,00001315,2
00001315|03,00001315,3
00001315|04,00001315,4
00001315|05,00001315,5
00001315|06,00001315,6
00001315|07,00001315,7
00001315|08,00001315,8
00001315|09,00001315,9
00001315|10,00001315,10
00001316|01,00001316,1
00001316|02,00001316,2
00001316|03,00001316,3
00001316|04,00001316,4
00001316|05,00001316,5
00001316|06,00001316,6
00001316|07,00001316,7
00001316|08,00001316,8
00001316|09,00001316,9
00001316|10,00001316,10
00001317|01,00001317,1
00001317|02,00001317,2
00001317|03,00001317,3
00001317|04,00001317,4
00001317|05,00001317,5
00001317|06,00001317,6
00001317|07,00001317,7
00001317|08,00001317,8
00001317|09,00001317,9
00001317|10,00001317,10
00001318|01,00001318,1
00001318|02,00001318,2
00001318|03,00001318,3
00001318|04,00001318,4
00001318|05,00001318,5
00001318|06,00001318,6
00001318|07,00001318,7
00001318|08,00001318,8
00001318|09,00001318,9
00001318|10,00001318,10
00001319|01,00001319,1
00001319|02,00001319,2
00001319|03,00001319,3
00001319|04,00001319,4
00001319|05,00001319,5
00001319|06,00001319,6
00001319|07,00001319,7
00001319|08,00001319,8
00001319|09,00001319,9
00001319|10,00001319,10
00001320|01,00001320,1
00001320|02,00001320,2
00001320|03,00001320,3
00001320|04,00001320,4
00001320|05,00001320,5
00001320|06,00001320,6
00001320|07,00001320,7
00001320|08,00001320,8
00001320|09,00001320,9
00001320|10,00001320,10
00001321|01,00001321,1
00001321|02,00001321,2
00001321|03,00001321,3
00001321|04,00001321,4
00001321|05,00001321,5
00001321|06,00001321,6
00001321|07,00001321,7
00001321|08,00001321,8
00001321|09,00001321,9
00001321|10,00001321,10
00001322|01,00001322,1
00001322|02,00001322,2
00001322|03,00001322,3
00001322|04,00001322,4
00001322|05,00001322,5
00001322|06,00001322,6
00001322|07,00001322,7
00001322|08,00001322,8
00001322|09,00001322,9
00001322|10,00001322,10
00001323|02,00001323,2
00001323|03,00001323,3
00001323|04,00001323,4
00001323|05,00001323,5
00001323|07,00001323,7
00001323|08,00001323,8
00001323|09,00001323,9
00001323|10,00001323,10
00001324|01,00001324,1
00001324|02,00001324,2
00001324|03,00001324,3
00001324|04,00001324,4
00001324|05,00001324,5
00001324|06,00001324,6
00001324|07,00001324,7
00001324|08,00001324,8
00001324|09,00001324,9
00001324|10,00001324,10
