accuracy_pair_id,split,plain_subject_id,roll_subject_id,canonical_finger_position,selection_sha256,selection_rank
shared_imp_development_02_00001082_00001103,development,00001082,00001103,2,0733bae59a29309b6e2bf22e57c4a96fe58d5ca553e470fe7475374f6d695e9e,5
shared_imp_development_02_00001082_00001290,development,00001082,00001290,2,07f33b2b65ba98dc51efcfa047fa9e913e1d62ad46fffda3ac3641c0d25aa89c,6
shared_imp_development_02_00001082_00001344,development,00001082,00001344,2,0a56dc934f6493a1e5bd83e291865a6b17ab6e4646e6fb8a478a74a5c68e2cfd,7
shared_imp_development_02_00001082_00001707,development,00001082,00001707,2,0b4e1fb2fccceb020f5ca6789ed614213bbad427f54425b45ea98f53b0b3b146,8
shared_imp_development_02_00001082_00001394,development,00001082,00001394,2,0bc7bc38420ae36bd868b24aa9bc7ca8ad0ff26ca84e349aa167bbf191bc5512,9
shared_imp_development_02_00001082_00001612,development,00001082,00001612,2,0f0fb0ea308950a8571949ba4b2a07d7d549b9e3e7c9841487d13393d121276c,10
shared_imp_development_03_00001082_00001409,development,00001082,00001409,3,0520ceb4a5fdf141ee6ca4ef98e81cc6d00e550b9b94daa8733b697fa59561b6,1
shared_imp_development_03_00001082_00001058,development,00001082,00001058,3,081d335d14deebc755b2d605013d292db1abf1b6ba1744fb4fc347869359b703,2
shared_imp_development_03_00001082_00001557,development,00001082,00001557,3,08b2047f46b5bfb371d36b25139ea7ad69b714daf25df79a85972d81deb300fc,3
shared_imp_development_03_00001082_00001406,development,00001082,00001406,3,0910f9c3230cc28378d856f88903b94609f9381f02570f4b314d831252285ed4,4
shared_imp_development_03_00001082_00001475,development,00001082,00001475,3,0b13c31a8f43de0f79957971079710b20fef50468e177e2b67c813aff5f999d5,5
shared_imp_development_03_00001082_00001467,development,00001082,00001467,3,0bfecc97ec0f41be1cbfc06ac5317ba5d2e71e4f78f3278187ed92b5c1e8e75d,6
shared_imp_development_03_00001082_00001280,development,00001082,00001280,3,0f88c42a947065bc87fee32528abe82471d017acd13146b70b3b64d22d579394,7
shared_imp_development_03_00001082_00001533,development,00001082,00001533,3,11573e184da38c0c1d5b609cdba4dcd64164d38583ccd21b14208e07e09a25d9,8
shared_imp_development_03_00001082_00001011,development,00001082,00001011,3,11d9d1b7eafc9f0472941c4f45eff7d0e6c24913c1bca546f95f4951959f9be7,9
shared_imp_development_03_00001082_00001850,development,00001082,00001850,3,1547f6a586141e8f97ba323a01cb73035f4e6c8a03325e13eb6eadc0ed639951,10
shared_imp_development_04_00001082_00001542,development,00001082,00001542,4,00ee308326571e02cc944fc3ace8d7094b84a53a2a13a53f981c85a5db2af3c1,1
shared_imp_development_04_00001082_00001149,development,00001082,00001149,4,0235cc915fe9bb1c8fb7eac0c33e2cef19087c4a9ef58e502b1871987420c1ce,2
shared_imp_development_04_00001082_00001723,development,00001082,00001723,4,02a6afc44461fef975896cef8e92c1c89186009133a74f249bd4185b957cf02b,3
shared_imp_development_04_00001082_00001701,development,00001082,00001701,4,02e3f79ef356fda06d8f87451afec1205dfb22a35f25f75eb54c149187c48a61,4
shared_imp_development_04_00001082_00001347,development,00001082,00001347,4,03dd74e6cfb13cb76baf04358b3b8621c3a4aa2f6c6e2df5f55b05257dd46bdd,5
shared_imp_development_04_00001082_00001275,development,00001082,00001275,4,049a9061db6f4373bb1568f18ce3ee4c32000decfec4d60d08c34747ef36fd6c,6
shared_imp_development_04_00001082_00001032,development,00001082,00001032,4,0533c154616334a418f9302f54704ec105b3f3cc9c87dfd119cf7ab38821ac1f,7
shared_imp_development_04_00001082_00001209,development,00001082,00001209,4,059165b05abdca120efe62593bac76c1da6106637ac143ae50aa9023c38a74c3,8
shared_imp_development_04_00001082_00001049,development,00001082,00001049,4,06975e912e372b0c97aeafa422a554f74c7f35c3d02e9fbf85008f5a5f5c5b49,9
shared_imp_development_04_00001082_00001227,development,00001082,00001227,4,07b3963e6e60c6b0e0d1eeab84540abedacd28cf3af78b428284efa9f2198dc6,10
shared_imp_development_05_00001082_00001017,development,00001082,00001017,5,004222cf5a3eb0fde6cfff88c4c6d7abd1b23f6391bf95844c05a891833c8cad,1
shared_imp_development_05_00001082_00001559,development,00001082,00001559,5,004c1e1ef547281de83227d9a2165ad38c5d749a5319fce085f9aeb2c39df620,2
shared_imp_development_05_00001082_00001114,development,00001082,00001114,5,00aa560a58eb8d88e1ed40286ef58ea2275ca258efbf7c17c2f719d1b1b41861,3
shared_imp_development_05_00001082_00001783,development,00001082,00001783,5,01f1c9a23ec576e0978a1609d1cfcdd71da5a8abc6455d36b8a87721a8cd21e1,4
shared_imp_development_05_00001082_00001191,development,00001082,00001191,5,055bce4eee28d1b7fc8018b068f67fd8790a5d0113c5afeea67f5589c26d7949,5
shared_imp_development_05_00001082_00001667,development,00001082,00001667,5,0a4ee28e7a44497e20a67cc1502a03b5be4b927aee4453dc290c9ff6e6d42626,6
shared_imp_development_05_00001082_00001542,development,00001082,00001542,5,0d0083c21441b8643525bcf14681734188e6a7b0b425861caeb5ba28940b2ff4,7
shared_imp_development_05_00001082_00001705,development,00001082,00001705,5,0d5ef94b67f5137e1c9b1b6cd9e63a2ae18c03e4f0273814ce60ad4a9dfda941,8
shared_imp_development_05_00001082_00001251,development,00001082,00001251,5,1010c664fe71528fe8b04b78b4c3650dc5cda47ca4331b8a9f189b5a446fcb2d,9
shared_imp_development_05_00001082_00001196,development,00001082,00001196,5,11330164528dacf028879e5072203a8f78d90d8beaac884fb9dbe9b8cca2d5f3,10
shared_imp_development_06_00001082_00001204,development,00001082,00001204,6,02c8ec503db2ef7049f8c4cd9107cf45c41e8022dc7041da052456f16b367d8f,1
shared_imp_development_06_00001082_00001190,development,00001082,00001190,6,03ce063cb0a63df73d4e92daefe218acf8accfde9d0b62bf74fd90e83856b8c4,2
shared_imp_development_06_00001082_00001017,development,00001082,00001017,6,03f15f76ba64befe133591407c5c8545d0eda3a51aa56077d30de2065c5ef129,3
shared_imp_development_06_00001082_00001769,development,00001082,00001769,6,04427c479321eac0d93eeafc185126eb552f4a68fdaf335b8844774b029056db,4
shared_imp_development_06_00001082_00001219,development,00001082,00001219,6,07435ba7bb205b117bc5f123efb3fd5fb42f441f19a6bfe70625598ebed9fc7b,5
shared_imp_development_06_00001082_00001198,development,00001082,00001198,6,08493e844f3e23aaeb34fe61d161f75a64b42e492513784949cde2bd2ed55278,6
shared_imp_development_06_00001082_00001761,development,00001082,00001761,6,08549490bb9ea6748c9b380e3c4dfe80d6baba41c33e9cf026afe519b7baacbc,7
shared_imp_development_06_00001082_00001762,development,00001082,00001762,6,0aca6c794ed45a2be0a7848eae4cedcdfb5d36d3f535f7f10ad3e094e5821946,8
shared_imp_development_06_00001082_00001227,development,00001082,00001227,6,0adb00e2ef720e9ac3e5dea239c6a7308632ab022e82240acc997c9bd5b9c9f4,9
shared_imp_development_06_00001082_00001115,development,00001082,00001115,6,0b77292903334a9f37bc91bc78824f21e7b1eeb041508c1b305244ea165726f7,10
shared_imp_development_07_00001082_00001151,development,00001082,00001151,7,005dd619c1b8c7a947745f5d76b631314e93ede2b3c346a56edecb88215c786a,1
shared_imp_development_07_00001082_00001290,development,00001082,00001290,7,008d94ad1027e11115a4bc16ec79f92f8e81ed854f889d92a7a5d268a265d208,2
shared_imp_development_07_00001082_00001602,development,00001082,00001602,7,0392fa890b46ebfe86a7afcf331a1c25eae7729ba5645c8bcdf2480dfbd6280b,3
shared_imp_development_07_00001082_00001175,development,00001082,00001175,7,059b51b2e6870170215867fc2e5aa11efbb98766db62c68b407750caf67b6437,4
shared_imp_development_07_00001082_00001559,development,00001082,00001559,7,06a6c9514b20d4eb96b6216b182346d3ed995a512d2558f953cb403542a31e1d,5
shared_imp_development_07_00001082_00001775,development,00001082,00001775,7,085525470e9c4890a3c962e259f5f45f8560e3597539e932b6fe9cd8e5332c2a,6
shared_imp_development_07_00001082_00001573,development,00001082,00001573,7,0a353ef92fd39ec2c903935f4c8ceb90f60e8ad7e00db40cc150e76b072a3334,7
shared_imp_development_07_00001082_00001598,development,00001082,00001598,7,0a934487dda6ba1bbe2fef6d1e52153c5337314f34766d441c9db7aa4eff142b,8
shared_imp_development_07_00001082_00001604,development,00001082,00001604,7,0b30bea94d53a2bfcf3958480d89d56ee8f4acdb408c8b1457c12525effae047,9
shared_imp_development_07_00001082_00001251,development,00001082,00001251,7,0bbaccf6a092f90c9c6807ecaf1fcc476d6b9547159b699fc20cfafcc514804f,10
shared_imp_development_08_00001082_00001622,development,00001082,00001622,8,00e4362274de0d02fc7578f22f1cc6e819e99dda2a041e1f6ed03a001267132a,1
shared_imp_development_08_00001082_00001168,development,00001082,00001168,8,01a9cfba99ffe589332ea659cb0ca153c1b2b58bc117db43d1c73929784c91e3,2
shared_imp_development_08_00001082_00001837,development,00001082,00001837,8,0226605c2c43ef2e1c94527a7593e8bb1f8386bd93863b79036aa84eb0749dcd,3
shared_imp_development_08_00001082_00001011,development,00001082,00001011,8,0365f09a60592d99300088f5f607a228ff1df4d556c53678166e97ca4c809b44,4
shared_imp_development_08_00001082_00001605,development,00001082,00001605,8,038a5bb96581041eaf5eee7b72f70d1ef24de90d29e5d1b30a04344c23426c9f,5
shared_imp_development_08_00001082_00001467,development,00001082,00001467,8,05bad5edd2b69d30fd4112fd86020050ac85fa09ef1b21138cdc9b493ce6413e,6
shared_imp_development_08_00001082_00001300,development,00001082,00001300,8,0895296e6e93c0df43d7eee6845c27b0858072fd94e8e77c966fad880fe6204f,7
shared_imp_development_08_00001082_00001476,development,00001082,00001476,8,08c761ddf59c3fac7bbafb8e2fc73819a5b24059a3db699938f2af3d3958a385,8
shared_imp_development_08_00001082_00001701,development,00001082,00001701,8,08e4b87ef608b2d9f2be89e9d30cc120b04168c5897d1154e288ad316c37c0b3,9
shared_imp_development_08_00001082_00001264,development,00001082,00001264,8,08e53c43b23face63f95d9c4475e9f8a6661a2602eba57ced558bc877f086297,10
shared_imp_development_09_00001082_00001533,development,00001082,00001533,9,005a6f357223de12d80c19b9e2f0af532d89f99f86e43ebc621064a7c75e3f47,1
shared_imp_development_09_00001082_00001322,development,00001082,00001322,9,009e680507d03e4d73285393dc60611acc0b6c4f0a8ad1c3b19471963b08d8f0,2
shared_imp_development_09_00001082_00001511,development,00001082,00001511,9,02fb855b89f917b70815a8042492b5c14ba2ac060e27ada226fcfde98049b8b9,3
shared_imp_development_09_00001082_00001069,development,00001082,00001069,9,045ed63615e16e33acf07178344f0dbd871862d8377bbae6f7e374fe516edabd,4
shared_imp_development_09_00001082_00001872,development,00001082,00001872,9,05ce99bc7b9813001d223d44831a50dd60155eaca7bf2eb6d8cb078be69e3da8,5
shared_imp_development_09_00001082_00001688,development,00001082,00001688,9,069fe600e5c2472f562e44266b1a18da2d8fddb662cd3c88fdf9af5eb645217f,6
shared_imp_development_09_00001082_00001609,development,00001082,00001609,9,0829f864096dae4ba818798d0b5593791f028996400861f9326ffcfd94b64d63,7
shared_imp_development_09_00001082_00001394,development,00001082,00001394,9,0946ee9aba728a4b330852a80700e713030872409337e9dd8b748c376ed6401d,8
shared_imp_development_09_00001082_00001236,development,00001082,00001236,9,0b829089f4f53bf8e39d6bcb659583615b0e39274bbc10896eb373a1c711f3f4,9
shared_imp_development_09_00001082_00001143,development,00001082,00001143,9,0b9d5554b461337a81923f0b2b7864fd148f40ca6815ffd93354659ff435b58a,10
shared_imp_development_10_00001082_00001114,development,00001082,00001114,10,004f9666ac1a6cb667a2eebaad6cb650c480972f696feeb1e2451b00c4b67ae1,1
shared_imp_development_10_00001082_00001008,development,00001082,00001008,10,009bac0f308eb1bae5b17488cc28c81941033fee80ac677cc0b4d32034a9ca46,2
shared_imp_development_10_00001082_00001667,development,00001082,00001667,10,010117abdda507709f6a9439ffc2d8a5e0f81b9d6aaf54107c7abd04b4ea2d6a,3
shared_imp_development_10_00001082_00001645,development,00001082,00001645,10,05907a321d61638f1a24797cb4daa5d298ef03376c7365c065418ed39f9bba88,4
shared_imp_development_10_00001082_00001363,development,00001082,00001363,10,09dea13d8bafc8484ce1fb22e8074767e3b9e09d796bb2ed0097dd9d7c770941,5
shared_imp_development_10_00001082_00001581,development,00001082,00001581,10,09f0f22095460af4af6e6b44c33ae6fb6d4e1f91167e5f2fbb0abee3406dcf35,6
shared_imp_development_10_00001082_00001251,development,00001082,00001251,10,0de3afc7c1e4c8f113a33de1583539117a4bc7225a41e7c3eda8271032058820,7
shared_imp_development_10_00001082_00001272,development,00001082,00001272,10,0e8bc11ef102db28c914f617f6021fac6a0e0cdb3877fe6de269386fe2c21322,8
shared_imp_development_10_00001082_00001244,development,00001082,00001244,10,1083f009006ed13c2799c0ed61b59cc31e36a15521c80df407e49e2ec8640fa8,9
shared_imp_development_10_00001082_00001837,development,00001082,00001837,10,114d285e8054fee1bf01d488eb73e982486cab327c7f44dff9c02bbd78133a8e,10
shared_imp_development_01_00001093_00001294,development,00001093,00001294,1,003045dfad322ddba092b8f1d7707b4bffcc41c34dabf0097e02c614360f5d89,1
shared_imp_development_01_00001093_00001438,development,00001093,00001438,1,022a8cec2070271c9fa8a7fa51726312b6107c0022f21fdca6468dcf5a2091ed,2
shared_imp_development_01_00001093_00001381,development,00001093,00001381,1,06f73ab21f9cc2e9d6ad24c94628bf878f069e67d8b7a81fae2d6573810d60f5,3
shared_imp_development_01_00001093_00001737,development,00001093,00001737,1,076af2698e37d2825dce365f133e918e751ad9787210bf6202d7709d24c350aa,4
shared_imp_development_01_00001093_00001191,development,00001093,00001191,1,078fe86ca8112e50909d7116cf09670f755098c275813ce860b05491e19b89ed,5
shared_imp_development_01_00001093_00001322,development,00001093,00001322,1,0955d2b34ac4f205ec549f8f64409b70ae750c788d0d1606797eb0cc61e7d5ed,6
shared_imp_development_01_00001093_00001530,development,00001093,00001530,1,09b520d467810447be0189342d2c7b810ad20402acf5e37731a77a2cb7b17b05,7
shared_imp_development_01_00001093_00001251,development,00001093,00001251,1,0c11f8f6930edc11a0b3746d816a751931ea735da47f536d9519b4fa01142017,8
shared_imp_development_01_00001093_00001859,development,00001093,00001859,1,10df8a38867c173030df7b202853de59663915887f8453c5070693e9952aa615,9
shared_imp_development_01_00001093_00001022,development,00001093,00001022,1,11d5cf413265d986b753585f2ef2930104df654f68fe3952cde06fa3ff8cfea0,10
shared_imp_development_02_00001093_00001845,development,00001093,00001845,2,00d8a409e182f462f6c418fddd10d755f6335a163c180bec82d9a4cba3c7f697,1
shared_imp_development_02_00001093_00001557,development,00001093,00001557,2,021ee1bbae55d319313ed6a089539e54fb2522378324d906e954310a76c2cac1,2
shared_imp_development_02_00001093_00001834,development,00001093,00001834,2,02debd9be95d0e19971369877dfe18e285ca6103c4c8d258ee8995dbf7f4236f,3
shared_imp_development_02_00001093_00001144,development,00001093,00001144,2,039cd815dc87ea124b8d783e67dbbf910c580384da21639bfcb9cfae09c77910,4
shared_imp_development_02_00001093_00001548,development,00001093,00001548,2,043eb7350977f1de0b8bcc3bd26a30b8ec69570047e01e65f370a8978b1eee73,5
shared_imp_development_02_00001093_00001787,development,00001093,00001787,2,0a6d59150bb7e18af51612ae2875db49fd93d045a29d274acf0827331906248b,6
shared_imp_development_02_00001093_00001594,development,00001093,00001594,2,0a8685fb15cf95bae4557947867714dfd4e192809d6fcdf7f6975a1f1dab86d9,7
shared_imp_development_02_00001093_00001178,development,00001093,00001178,2,0a952796276bc23c6034fc63f6b6b8050f5ac4b3ca01cd2f64ba117b7a619919,8
shared_imp_development_02_00001093_00001761,development,00001093,00001761,2,0abee605173dac9e0481c098bcca03624cfab6c45d8432e807880ccebf106c44,9
shared_imp_development_02_00001093_00001518,development,00001093,00001518,2,0bffe7d311bb6e9076a20b012eee763f6ca0d78381df745db6c4d0993c1a9ac5,10
shared_imp_development_03_00001093_00001204,development,00001093,00001204,3,002bbbbdd5104698fa70648e7ea3008ec8ac529a3e15e4de92f430bc3af1dc65,1
shared_imp_development_03_00001093_00001177,development,00001093,00001177,3,00a09bb641ba0ea065651bb8e52430a4f7d765635ac7d49827ef59bf9ad96252,2
shared_imp_development_03_00001093_00001398,development,00001093,00001398,3,011edbb61318ea8b94891ede6ea507a1159143aa2407d1ffa5dc286d5e52f2b5,3
shared_imp_development_03_00001093_00001409,development,00001093,00001409,3,01e1520f28de136f168d99b597b00d7c59173d3a986e95bd088a566c0f2d5279,4
shared_imp_development_03_00001093_00001464,development,00001093,00001464,3,03b80b33b1e2f0fdd12ad732977507d63f20faa3e1cf9aad6b64236d225b05cb,5
shared_imp_development_03_00001093_00001149,development,00001093,00001149,3,0535f3408a094fdf46406a8bdc3a9c528d409c47849b1cd84fda38195cd3e2ae,6
shared_imp_development_03_00001093_00001547,development,00001093,00001547,3,057c598e86ee27b3e8320b2c0d673d3f14a263de7dbf627fafe9fb9821af327b,7
shared_imp_development_03_00001093_00001054,development,00001093,00001054,3,06d16d3fba1ec83761e0788e47d5b6eb6976176a92e321762985a636ee44acf5,8
shared_imp_development_03_00001093_00001789,development,00001093,00001789,3,09966792b272d4ee3ff2c45dc943432b213d441f0761d0fb1e5b134432941d46,9
shared_imp_development_03_00001093_00001495,development,00001093,00001495,3,09cd480b77d8ba0c0d64b20480f05fb2a69ba25781dc7ff577b16817e1468c24,10
shared_imp_development_04_00001093_00001861,development,00001093,00001861,4,00935146ac8ade28085a2fb15f0e7e0b7e39111fed720a58e195e2c9118045d8,1
shared_imp_development_04_00001093_00001609,development,00001093,00001609,4,009cf945a08bd9e9f043ec6df62f5c7855f15dc074f6fc12e6d21b8c61891d2e,2
shared_imp_development_04_00001093_00001429,development,00001093,00001429,4,00cc9567cd6ffa5c3ad3c1e4ffc446d5db764907bc68d17456d38a4b25b8e014,3
shared_imp_development_04_00001093_00001737,development,00001093,00001737,4,021190aa5e792ccf06ae79e360eb98ddabb22f29a4ea4698ee926e18326c68db,4
shared_imp_development_04_00001093_00001669,development,00001093,00001669,4,06841f3b865401001f16bb7d022975a879412de0ef03f13adb9311bbd738442f,5
shared_imp_development_04_00001093_00001777,development,00001093,00001777,4,068ff65d9cc6dd597b3ff7dba98a984175e90680539da48822893602c44a34fc,6
shared_imp_development_04_00001093_00001781,development,00001093,00001781,4,085da0d7e3b93c89bc37741f41f9006d7eab536046f9d50cb722d260cfe59a76,7
shared_imp_development_04_00001093_00001769,development,00001093,00001769,4,0925ff141a85399bd11ee503f0ec4127dea3bacf02d3c3cacc75fa722d57095a,8
shared_imp_development_04_00001093_00001518,development,00001093,00001518,4,0971923dd395be8e1c5d57528991d2c0dba60c35d290a74f284c5ad26e09a935,9
shared_imp_development_04_00001093_00001747,development,00001093,00001747,4,0f8c38cf9d066325a92b95d466f02c2b790ec73e9362acd22688ce5619937fba,10
shared_imp_development_05_00001093_00001058,development,00001093,00001058,5,001367d9822a73e3fbfdb0a409f7e5652fdf10234f550b8279c5d07fddb67ce4,1
shared_imp_development_05_00001093_00001632,development,00001093,00001632,5,0230b1d46bbf5050a96f76f400cfec34905f7302b5ec9f72ecb52cfb57f16d87,2
shared_imp_development_05_00001093_00001542,development,00001093,00001542,5,025c48a51fd0ada7c1a046ab105459173ac3481dec8b6c583f6bdf78f620b567,3
shared_imp_development_05_00001093_00001155,development,00001093,00001155,5,0278a55af36303af1357992de97f5384ecd5c188d1c7a3b09e82aee05c160069,4
shared_imp_development_05_00001093_00001544,development,00001093,00001544,5,051cd1fb8dad8c485c19d640de13f689208ccae654d9b82f50e71b6de86e6b4a,5
shared_imp_development_05_00001093_00001363,development,00001093,00001363,5,0572f72e781fe98880e9abd4597267fdd6993f0b1cf83c8c586549c7f68d627a,6
shared_imp_development_05_00001093_00001775,development,00001093,00001775,5,07aea932aa68e8564f98b36f9f304ad594a270224a596227084a057161a18722,7
shared_imp_development_05_00001093_00001422,development,00001093,00001422,5,07bf65bdbb582d511b7b0096ea42374ec39efed75f956a89c45907168fa0463d,8
shared_imp_development_05_00001093_00001476,development,00001093,00001476,5,087aeae00a0af95f6b2ec271be36fd4d38bdcffe258d20c5dae962b1f6fa68aa,9
shared_imp_development_05_00001093_00001769,development,00001093,00001769,5,0ceb12b2f29046767a1d9d30b9f28908e806baa87049be2920ec326044cd57b1,10
shared_imp_development_06_00001093_00001207,development,00001093,00001207,6,00b9825b244a48b4ed608ca3fb30dde6db2eda5637700573a5855404a9b9aa60,1
shared_imp_development_06_00001093_00001210,development,00001093,00001210,6,01f75b3633bcdd92bcebf7daadff58ca1f3ff6a12830f30a855118d0ecde40d8,2
shared_imp_development_06_00001093_00001700,development,00001093,00001700,6,024c52dc1aa9a2ac04c77acfcf3e2f9cc4548efe60ad0119a11379ec39c21cc2,3
shared_imp_development_06_00001093_00001757,development,00001093,00001757,6,02ab81524c5add0b12bba98fa72da973952b1eabe6983f4af95108e740be3718,4
shared_imp_development_06_00001093_00001190,development,00001093,00001190,6,0323780fdac47d02211c318a093920623c7c799307747b0efe544585d18d2148,5
shared_imp_development_06_00001093_00001201,development,00001093,00001201,6,035166531b51176057bab60b7c85df4625cb5768dafec5d35e60bbcfbd27ec37,6
shared_imp_development_06_00001093_00001272,development,00001093,00001272,6,03a90e720effc9b05790ce1ab68388b091c650c393b548f48ef1db3e8100af49,7
shared_imp_development_06_00001093_00001438,development,00001093,00001438,6,0781882b3df2628983f9ec91d4fd2983af8bed4b42ea0cc07433ac51af4ab095,8
shared_imp_development_06_00001093_00001223,development,00001093,00001223,6,08115da0d6faf4ea3ab2aafa9a76de602d321305579e60ba22dbe4b77ffd60c1,9
shared_imp_development_06_00001093_00001406,development,00001093,00001406,6,089586e2eebe5c0b5a76c0b0a924a598871fe07975d5b6a6436cb0736b8af27d,10
shared_imp_development_07_00001093_00001438,development,00001093,00001438,7,00191eb6c54e6051449372d281ac5068332f51569fca4d3cd44c1831666555c8,1
shared_imp_development_07_00001093_00001201,development,00001093,00001201,7,015fc162ce20342fe84997c9763e1d01f90aeee3968fcf24bfb2400b77e497b7,2
shared_imp_development_07_00001093_00001290,development,00001093,00001290,7,03d893bd4ccce48c697e53729065f95fd195ce19728dbfd061d2a93eddfc0846,3
shared_imp_development_07_00001093_00001735,development,00001093,00001735,7,046662a25d6af30c57cbab83c22875007ae1002a0a2214f24606c912fefb71a4,4
shared_imp_development_07_00001093_00001747,development,00001093,00001747,7,0553141ba5ba0aee3e185f3cc9b0dfe8a686f3ecdfe24bd7a83d01f41b34d5af,5
shared_imp_development_07_00001093_00001548,development,00001093,00001548,7,056a7911e72f41d04b92c33dc61216d11dd62c394b638d0ce9c68bf744207df4,6
shared_imp_development_07_00001093_00001147,development,00001093,00001147,7,074c69619437d729ac3bdd3622aed24e68782d92d2ee6b1d7e83717a4d3861e6,7
shared_imp_development_07_00001093_00001069,development,00001093,00001069,7,0781df6493a9063d82ea3becf54c3f58900a07c2b796eb366b89d49b4a075783,8
shared_imp_development_07_00001093_00001316,development,00001093,00001316,7,079be8e838d2e06b592cd28adb77ceabe0f2bd4e3f937e7342e65028a3cbde88,9
shared_imp_development_07_00001093_00001610,development,00001093,00001610,7,083f8e2cc1d087e7c7b85a0d45a42dfda87f554430daa05144dc1d7a27c0cb72,10
shared_imp_development_08_00001093_00001322,development,00001093,00001322,8,01b30222279ce3f4dd05b059770d0faa9322e2055facb743230d0d558c94f4fe,1
shared_imp_development_08_00001093_00001518,development,00001093,00001518,8,03df48b261ed053b5586d2709f2647d1f1f728766258d889e729158ad202c418,2
shared_imp_development_08_00001093_00001294,development,00001093,00001294,8,059bcf65df831ca6e5628e2691a889d2c74a765fa7349ee2c37a1ce6f1e4467f,3
shared_imp_development_08_00001093_00001316,development,00001093,00001316,8,061ebc2359721146c3d6487bcc2dd8f4703006fb3a51802d400175444828fa2b,4
shared_imp_development_08_00001093_00001381,development,00001093,00001381,8,08aed2f0a5a85fc946413a4a8e6ad638fd9e5310672e7114a4bd1ed65f65ea12,5
shared_imp_development_08_00001093_00001747,development,00001093,00001747,8,0b25ed3794806a8236dc986242661eb72774b3481ebf8191ed953e2cb6ece723,6
shared_imp_development_08_00001093_00001544,development,00001093,00001544,8,0b68f7fd5f7c18ce90cbd77afafc98bf51efab5b7f52d7d400ebfc924e7cfc8e,7
shared_imp_development_08_00001093_00001609,development,00001093,00001609,8,0d89f5eca6acdd4f92771860494439a71d5235309c6484b9747d3651869eff6f,8
shared_imp_development_08_00001093_00001005,development,00001093,00001005,8,0ea56cf914c15f7e60fad5bfe43af0521752e8a2d7dcd893a193708d30a0e530,9
shared_imp_development_08_00001093_00001143,development,00001093,00001143,8,0f1507ef72594145080f8549d513570a96a5fccd4817a5060e2b63c7a9704a54,10
shared_imp_development_09_00001093_00001737,development,00001093,00001737,9,0175f12e0762c82e53ad76e54dcc859f7d427c860a06209b79045de54b90fd86,1
shared_imp_development_09_00001093_00001602,development,00001093,00001602,9,02ede43327ab03b215b20970821ccdd9fa0261cc8c6e1dfde4a7c0b33f78c2ac,2
shared_imp_development_09_00001093_00001316,development,00001093,00001316,9,0440fee6f29c1c77c1c4cd7722499c5ec805aff120aa099ba17689199e2af78b,3
shared_imp_development_09_00001093_00001654,development,00001093,00001654,9,0779a63e6713fdb4046f202cff8e8c74a260447656bbaa36c2689c3ada353b15,4
shared_imp_development_09_00001093_00001619,development,00001093,00001619,9,091c4f59f52f1856542719467a73cfe868c2ef2d1643f0ec910594b36a253933,5
shared_imp_development_09_00001093_00001094,development,00001093,00001094,9,09b48886d9eb9d428feab01ae4efd8f8561967ed88ff88c904b403c00fd1171e,6
shared_imp_development_09_00001093_00001275,development,00001093,00001275,9,0d919cd8b0390aa18d5b1fa5ff9c6d1ec7070ba2f4fc58da7c7286a60acf522a,7
shared_imp_development_09_00001093_00001182,development,00001093,00001182,9,0ecb4b1c38b65901e1f5f43d6e192a1cee498f6ba283ed056216c05eda464988,8
shared_imp_development_09_00001093_00001280,development,00001093,00001280,9,1031e5f4963919ac8210157a1b05c83828cde55de24df2a580489284601b7525,9
shared_imp_development_09_00001093_00001259,development,00001093,00001259,9,10ebed27e00f9f874b96217219cddf5b1905daa3a6fddc2b2a99b5d9934b9b7a,10
shared_imp_development_10_00001093_00001454,development,00001093,00001454,10,027d7c28b0f7156e644877513e81615daddf7baa73807526fa93b75e407209aa,1
shared_imp_development_10_00001093_00001429,development,00001093,00001429,10,035f7400b0bd0928d8a596096ee1de7f43549662fd3e235a6d8846b0dd28472d,2
shared_imp_development_10_00001093_00001526,development,00001093,00001526,10,03b6b6a0e8be27939e9e74f76fd7d6535f256584d249ba6f626524f7cb0bbe88,3
shared_imp_development_10_00001093_00001747,development,00001093,00001747,10,073030995e59b5c07fa967598d2fbbcaba6e8502f7b327c6ac6aafb09e9e11c6,4
shared_imp_development_10_00001093_00001789,development,00001093,00001789,10,07703379de782f893147054443238e61564d4efe25a3818794fe8e63dde8fd8a,5
shared_imp_development_10_00001093_00001005,development,00001093,00001005,10,0a0cccf9afddccc12795aa08738dd81d943480b39d48667d15925f5659a6fb9c,6
shared_imp_development_10_00001093_00001698,development,00001093,00001698,10,0d30942dfc0adb0fa4c0e8f92d591a09492440f412f1e48e2dc4771a5d50586f,7
shared_imp_development_10_00001093_00001480,development,00001093,00001480,10,10fb81575f5b7b729ea9b82c7532c303f69fe5e07847b618b665f306285f9030,8
shared_imp_development_10_00001093_00001114,development,00001093,00001114,10,13c39def3fd5314ec0af6afaf8e250a286739bcf3e3c4eac8d21b851b6615cf8,9
shared_imp_development_10_00001093_00001210,development,00001093,00001210,10,158c06cac2056a0a2c87c48717089b36a3ec4f1ba1a6f7e3292bac0fa47839b2,10
shared_imp_development_01_00001094_00001204,development,00001094,00001204,1,013f4d3eb86bbecf51f5a0f68e76aefd9671fe124cbd8afe31064e71f26beb10,1
