accuracy_pair_id,pair_label,dataset,split,canonical_finger_position,subject_id_a,subject_id_b,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b,source_pair_id_a,source_pair_id_b
shared_gen_00001070_04,genuine,sd300c,development,4,00001070,00001070,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001070_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001070_roll_2000_04.png,sd300c_plain_roll_00001070_04,sd300c_plain_roll_00001070_04
shared_gen_00001070_05,genuine,sd300c,development,5,00001070,00001070,2000,5,5,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001070_plain_2000_05.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001070_roll_2000_05.png,sd300c_plain_roll_00001070_05,sd300c_plain_roll_00001070_05
shared_gen_00001070_06,genuine,sd300c,development,6,00001070,00001070,2000,12,6,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001070_plain_2000_12.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001070_roll_2000_06.png,sd300c_plain_roll_00001070_06,sd300c_plain_roll_00001070_06
shared_gen_00001070_07,genuine,sd300c,development,7,00001070,00001070,2000,7,7,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001070_plain_2000_07.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001070_roll_2000_07.png,sd300c_plain_roll_00001070_07,sd300c_plain_roll_00001070_07
shared_gen_00001070_08,genuine,sd300c,development,8,00001070,00001070,2000,8,8,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001070_plain_2000_08.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001070_roll_2000_08.png,sd300c_plain_roll_00001070_08,sd300c_plain_roll_00001070_08
shared_gen_00001070_09,genuine,sd300c,development,9,00001070,00001070,2000,9,9,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001070_plain_2000_09.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001070_roll_2000_09.png,sd300c_plain_roll_00001070_09,sd300c_plain_roll_00001070_09
shared_gen_00001070_10,genuine,sd300c,development,10,00001070,00001070,2000,10,10,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001070_plain_2000_10.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001070_roll_2000_10.png,sd300c_plain_roll_00001070_10,sd300c_plain_roll_00001070_10
shared_gen_00001075_01,genuine,sd300c,development,1,00001075,00001075,2000,11,1,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001075_plain_2000_11.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001075_roll_2000_01.png,sd300c_plain_roll_00001075_01,sd300c_plain_roll_00001075_01
shared_gen_00001075_02,genuine,sd300c,development,2,00001075,00001075,2000,2,2,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001075_plain_2000_02.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001075_roll_2000_02.png,sd300c_plain_roll_00001075_02,sd300c_plain_roll_00001075_02
shared_gen_00001075_03,genuine,sd300c,development,3,00001075,00001075,2000,3,3,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001075_plain_2000_03.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001075_roll_2000_03.png,sd300c_plain_roll_00001075_03,sd300c_plain_roll_00001075_03
shared_gen_00001075_04,genuine,sd300c,development,4,00001075,00001075,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001075_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001075_roll_2000_04.png,sd300c_plain_roll_00001075_04,sd300c_plain_roll_00001075_04
shared_gen_00001075_05,genuine,sd300c,development,5,00001075,00001075,2000,5,5,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001075_plain_2000_05.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001075_roll_2000_05.png,sd300c_plain_roll_00001075_05,sd300c_plain_roll_00001075_05
shared_gen_00001075_06,genuine,sd300c,development,6,00001075,00001075,2000,12,6,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001075_plain_2000_12.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001075_roll_2000_06.png,sd300c_plain_roll_00001075_06,sd300c_plain_roll_00001075_06
shared_gen_00001075_07,genuine,sd300c,development,7,00001075,00001075,2000,7,7,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001075_plain_2000_07.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001075_roll_2000_07.png,sd300c_plain_roll_00001075_07,sd300c_plain_roll_00001075_07
shared_gen_00001075_08,genuine,sd300c,development,8,00001075,00001075,2000,8,8,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001075_plain_2000_08.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001075_roll_2000_08.png,sd300c_plain_roll_00001075_08,sd300c_plain_roll_00001075_08
shared_gen_00001075_09,genuine,sd300c,development,9,00001075,00001075,2000,9,9,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001075_plain_2000_09.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001075_roll_2000_09.png,sd300c_plain_roll_00001075_09,sd300c_plain_roll_00001075_09
shared_gen_00001075_10,genuine,sd300c,development,10,00001075,00001075,2000,10,10,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001075_plain_2000_10.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001075_roll_2000_10.png,sd300c_plain_roll_00001075_10,sd300c_plain_roll_00001075_10
shared_gen_00001077_01,genuine,sd300c,development,1,00001077,00001077,2000,11,1,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001077_plain_2000_11.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001077_roll_2000_01.png,sd300c_plain_roll_00001077_01,sd300c_plain_roll_00001077_01
shared_gen_00001077_02,genuine,sd300c,development,2,00001077,00001077,2000,2,2,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001077_plain_2000_02.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001077_roll_2000_02.png,sd300c_plain_roll_00001077_02,sd300c_plain_roll_00001077_02
shared_gen_00001077_03,genuine,sd300c,development,3,00001077,00001077,2000,3,3,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001077_plain_2000_03.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001077_roll_2000_03.png,sd300c_plain_roll_00001077_03,sd300c_plain_roll_00001077_03
shared_gen_00001077_04,genuine,sd300c,development,4,00001077,00001077,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001077_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001077_roll_2000_04.png,sd300c_plain_roll_00001077_04,sd300c_plain_roll_00001077_04
shared_gen_00001077_05,genuine,sd300c,development,5,00001077,00001077,2000,5,5,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001077_plain_2000_05.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001077_roll_2000_05.png,sd300c_plain_roll_00001077_05,sd300c_plain_roll_00001077_05
shared_gen_00001077_06,genuine,sd300c,development,6,00001077,00001077,2000,12,6,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001077_plain_2000_12.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001077_roll_2000_06.png,sd300c_plain_roll_00001077_06,sd300c_plain_roll_00001077_06
shared_gen_00001077_07,genuine,sd300c,development,7,00001077,00001077,2000,7,7,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001077_plain_2000_07.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001077_roll_2000_07.png,sd300c_plain_roll_00001077_07,sd300c_plain_roll_00001077_07
shared_gen_00001077_08,genuine,sd300c,development,8,00001077,00001077,2000,8,8,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001077_plain_2000_08.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001077_roll_2000_08.png,sd300c_plain_roll_00001077_08,sd300c_plain_roll_00001077_08
shared_gen_00001077_09,genuine,sd300c,development,9,00001077,00001077,2000,9,9,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001077_plain_2000_09.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001077_roll_2000_09.png,sd300c_plain_roll_00001077_09,sd300c_plain_roll_00001077_09
shared_gen_00001077_10,genuine,sd300c,development,10,00001077,00001077,2000,10,10,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001077_plain_2000_10.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001077_roll_2000_10.png,sd300c_plain_roll_00001077_10,sd300c_plain_roll_00001077_10
shared_gen_00001078_01,genuine,sd300c,development,1,00001078,00001078,2000,11,1,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001078_plain_2000_11.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001078_roll_2000_01.png,sd300c_plain_roll_00001078_01,sd300c_plain_roll_00001078_01
shared_gen_00001078_02,genuine,sd300c,development,2,00001078,00001078,2000,2,2,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001078_plain_2000_02.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001078_roll_2000_02.png,sd300c_plain_roll_00001078_02,sd300c_plain_roll_00001078_02
shared_gen_00001078_03,genuine,sd300c,development,3,00001078,00001078,2000,3,3,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001078_plain_2000_03.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001078_roll_2000_03.png,sd300c_plain_roll_00001078_03,sd300c_plain_roll_00001078_03
shared_gen_00001078_04,genuine,sd300c,development,4,00001078,00001078,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001078_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001078_roll_2000_04.png,sd300c_plain_roll_00001078_04,sd300c_plain_roll_00001078_04
shared_gen_00001078_05,genuine,sd300c,development,5,00001078,00001078,2000,5,5,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001078_plain_2000_05.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001078_roll_2000_05.png,sd300c_plain_roll_00001078_05,sd300c_plain_roll_00001078_05
shared_gen_00001078_06,genuine,sd300c,development,6,00001078,00001078,2000,12,6,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001078_plain_2000_12.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001078_roll_2000_06.png,sd300c_plain_roll_00001078_06,sd300c_plain_roll_00001078_06
shared_gen_00001078_07,genuine,sd300c,development,7,00001078,00001078,2000,7,7,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001078_plain_2000_07.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001078_roll_2000_07.png,sd300c_plain_roll_00001078_07,sd300c_plain_roll_00001078_07
shared_gen_00001078_08,genuine,sd300c,development,8,00001078,00001078,2000,8,8,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001078_plain_2000_08.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001078_roll_2000_08.png,sd300c_plain_roll_00001078_08,sd300c_plain_roll_00001078_08
shared_gen_00001078_09,genuine,sd300c,development,9,00001078,00001078,2000,9,9,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001078_plain_2000_09.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001078_roll_2000_09.png,sd300c_plain_roll_00001078_09,sd300c_plain_roll_00001078_09
shared_gen_00001078_10,genuine,sd300c,development,10,00001078,00001078,2000,10,10,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001078_plain_2000_10.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001078_roll_2000_10.png,sd300c_plain_roll_00001078_10,sd300c_plain_roll_00001078_10
shared_gen_00001080_01,genuine,sd300c,development,1,00001080,00001080,2000,11,1,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001080_plain_2000_11.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001080_roll_2000_01.png,sd300c_plain_roll_00001080_01,sd300c_plain_roll_00001080_01
shared_gen_00001080_02,genuine,sd300c,development,2,00001080,00001080,2000,2,2,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001080_plain_2000_02.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001080_roll_2000_02.png,sd300c_plain_roll_00001080_02,sd300c_plain_roll_00001080_02
shared_gen_00001080_03,genuine,sd300c,development,3,00001080,00001080,2000,3,3,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001080_plain_2000_03.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001080_roll_2000_03.png,sd300c_plain_roll_00001080_03,sd300c_plain_roll_00001080_03
shared_gen_00001080_04,genuine,sd300c,development,4,00001080,00001080,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001080_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001080_roll_2000_04.png,sd300c_plain_roll_00001080_04,sd300c_plain_roll_00001080_04
shared_gen_00001080_05,genuine,sd300c,development,5,00001080,00001080,2000,5,5,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001080_plain_2000_05.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001080_roll_2000_05.png,sd300c_plain_roll_00001080_05,sd300c_plain_roll_00001080_05
shared_gen_00001080_06,genuine,sd300c,development,6,00001080,00001080,2000,12,6,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001080_plain_2000_12.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001080_roll_2000_06.png,sd300c_plain_roll_00001080_06,sd300c_plain_roll_00001080_06
shared_gen_00001080_07,genuine,sd300c,development,7,00001080,00001080,2000,7,7,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001080_plain_2000_07.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001080_roll_2000_07.png,sd300c_plain_roll_00001080_07,sd300c_plain_roll_00001080_07
shared_gen_00001080_08,genuine,sd300c,development,8,00001080,00001080,2000,8,8,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001080_plain_2000_08.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001080_roll_2000_08.png,sd300c_plain_roll_00001080_08,sd300c_plain_roll_00001080_08
shared_gen_00001080_09,genuine,sd300c,development,9,00001080,00001080,2000,9,9,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001080_plain_2000_09.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001080_roll_2000_09.png,sd300c_plain_roll_00001080_09,sd300c_plain_roll_00001080_09
shared_gen_00001080_10,genuine,sd300c,development,10,00001080,00001080,2000,10,10,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001080_plain_2000_10.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001080_roll_2000_10.png,sd300c_plain_roll_00001080_10,sd300c_plain_roll_00001080_10
shared_gen_00001082_01,genuine,sd300c,development,1,00001082,00001082,2000,11,1,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001082_plain_2000_11.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001082_roll_2000_01.png,sd300c_plain_roll_00001082_01,sd300c_plain_roll_00001082_01
shared_gen_00001082_02,genuine,sd300c,development,2,00001082,00001082,2000,2,2,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001082_plain_2000_02.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001082_roll_2000_02.png,sd300c_plain_roll_00001082_02,sd300c_plain_roll_00001082_02
shared_gen_00001082_03,genuine,sd300c,development,3,00001082,00001082,2000,3,3,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001082_plain_2000_03.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001082_roll_2000_03.png,sd300c_plain_roll_00001082_03,sd300c_plain_roll_00001082_03
shared_gen_00001082_04,genuine,sd300c,development,4,00001082,00001082,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001082_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001082_roll_2000_04.png,sd300c_plain_roll_00001082_04,sd300c_plain_roll_00001082_04
shared_gen_00001082_05,genuine,sd300c,development,5,00001082,00001082,2000,5,5,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001082_plain_2000_05.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001082_roll_2000_05.png,sd300c_plain_roll_00001082_05,sd300c_plain_roll_00001082_05
shared_gen_00001082_06,genuine,sd300c,development,6,00001082,00001082,2000,12,6,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001082_plain_2000_12.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001082_roll_2000_06.png,sd300c_plain_roll_00001082_06,sd300c_plain_roll_00001082_06
shared_gen_00001082_07,genuine,sd300c,development,7,00001082,00001082,2000,7,7,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001082_plain_2000_07.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001082_roll_2000_07.png,sd300c_plain_roll_00001082_07,sd300c_plain_roll_00001082_07
shared_gen_00001082_08,genuine,sd300c,development,8,00001082,00001082,2000,8,8,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001082_plain_2000_08.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001082_roll_2000_08.png,sd300c_plain_roll_00001082_08,sd300c_plain_roll_00001082_08
shared_gen_00001082_09,genuine,sd300c,development,9,00001082,00001082,2000,9,9,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001082_plain_2000_09.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001082_roll_2000_09.png,sd300c_plain_roll_00001082_09,sd300c_plain_roll_00001082_09
shared_gen_00001082_10,genuine,sd300c,development,10,00001082,00001082,2000,10,10,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001082_plain_2000_10.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001082_roll_2000_10.png,sd300c_plain_roll_00001082_10,sd300c_plain_roll_00001082_10
shared_gen_00001093_01,genuine,sd300c,development,1,00001093,00001093,2000,11,1,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001093_plain_2000_11.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001093_roll_2000_01.png,sd300c_plain_roll_00001093_01,sd300c_plain_roll_00001093_01
shared_gen_00001093_02,genuine,sd300c,development,2,00001093,00001093,2000,2,2,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001093_plain_2000_02.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001093_roll_2000_02.png,sd300c_plain_roll_00001093_02,sd300c_plain_roll_00001093_02
shared_gen_00001093_03,genuine,sd300c,development,3,00001093,00001093,2000,3,3,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001093_plain_2000_03.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001093_roll_2000_03.png,sd300c_plain_roll_00001093_03,sd300c_plain_roll_00001093_03
shared_gen_00001093_04,genuine,sd300c,development,4,00001093,00001093,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001093_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001093_roll_2000_04.png,sd300c_plain_roll_00001093_04,sd300c_plain_roll_00001093_04
shared_gen_00001093_05,genuine,sd300c,development,5,00001093,00001093,2000,5,5,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001093_plain_2000_05.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001093_roll_2000_05.png,sd300c_plain_roll_00001093_05,sd300c_plain_roll_00001093_05
shared_gen_00001093_06,genuine,sd300c,development,6,00001093,00001093,2000,12,6,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001093_plain_2000_12.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001093_roll_2000_06.png,sd300c_plain_roll_00001093_06,sd300c_plain_roll_00001093_06
shared_gen_00001093_07,genuine,sd300c,development,7,00001093,00001093,2000,7,7,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001093_plain_2000_07.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001093_roll_2000_07.png,sd300c_plain_roll_00001093_07,sd300c_plain_roll_00001093_07
shared_gen_00001093_08,genuine,sd300c,development,8,00001093,00001093,2000,8,8,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001093_plain_2000_08.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001093_roll_2000_08.png,sd300c_plain_roll_00001093_08,sd300c_plain_roll_00001093_08
shared_gen_00001093_09,genuine,sd300c,development,9,00001093,00001093,2000,9,9,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001093_plain_2000_09.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001093_roll_2000_09.png,sd300c_plain_roll_00001093_09,sd300c_plain_roll_00001093_09
shared_gen_00001093_10,genuine,sd300c,development,10,00001093,00001093,2000,10,10,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001093_plain_2000_10.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001093_roll_2000_10.png,sd300c_plain_roll_00001093_10,sd300c_plain_roll_00001093_10
shared_gen_00001094_01,genuine,sd300c,development,1,00001094,00001094,2000,11,1,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001094_plain_2000_11.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001094_roll_2000_01.png,sd300c_plain_roll_00001094_01,sd300c_plain_roll_00001094_01
shared_gen_00001094_02,genuine,sd300c,development,2,00001094,00001094,2000,2,2,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001094_plain_2000_02.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001094_roll_2000_02.png,sd300c_plain_roll_00001094_02,sd300c_plain_roll_00001094_02
shared_gen_00001094_03,genuine,sd300c,development,3,00001094,00001094,2000,3,3,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001094_plain_2000_03.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001094_roll_2000_03.png,sd300c_plain_roll_00001094_03,sd300c_plain_roll_00001094_03
shared_gen_00001094_04,genuine,sd300c,development,4,00001094,00001094,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001094_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001094_roll_2000_04.png,sd300c_plain_roll_00001094_04,sd300c_plain_roll_00001094_04
shared_gen_00001094_05,genuine,sd300c,development,5,00001094,00001094,2000,5,5,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001094_plain_2000_05.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001094_roll_2000_05.png,sd300c_plain_roll_00001094_05,sd300c_plain_roll_00001094_05
shared_gen_00001094_06,genuine,sd300c,development,6,00001094,00001094,2000,12,6,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001094_plain_2000_12.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001094_roll_2000_06.png,sd300c_plain_roll_00001094_06,sd300c_plain_roll_00001094_06
shared_gen_00001094_07,genuine,sd300c,development,7,00001094,00001094,2000,7,7,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001094_plain_2000_07.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001094_roll_2000_07.png,sd300c_plain_roll_00001094_07,sd300c_plain_roll_00001094_07
shared_gen_00001094_08,genuine,sd300c,development,8,00001094,00001094,2000,8,8,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001094_plain_2000_08.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001094_roll_2000_08.png,sd300c_plain_roll_00001094_08,sd300c_plain_roll_00001094_08
shared_gen_00001094_09,genuine,sd300c,development,9,00001094,00001094,2000,9,9,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001094_plain_2000_09.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001094_roll_2000_09.png,sd300c_plain_roll_00001094_09,sd300c_plain_roll_00001094_09
shared_gen_00001094_10,genuine,sd300c,development,10,00001094,00001094,2000,10,10,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001094_plain_2000_10.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001094_roll_2000_10.png,sd300c_plain_roll_00001094_10,sd300c_plain_roll_00001094_10
shared_gen_00001099_01,genuine,sd300c,development,1,00001099,00001099,2000,11,1,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001099_plain_2000_11.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001099_roll_2000_01.png,sd300c_plain_roll_00001099_01,sd300c_plain_roll_00001099_01
shared_gen_00001099_02,genuine,sd300c,development,2,00001099,00001099,2000,2,2,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001099_plain_2000_02.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001099_roll_2000_02.png,sd300c_plain_roll_00001099_02,sd300c_plain_roll_00001099_02
shared_gen_00001099_03,genuine,sd300c,development,3,00001099,00001099,2000,3,3,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001099_plain_2000_03.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001099_roll_2000_03.png,sd300c_plain_roll_00001099_03,sd300c_plain_roll_00001099_03
shared_gen_00001099_04,genuine,sd300c,development,4,00001099,00001099,2000,4,4,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001099_plain_2000_04.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001099_roll_2000_04.png,sd300c_plain_roll_00001099_04,sd300c_plain_roll_00001099_04
shared_gen_00001099_05,genuine,sd300c,development,5,00001099,00001099,2000,5,5,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001099_plain_2000_05.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001099_roll_2000_05.png,sd300c_plain_roll_00001099_05,sd300c_plain_roll_00001099_05
shared_gen_00001099_06,genuine,sd300c,development,6,00001099,00001099,2000,12,6,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\plain\00001099_plain_2000_12.png,C:\fingerprint-datasets\NIST\sd300c\images\2000\png\roll\00001099_roll_2000_06.png,sd300c_plain_roll_00001099_06,sd300c_plain_roll_00001099_06
