accuracy_pair_id,pair_label,dataset,split,canonical_finger_position,subject_id_a,subject_id_b,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b,source_pair_id_a,source_pair_id_b
shared_gen_00001197_04,genuine,sd300b,evaluation,4,00001197,00001197,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001197_roll_1000_04.png,sd300b_plain_roll_00001197_04,sd300b_plain_roll_00001197_04
shared_gen_00001197_05,genuine,sd300b,evaluation,5,00001197,00001197,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001197_roll_1000_05.png,sd300b_plain_roll_00001197_05,sd300b_plain_roll_00001197_05
shared_gen_00001197_06,genuine,sd300b,evaluation,6,00001197,00001197,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001197_roll_1000_06.png,sd300b_plain_roll_00001197_06,sd300b_plain_roll_00001197_06
shared_gen_00001197_07,genuine,sd300b,evaluation,7,00001197,00001197,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001197_roll_1000_07.png,sd300b_plain_roll_00001197_07,sd300b_plain_roll_00001197_07
shared_gen_00001197_08,genuine,sd300b,evaluation,8,00001197,00001197,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001197_roll_1000_08.png,sd300b_plain_roll_00001197_08,sd300b_plain_roll_00001197_08
shared_gen_00001197_09,genuine,sd300b,evaluation,9,00001197,00001197,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001197_roll_1000_09.png,sd300b_plain_roll_00001197_09,sd300b_plain_roll_00001197_09
shared_gen_00001197_10,genuine,sd300b,evaluation,10,00001197,00001197,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001197_roll_1000_10.png,sd300b_plain_roll_00001197_10,sd300b_plain_roll_00001197_10
shared_gen_00001199_01,genuine,sd300b,evaluation,1,00001199,00001199,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_01.png,sd300b_plain_roll_00001199_01,sd300b_plain_roll_00001199_01
shared_gen_00001199_02,genuine,sd300b,evaluation,2,00001199,00001199,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_02.png,sd300b_plain_roll_00001199_02,sd300b_plain_roll_00001199_02
shared_gen_00001199_03,genuine,sd300b,evaluation,3,00001199,00001199,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_03.png,sd300b_plain_roll_00001199_03,sd300b_plain_roll_00001199_03
shared_gen_00001199_04,genuine,sd300b,evaluation,4,00001199,00001199,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_04.png,sd300b_plain_roll_00001199_04,sd300b_plain_roll_00001199_04
shared_gen_00001199_05,genuine,sd300b,evaluation,5,00001199,00001199,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_05.png,sd300b_plain_roll_00001199_05,sd300b_plain_roll_00001199_05
shared_gen_00001199_06,genuine,sd300b,evaluation,6,00001199,00001199,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_06.png,sd300b_plain_roll_00001199_06,sd300b_plain_roll_00001199_06
shared_gen_00001199_07,genuine,sd300b,evaluation,7,00001199,00001199,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_07.png,sd300b_plain_roll_00001199_07,sd300b_plain_roll_00001199_07
shared_gen_00001199_08,genuine,sd300b,evaluation,8,00001199,00001199,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_08.png,sd300b_plain_roll_00001199_08,sd300b_plain_roll_00001199_08
shared_gen_00001199_09,genuine,sd300b,evaluation,9,00001199,00001199,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_09.png,sd300b_plain_roll_00001199_09,sd300b_plain_roll_00001199_09
shared_gen_00001199_10,genuine,sd300b,evaluation,10,00001199,00001199,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_10.png,sd300b_plain_roll_00001199_10,sd300b_plain_roll_00001199_10
shared_gen_00001202_01,genuine,sd300b,evaluation,1,00001202,00001202,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_01.png,sd300b_plain_roll_00001202_01,sd300b_plain_roll_00001202_01
shared_gen_00001202_02,genuine,sd300b,evaluation,2,00001202,00001202,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_02.png,sd300b_plain_roll_00001202_02,sd300b_plain_roll_00001202_02
shared_gen_00001202_03,genuine,sd300b,evaluation,3,00001202,00001202,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_03.png,sd300b_plain_roll_00001202_03,sd300b_plain_roll_00001202_03
shared_gen_00001202_04,genuine,sd300b,evaluation,4,00001202,00001202,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_04.png,sd300b_plain_roll_00001202_04,sd300b_plain_roll_00001202_04
shared_gen_00001202_05,genuine,sd300b,evaluation,5,00001202,00001202,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_05.png,sd300b_plain_roll_00001202_05,sd300b_plain_roll_00001202_05
shared_gen_00001202_06,genuine,sd300b,evaluation,6,00001202,00001202,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_06.png,sd300b_plain_roll_00001202_06,sd300b_plain_roll_00001202_06
shared_gen_00001202_07,genuine,sd300b,evaluation,7,00001202,00001202,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_07.png,sd300b_plain_roll_00001202_07,sd300b_plain_roll_00001202_07
shared_gen_00001202_08,genuine,sd300b,evaluation,8,00001202,00001202,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_08.png,sd300b_plain_roll_00001202_08,sd300b_plain_roll_00001202_08
shared_gen_00001202_09,genuine,sd300b,evaluation,9,00001202,00001202,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_09.png,sd300b_plain_roll_00001202_09,sd300b_plain_roll_00001202_09
shared_gen_00001202_10,genuine,sd300b,evaluation,10,00001202,00001202,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_10.png,sd300b_plain_roll_00001202_10,sd300b_plain_roll_00001202_10
shared_gen_00001203_01,genuine,sd300b,evaluation,1,00001203,00001203,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_01.png,sd300b_plain_roll_00001203_01,sd300b_plain_roll_00001203_01
shared_gen_00001203_02,genuine,sd300b,evaluation,2,00001203,00001203,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_02.png,sd300b_plain_roll_00001203_02,sd300b_plain_roll_00001203_02
shared_gen_00001203_03,genuine,sd300b,evaluation,3,00001203,00001203,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_03.png,sd300b_plain_roll_00001203_03,sd300b_plain_roll_00001203_03
shared_gen_00001203_04,genuine,sd300b,evaluation,4,00001203,00001203,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_04.png,sd300b_plain_roll_00001203_04,sd300b_plain_roll_00001203_04
shared_gen_00001203_05,genuine,sd300b,evaluation,5,00001203,00001203,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_05.png,sd300b_plain_roll_00001203_05,sd300b_plain_roll_00001203_05
shared_gen_00001203_06,genuine,sd300b,evaluation,6,00001203,00001203,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_06.png,sd300b_plain_roll_00001203_06,sd300b_plain_roll_00001203_06
shared_gen_00001203_07,genuine,sd300b,evaluation,7,00001203,00001203,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_07.png,sd300b_plain_roll_00001203_07,sd300b_plain_roll_00001203_07
shared_gen_00001203_08,genuine,sd300b,evaluation,8,00001203,00001203,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_08.png,sd300b_plain_roll_00001203_08,sd300b_plain_roll_00001203_08
shared_gen_00001203_09,genuine,sd300b,evaluation,9,00001203,00001203,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_09.png,sd300b_plain_roll_00001203_09,sd300b_plain_roll_00001203_09
shared_gen_00001203_10,genuine,sd300b,evaluation,10,00001203,00001203,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_10.png,sd300b_plain_roll_00001203_10,sd300b_plain_roll_00001203_10
shared_gen_00001205_01,genuine,sd300b,evaluation,1,00001205,00001205,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_01.png,sd300b_plain_roll_00001205_01,sd300b_plain_roll_00001205_01
shared_gen_00001205_02,genuine,sd300b,evaluation,2,00001205,00001205,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_02.png,sd300b_plain_roll_00001205_02,sd300b_plain_roll_00001205_02
shared_gen_00001205_03,genuine,sd300b,evaluation,3,00001205,00001205,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_03.png,sd300b_plain_roll_00001205_03,sd300b_plain_roll_00001205_03
shared_gen_00001205_04,genuine,sd300b,evaluation,4,00001205,00001205,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_04.png,sd300b_plain_roll_00001205_04,sd300b_plain_roll_00001205_04
shared_gen_00001205_05,genuine,sd300b,evaluation,5,00001205,00001205,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_05.png,sd300b_plain_roll_00001205_05,sd300b_plain_roll_00001205_05
shared_gen_00001205_06,genuine,sd300b,evaluation,6,00001205,00001205,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_06.png,sd300b_plain_roll_00001205_06,sd300b_plain_roll_00001205_06
shared_gen_00001205_07,genuine,sd300b,evaluation,7,00001205,00001205,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_07.png,sd300b_plain_roll_00001205_07,sd300b_plain_roll_00001205_07
shared_gen_00001205_08,genuine,sd300b,evaluation,8,00001205,00001205,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_08.png,sd300b_plain_roll_00001205_08,sd300b_plain_roll_00001205_08
shared_gen_00001205_09,genuine,sd300b,evaluation,9,00001205,00001205,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_09.png,sd300b_plain_roll_00001205_09,sd300b_plain_roll_00001205_09
shared_gen_00001205_10,genuine,sd300b,evaluation,10,00001205,00001205,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_10.png,sd300b_plain_roll_00001205_10,sd300b_plain_roll_00001205_10
shared_gen_00001206_01,genuine,sd300b,evaluation,1,00001206,00001206,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_01.png,sd300b_plain_roll_00001206_01,sd300b_plain_roll_00001206_01
shared_gen_00001206_02,genuine,sd300b,evaluation,2,00001206,00001206,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_02.png,sd300b_plain_roll_00001206_02,sd300b_plain_roll_00001206_02
shared_gen_00001206_03,genuine,sd300b,evaluation,3,00001206,00001206,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_03.png,sd300b_plain_roll_00001206_03,sd300b_plain_roll_00001206_03
shared_gen_00001206_04,genuine,sd300b,evaluation,4,00001206,00001206,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_04.png,sd300b_plain_roll_00001206_04,sd300b_plain_roll_00001206_04
shared_gen_00001206_05,genuine,sd300b,evaluation,5,00001206,00001206,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_05.png,sd300b_plain_roll_00001206_05,sd300b_plain_roll_00001206_05
shared_gen_00001206_06,genuine,sd300b,evaluation,6,00001206,00001206,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_06.png,sd300b_plain_roll_00001206_06,sd300b_plain_roll_00001206_06
shared_gen_00001206_07,genuine,sd300b,evaluation,7,00001206,00001206,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_07.png,sd300b_plain_roll_00001206_07,sd300b_plain_roll_00001206_07
shared_gen_00001206_08,genuine,sd300b,evaluation,8,00001206,00001206,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_08.png,sd300b_plain_roll_00001206_08,sd300b_plain_roll_00001206_08
shared_gen_00001206_09,genuine,sd300b,evaluation,9,00001206,00001206,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_09.png,sd300b_plain_roll_00001206_09,sd300b_plain_roll_00001206_09
shared_gen_00001206_10,genuine,sd300b,evaluation,10,00001206,00001206,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_10.png,sd300b_plain_roll_00001206_10,sd300b_plain_roll_00001206_10
shared_gen_00001208_01,genuine,sd300b,evaluation,1,00001208,00001208,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_01.png,sd300b_plain_roll_00001208_01,sd300b_plain_roll_00001208_01
shared_gen_00001208_02,genuine,sd300b,evaluation,2,00001208,00001208,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_02.png,sd300b_plain_roll_00001208_02,sd300b_plain_roll_00001208_02
shared_gen_00001208_03,genuine,sd300b,evaluation,3,00001208,00001208,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_03.png,sd300b_plain_roll_00001208_03,sd300b_plain_roll_00001208_03
shared_gen_00001208_04,genuine,sd300b,evaluation,4,00001208,00001208,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_04.png,sd300b_plain_roll_00001208_04,sd300b_plain_roll_00001208_04
shared_gen_00001208_05,genuine,sd300b,evaluation,5,00001208,00001208,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_05.png,sd300b_plain_roll_00001208_05,sd300b_plain_roll_00001208_05
shared_gen_00001208_06,genuine,sd300b,evaluation,6,00001208,00001208,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_06.png,sd300b_plain_roll_00001208_06,sd300b_plain_roll_00001208_06
shared_gen_00001208_07,genuine,sd300b,evaluation,7,00001208,00001208,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_07.png,sd300b_plain_roll_00001208_07,sd300b_plain_roll_00001208_07
shared_gen_00001208_08,genuine,sd300b,evaluation,8,00001208,00001208,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_08.png,sd300b_plain_roll_00001208_08,sd300b_plain_roll_00001208_08
shared_gen_00001208_09,genuine,sd300b,evaluation,9,00001208,00001208,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_09.png,sd300b_plain_roll_00001208_09,sd300b_plain_roll_00001208_09
shared_gen_00001208_10,genuine,sd300b,evaluation,10,00001208,00001208,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_10.png,sd300b_plain_roll_00001208_10,sd300b_plain_roll_00001208_10
shared_gen_00001211_01,genuine,sd300b,evaluation,1,00001211,00001211,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_01.png,sd300b_plain_roll_00001211_01,sd300b_plain_roll_00001211_01
shared_gen_00001211_02,genuine,sd300b,evaluation,2,00001211,00001211,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_02.png,sd300b_plain_roll_00001211_02,sd300b_plain_roll_00001211_02
shared_gen_00001211_03,genuine,sd300b,evaluation,3,00001211,00001211,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_03.png,sd300b_plain_roll_00001211_03,sd300b_plain_roll_00001211_03
shared_gen_00001211_04,genuine,sd300b,evaluation,4,00001211,00001211,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_04.png,sd300b_plain_roll_00001211_04,sd300b_plain_roll_00001211_04
shared_gen_00001211_05,genuine,sd300b,evaluation,5,00001211,00001211,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_05.png,sd300b_plain_roll_00001211_05,sd300b_plain_roll_00001211_05
shared_gen_00001211_06,genuine,sd300b,evaluation,6,00001211,00001211,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_06.png,sd300b_plain_roll_00001211_06,sd300b_plain_roll_00001211_06
shared_gen_00001211_07,genuine,sd300b,evaluation,7,00001211,00001211,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_07.png,sd300b_plain_roll_00001211_07,sd300b_plain_roll_00001211_07
shared_gen_00001211_08,genuine,sd300b,evaluation,8,00001211,00001211,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_08.png,sd300b_plain_roll_00001211_08,sd300b_plain_roll_00001211_08
shared_gen_00001211_09,genuine,sd300b,evaluation,9,00001211,00001211,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_09.png,sd300b_plain_roll_00001211_09,sd300b_plain_roll_00001211_09
shared_gen_00001211_10,genuine,sd300b,evaluation,10,00001211,00001211,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_10.png,sd300b_plain_roll_00001211_10,sd300b_plain_roll_00001211_10
shared_gen_00001212_01,genuine,sd300b,evaluation,1,00001212,00001212,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001212_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001212_roll_1000_01.png,sd300b_plain_roll_00001212_01,sd300b_plain_roll_00001212_01
shared_gen_00001212_02,genuine,sd300b,evaluation,2,00001212,00001212,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001212_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001212_roll_1000_02.png,sd300b_plain_roll_00001212_02,sd300b_plain_roll_00001212_02
shared_gen_00001212_03,genuine,sd300b,evaluation,3,00001212,00001212,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001212_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001212_roll_1000_03.png,sd300b_plain_roll_00001212_03,sd300b_plain_roll_00001212_03
shared_gen_00001212_04,genuine,sd300b,evaluation,4,00001212,00001212,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001212_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001212_roll_1000_04.png,sd300b_plain_roll_00001212_04,sd300b_plain_roll_00001212_04
shared_gen_00001212_05,genuine,sd300b,evaluation,5,00001212,00001212,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001212_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001212_roll_1000_05.png,sd300b_plain_roll_00001212_05,sd300b_plain_roll_00001212_05
