accuracy_pair_id,pair_label,dataset,split,canonical_finger_position,subject_id_a,subject_id_b,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b,source_pair_id_a,source_pair_id_b,score_schema_version,method,method_version,frozen_config_hash,implementation_hash,score_producing_implementation_hash,accuracy_runner_sha256,score_direction,raw_score,status,error_code,error_message,prepare_a_diagnostics_json,prepare_b_diagnostics_json,compare_diagnostics_json,representation_cache_scope_id,prepared_image_key_a,prepared_image_key_b,representation_format_a,representation_format_b,representation_version_a,representation_version_b,score_origin,source_primary_pair_id,source_primary_bundle,source_primary_config_hash,source_primary_implementation_hash,source_primary_sidecar_jar_sha256
shared_gen_00001109_08,genuine,sd300b,development,8,00001109,00001109,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001109_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001109_roll_1000_08.png,sd300b_plain_roll_00001109_08,sd300b_plain_roll_00001109_08,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,115.13973791087206,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,dbb8c03aa2210a0f950aa80f758e59fb553530221860dde50bc7636b5fe27a8b,757f67dad385d8fb66ab835b5e397ae0cc1a9a2937eac10128ba31850b257597,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001109_09,genuine,sd300b,development,9,00001109,00001109,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001109_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001109_roll_1000_09.png,sd300b_plain_roll_00001109_09,sd300b_plain_roll_00001109_09,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,69.55060918907745,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,f04e8f61d9398123c00e6ff48fae6316d8f8fd4e6cc951b31cd1e6ceaca2d5de,5fb28437674bbf87e73a885a33d06540808efa76729257932b541c7d6b258280,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001109_10,genuine,sd300b,development,10,00001109,00001109,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001109_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001109_roll_1000_10.png,sd300b_plain_roll_00001109_10,sd300b_plain_roll_00001109_10,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,0.0,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,96ecbffc82c995a18adf0d5a13a2593e771ba41b74c47528a4dff7b810f114d1,60f99e8c35d2bac605495d235e67466b0bcaaec6341093128228535d87bccc33,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001114_01,genuine,sd300b,development,1,00001114,00001114,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_01.png,sd300b_plain_roll_00001114_01,sd300b_plain_roll_00001114_01,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,19.838899177906534,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,a15c52547cdfc34d3b4165486e2903131c643afc2dee64ae4a9e02de9ecf2df1,06685f4ad8908e2a3a15bd39838ef796e295316d41ddaf6c21420227a14ee816,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001114_02,genuine,sd300b,development,2,00001114,00001114,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_02.png,sd300b_plain_roll_00001114_02,sd300b_plain_roll_00001114_02,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,0.0,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,df232c3db848b1ab9109d39f8ab6cf5545d7803c6708fa0a42773e8ecd185f6a,83dbe3279d29ff2bd8ba3132d841ccedcd826f6c294a5f1e7410346eeca98bb5,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001114_03,genuine,sd300b,development,3,00001114,00001114,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_03.png,sd300b_plain_roll_00001114_03,sd300b_plain_roll_00001114_03,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,78.92232328533244,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,1ce7588142fb00c24c62eab01f2f5772b5811e9a476b1bc57084cff56157d56e,f3f0590e7760ce610f1a3a0692c1baae8974e430dcac5fa3cd5613824ad34a33,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001114_04,genuine,sd300b,development,4,00001114,00001114,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_04.png,sd300b_plain_roll_00001114_04,sd300b_plain_roll_00001114_04,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,141.19741246237734,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,b59709a50abed3626c25c4132f7002311126c1cd7c2d7938a3fa9b8f6c76dcae,1f7817678d68682fd4d5ac7ff3d7d7254db98038a43bd0f8291042fd814f62f7,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001114_05,genuine,sd300b,development,5,00001114,00001114,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_05.png,sd300b_plain_roll_00001114_05,sd300b_plain_roll_00001114_05,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,31.478275149016326,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,ed518b6558b56210a5b0952286e34b37ff7b081cc2eeb0159ac4dc9b88fbe928,659f0c8ee7f1cdd41ef3663bd49b5ad44554ba2fb3cc741e2d48d978ec9d19c2,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001114_06,genuine,sd300b,development,6,00001114,00001114,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_06.png,sd300b_plain_roll_00001114_06,sd300b_plain_roll_00001114_06,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,162.001238800453,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,88b0a3e649db567267ab37c874e58e7373aade985269ac4c5ab8912a7e0b3d8a,4d7f32100e1815ebc4b99adb0bceab9d4a7e787bb0c73e3ee07f26ae51a03477,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001114_07,genuine,sd300b,development,7,00001114,00001114,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_07.png,sd300b_plain_roll_00001114_07,sd300b_plain_roll_00001114_07,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,84.7234960547601,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,c431050ea766995f657b06841578e6294fcf7faa5a60f902d4ca6b863fa21233,d3798bee7b809b5162c6ce912a0e9e16b56acb16780ba9a3181819b87f30ac6b,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001114_08,genuine,sd300b,development,8,00001114,00001114,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_08.png,sd300b_plain_roll_00001114_08,sd300b_plain_roll_00001114_08,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,155.36223530891615,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,d07359bb6bb34966c3311966fe96ca0052dcde7f5e381e28493d489ba1cd364e,0884fca98dbe8b13bdf48bded162e147f45948514a18319374fab808d306dec7,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001114_09,genuine,sd300b,development,9,00001114,00001114,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_09.png,sd300b_plain_roll_00001114_09,sd300b_plain_roll_00001114_09,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,184.9067525634658,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,eb70a5476c6754f0fddab7f5a2c0cc501278d65c00259e5ca61cc5ccd2b87166,a90dca4f26396842677b6f02e8308c3b955ebdb3a61bd957673666644cb4f934,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001114_10,genuine,sd300b,development,10,00001114,00001114,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_10.png,sd300b_plain_roll_00001114_10,sd300b_plain_roll_00001114_10,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,73.38412004962595,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,2411e58c77ca820bbcf80f01a97f0b841eced982faa9535e7e9fc2d488b511d1,df66e0504e5989df1ed3e76c70d15cf9c8f0509ceeb86790fa2590dd741f7b47,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001115_01,genuine,sd300b,development,1,00001115,00001115,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_01.png,sd300b_plain_roll_00001115_01,sd300b_plain_roll_00001115_01,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,10.29362992223326,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,9b23b6fb6e22b12b36062e3b9f8b5d2f174a91c5c8503b167c8a04ef4e0ca0bf,c378b0cd266a1d8e26fb7754cbe08323075e4c24501b3d3d6a0eed7609d7bbae,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001115_02,genuine,sd300b,development,2,00001115,00001115,1000,2,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_02.png,sd300b_plain_roll_00001115_02,sd300b_plain_roll_00001115_02,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,9.4150653358007,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,b27c48281789c8ae743bbab1641225dcf3941b12073c93e43b0b9ff86c431611,c2b69f99078e2fae610594b414e26602f550b9e133cd5434e27116272cbdb005,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001115_03,genuine,sd300b,development,3,00001115,00001115,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_03.png,sd300b_plain_roll_00001115_03,sd300b_plain_roll_00001115_03,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,46.394357034556826,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,8423b17c57601a6f2de712aea01af1e36270beb91c989cc67d13c866c22b2317,c1e5549d2bd68631d460fe30739980739486b91d8761b00065c82d721c02e3d2,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001115_04,genuine,sd300b,development,4,00001115,00001115,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_04.png,sd300b_plain_roll_00001115_04,sd300b_plain_roll_00001115_04,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,43.728853579634944,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,02e127370ac1bd79d3d4a2196213e22c27e4d3b70dd704157ab50f691e8839a1,7d578e84fd93e7c80bb0fda9039298b5af7530ad85ab779607049c5bd7e7d62e,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001115_05,genuine,sd300b,development,5,00001115,00001115,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_05.png,sd300b_plain_roll_00001115_05,sd300b_plain_roll_00001115_05,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,7.099169168585161,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,2a094f61f530124dbb84b02cdd5594d04202137a1ed2464b32f40a42c161caa6,9c25f8ba81f836f605be2e6c2ae79c9426139949c974c54d346b1cff659fec9d,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001115_06,genuine,sd300b,development,6,00001115,00001115,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_06.png,sd300b_plain_roll_00001115_06,sd300b_plain_roll_00001115_06,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,8.345250911680868,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,19e73bf8abb297c28f3e8b3d14499f41d345b0be1cb1dcdba9a4f810d869a38b,796ddc3c09aeb3c355ac711a3176f9318ab10e1d9bcd8e2ec2b4830beb95c77b,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001115_07,genuine,sd300b,development,7,00001115,00001115,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_07.png,sd300b_plain_roll_00001115_07,sd300b_plain_roll_00001115_07,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,10.710975057104093,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,6f8e520a7faf30f795d57842682d9875178a6ad7415b1d453c05f212d8c76a0c,f04bd0ae9945a7f29dae6d96755ca407eec64d624d47f502c0f940170bab77df,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001115_08,genuine,sd300b,development,8,00001115,00001115,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_08.png,sd300b_plain_roll_00001115_08,sd300b_plain_roll_00001115_08,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,102.86052448044605,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,1640f90a510a41189c834760f00cf177331e2ab7b0a5342588dc584f2e23bd3d,bacdeb4ed909149105bfb78465d6ecb0e834760e62390e61e4dd64c0f9f97792,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001115_09,genuine,sd300b,development,9,00001115,00001115,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_09.png,sd300b_plain_roll_00001115_09,sd300b_plain_roll_00001115_09,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,30.424431986876844,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,14904630ea1d39fbb92f9878022f533b4cbdbe5eb60016902916f23ad46470ae,a63925ff95f2497a86ff99beb57fcc84f5c673f88cbe92685120e833998a5377,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001115_10,genuine,sd300b,development,10,00001115,00001115,1000,10,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_10.png,sd300b_plain_roll_00001115_10,sd300b_plain_roll_00001115_10,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,4.4973600056412275,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,bc555fafc4e188b553e4e50a78ff459466efa1d8b49313a830fe6f18c0a98585,4a6b77bb35f4b28d2c54d32a7aefe97d21ca00a3db71f49bcfff0b590bd8cd5c,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
shared_gen_00001127_01,genuine,sd300b,development,1,00001127,00001127,1000,11,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001127_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001127_roll_1000_01.png,sd300b_plain_roll_00001127_01,sd300b_plain_roll_00001127_01,shared-accuracy-score-v1,sourceafis,3.18.1,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,1e59cf5605d353997e5896ba95dfcc6fada3865f355e05a18c49d9223a833c07,higher_is_more_similar,282.727690222015,ok,,,{},{},{},95a1d8da638532b638835a1627691c0b458ee7a0bf31d2af1e7afcbfec91498f,e8c4dcc9fa33002a139a7e64d04dc304356c6e71643f398bf45f80dee5e0b781,7f9c5a03b94e84ee6dd6232d04d825a8f4b8f4c29aaffe8631bc4148eda5d750,sourceafis,sourceafis,3.18.1,3.18.1,prepared_representation_accuracy_mode,,,,,
