negative_pair_id,dataset,protocol,pair_label,canonical_finger_position,subject_id_a,subject_id_b,ppi,path_a,path_b,raw_frgp_a,raw_frgp_b,source_plain_pair_id,source_roll_pair_id,plain_group_index,roll_group_index,shift
sd300b_plain_roll_next_subject_impostor_01_00001289_00001290,sd300b,plain_roll_next_subject_impostor,impostor,1,00001289,00001290,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001289_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001290_roll_1000_01.png,11,1,sd300b_plain_roll_00001289_01,sd300b_plain_roll_00001290_01,282,283,1
sd300b_plain_roll_next_subject_impostor_01_00001290_00001291,sd300b,plain_roll_next_subject_impostor,impostor,1,00001290,00001291,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001290_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001291_roll_1000_01.png,11,1,sd300b_plain_roll_00001290_01,sd300b_plain_roll_00001291_01,283,284,1
sd300b_plain_roll_next_subject_impostor_01_00001291_00001292,sd300b,plain_roll_next_subject_impostor,impostor,1,00001291,00001292,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001291_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001292_roll_1000_01.png,11,1,sd300b_plain_roll_00001291_01,sd300b_plain_roll_00001292_01,284,285,1
sd300b_plain_roll_next_subject_impostor_01_00001292_00001293,sd300b,plain_roll_next_subject_impostor,impostor,1,00001292,00001293,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001292_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001293_roll_1000_01.png,11,1,sd300b_plain_roll_00001292_01,sd300b_plain_roll_00001293_01,285,286,1
sd300b_plain_roll_next_subject_impostor_01_00001293_00001294,sd300b,plain_roll_next_subject_impostor,impostor,1,00001293,00001294,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001293_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001294_roll_1000_01.png,11,1,sd300b_plain_roll_00001293_01,sd300b_plain_roll_00001294_01,286,287,1
sd300b_plain_roll_next_subject_impostor_01_00001294_00001295,sd300b,plain_roll_next_subject_impostor,impostor,1,00001294,00001295,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001294_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001295_roll_1000_01.png,11,1,sd300b_plain_roll_00001294_01,sd300b_plain_roll_00001295_01,287,288,1
sd300b_plain_roll_next_subject_impostor_01_00001295_00001296,sd300b,plain_roll_next_subject_impostor,impostor,1,00001295,00001296,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001295_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001296_roll_1000_01.png,11,1,sd300b_plain_roll_00001295_01,sd300b_plain_roll_00001296_01,288,289,1
sd300b_plain_roll_next_subject_impostor_01_00001296_00001297,sd300b,plain_roll_next_subject_impostor,impostor,1,00001296,00001297,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001296_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001297_roll_1000_01.png,11,1,sd300b_plain_roll_00001296_01,sd300b_plain_roll_00001297_01,289,290,1
sd300b_plain_roll_next_subject_impostor_01_00001297_00001298,sd300b,plain_roll_next_subject_impostor,impostor,1,00001297,00001298,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001297_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001298_roll_1000_01.png,11,1,sd300b_plain_roll_00001297_01,sd300b_plain_roll_00001298_01,290,291,1
sd300b_plain_roll_next_subject_impostor_01_00001298_00001299,sd300b,plain_roll_next_subject_impostor,impostor,1,00001298,00001299,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001298_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001299_roll_1000_01.png,11,1,sd300b_plain_roll_00001298_01,sd300b_plain_roll_00001299_01,291,292,1
sd300b_plain_roll_next_subject_impostor_01_00001299_00001300,sd300b,plain_roll_next_subject_impostor,impostor,1,00001299,00001300,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001299_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001300_roll_1000_01.png,11,1,sd300b_plain_roll_00001299_01,sd300b_plain_roll_00001300_01,292,293,1
sd300b_plain_roll_next_subject_impostor_01_00001300_00001301,sd300b,plain_roll_next_subject_impostor,impostor,1,00001300,00001301,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001300_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001301_roll_1000_01.png,11,1,sd300b_plain_roll_00001300_01,sd300b_plain_roll_00001301_01,293,294,1
sd300b_plain_roll_next_subject_impostor_01_00001301_00001302,sd300b,plain_roll_next_subject_impostor,impostor,1,00001301,00001302,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001301_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001302_roll_1000_01.png,11,1,sd300b_plain_roll_00001301_01,sd300b_plain_roll_00001302_01,294,295,1
sd300b_plain_roll_next_subject_impostor_01_00001302_00001303,sd300b,plain_roll_next_subject_impostor,impostor,1,00001302,00001303,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001302_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001303_roll_1000_01.png,11,1,sd300b_plain_roll_00001302_01,sd300b_plain_roll_00001303_01,295,296,1
sd300b_plain_roll_next_subject_impostor_01_00001303_00001304,sd300b,plain_roll_next_subject_impostor,impostor,1,00001303,00001304,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001303_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001304_roll_1000_01.png,11,1,sd300b_plain_roll_00001303_01,sd300b_plain_roll_00001304_01,296,297,1
sd300b_plain_roll_next_subject_impostor_01_00001304_00001305,sd300b,plain_roll_next_subject_impostor,impostor,1,00001304,00001305,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001304_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001305_roll_1000_01.png,11,1,sd300b_plain_roll_00001304_01,sd300b_plain_roll_00001305_01,297,298,1
sd300b_plain_roll_next_subject_impostor_01_00001305_00001306,sd300b,plain_roll_next_subject_impostor,impostor,1,00001305,00001306,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001305_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001306_roll_1000_01.png,11,1,sd300b_plain_roll_00001305_01,sd300b_plain_roll_00001306_01,298,299,1
sd300b_plain_roll_next_subject_impostor_01_00001306_00001307,sd300b,plain_roll_next_subject_impostor,impostor,1,00001306,00001307,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001306_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001307_roll_1000_01.png,11,1,sd300b_plain_roll_00001306_01,sd300b_plain_roll_00001307_01,299,300,1
sd300b_plain_roll_next_subject_impostor_01_00001307_00001308,sd300b,plain_roll_next_subject_impostor,impostor,1,00001307,00001308,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001307_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001308_roll_1000_01.png,11,1,sd300b_plain_roll_00001307_01,sd300b_plain_roll_00001308_01,300,301,1
sd300b_plain_roll_next_subject_impostor_01_00001308_00001309,sd300b,plain_roll_next_subject_impostor,impostor,1,00001308,00001309,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001308_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001309_roll_1000_01.png,11,1,sd300b_plain_roll_00001308_01,sd300b_plain_roll_00001309_01,301,302,1
sd300b_plain_roll_next_subject_impostor_01_00001309_00001310,sd300b,plain_roll_next_subject_impostor,impostor,1,00001309,00001310,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001309_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001310_roll_1000_01.png,11,1,sd300b_plain_roll_00001309_01,sd300b_plain_roll_00001310_01,302,303,1
sd300b_plain_roll_next_subject_impostor_01_00001310_00001311,sd300b,plain_roll_next_subject_impostor,impostor,1,00001310,00001311,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001310_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001311_roll_1000_01.png,11,1,sd300b_plain_roll_00001310_01,sd300b_plain_roll_00001311_01,303,304,1
sd300b_plain_roll_next_subject_impostor_01_00001311_00001312,sd300b,plain_roll_next_subject_impostor,impostor,1,00001311,00001312,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001311_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001312_roll_1000_01.png,11,1,sd300b_plain_roll_00001311_01,sd300b_plain_roll_00001312_01,304,305,1
sd300b_plain_roll_next_subject_impostor_01_00001312_00001313,sd300b,plain_roll_next_subject_impostor,impostor,1,00001312,00001313,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001312_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001313_roll_1000_01.png,11,1,sd300b_plain_roll_00001312_01,sd300b_plain_roll_00001313_01,305,306,1
sd300b_plain_roll_next_subject_impostor_01_00001313_00001314,sd300b,plain_roll_next_subject_impostor,impostor,1,00001313,00001314,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001313_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001314_roll_1000_01.png,11,1,sd300b_plain_roll_00001313_01,sd300b_plain_roll_00001314_01,306,307,1
sd300b_plain_roll_next_subject_impostor_01_00001314_00001315,sd300b,plain_roll_next_subject_impostor,impostor,1,00001314,00001315,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001314_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001315_roll_1000_01.png,11,1,sd300b_plain_roll_00001314_01,sd300b_plain_roll_00001315_01,307,308,1
sd300b_plain_roll_next_subject_impostor_01_00001315_00001316,sd300b,plain_roll_next_subject_impostor,impostor,1,00001315,00001316,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001315_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001316_roll_1000_01.png,11,1,sd300b_plain_roll_00001315_01,sd300b_plain_roll_00001316_01,308,309,1
sd300b_plain_roll_next_subject_impostor_01_00001316_00001317,sd300b,plain_roll_next_subject_impostor,impostor,1,00001316,00001317,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001316_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001317_roll_1000_01.png,11,1,sd300b_plain_roll_00001316_01,sd300b_plain_roll_00001317_01,309,310,1
sd300b_plain_roll_next_subject_impostor_01_00001317_00001318,sd300b,plain_roll_next_subject_impostor,impostor,1,00001317,00001318,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001317_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001318_roll_1000_01.png,11,1,sd300b_plain_roll_00001317_01,sd300b_plain_roll_00001318_01,310,311,1
sd300b_plain_roll_next_subject_impostor_01_00001318_00001319,sd300b,plain_roll_next_subject_impostor,impostor,1,00001318,00001319,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001318_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001319_roll_1000_01.png,11,1,sd300b_plain_roll_00001318_01,sd300b_plain_roll_00001319_01,311,312,1
sd300b_plain_roll_next_subject_impostor_01_00001319_00001320,sd300b,plain_roll_next_subject_impostor,impostor,1,00001319,00001320,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001319_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001320_roll_1000_01.png,11,1,sd300b_plain_roll_00001319_01,sd300b_plain_roll_00001320_01,312,313,1
sd300b_plain_roll_next_subject_impostor_01_00001320_00001321,sd300b,plain_roll_next_subject_impostor,impostor,1,00001320,00001321,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001320_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001321_roll_1000_01.png,11,1,sd300b_plain_roll_00001320_01,sd300b_plain_roll_00001321_01,313,314,1
sd300b_plain_roll_next_subject_impostor_01_00001321_00001322,sd300b,plain_roll_next_subject_impostor,impostor,1,00001321,00001322,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001321_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001322_roll_1000_01.png,11,1,sd300b_plain_roll_00001321_01,sd300b_plain_roll_00001322_01,314,315,1
sd300b_plain_roll_next_subject_impostor_01_00001322_00001324,sd300b,plain_roll_next_subject_impostor,impostor,1,00001322,00001324,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001322_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001324_roll_1000_01.png,11,1,sd300b_plain_roll_00001322_01,sd300b_plain_roll_00001324_01,315,316,1
sd300b_plain_roll_next_subject_impostor_01_00001324_00001325,sd300b,plain_roll_next_subject_impostor,impostor,1,00001324,00001325,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001324_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001325_roll_1000_01.png,11,1,sd300b_plain_roll_00001324_01,sd300b_plain_roll_00001325_01,316,317,1
sd300b_plain_roll_next_subject_impostor_01_00001325_00001326,sd300b,plain_roll_next_subject_impostor,impostor,1,00001325,00001326,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001325_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001326_roll_1000_01.png,11,1,sd300b_plain_roll_00001325_01,sd300b_plain_roll_00001326_01,317,318,1
sd300b_plain_roll_next_subject_impostor_01_00001326_00001327,sd300b,plain_roll_next_subject_impostor,impostor,1,00001326,00001327,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001326_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001327_roll_1000_01.png,11,1,sd300b_plain_roll_00001326_01,sd300b_plain_roll_00001327_01,318,319,1
sd300b_plain_roll_next_subject_impostor_01_00001327_00001328,sd300b,plain_roll_next_subject_impostor,impostor,1,00001327,00001328,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001327_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001328_roll_1000_01.png,11,1,sd300b_plain_roll_00001327_01,sd300b_plain_roll_00001328_01,319,320,1
sd300b_plain_roll_next_subject_impostor_01_00001328_00001330,sd300b,plain_roll_next_subject_impostor,impostor,1,00001328,00001330,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001328_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001330_roll_1000_01.png,11,1,sd300b_plain_roll_00001328_01,sd300b_plain_roll_00001330_01,320,321,1
sd300b_plain_roll_next_subject_impostor_01_00001330_00001331,sd300b,plain_roll_next_subject_impostor,impostor,1,00001330,00001331,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001330_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001331_roll_1000_01.png,11,1,sd300b_plain_roll_00001330_01,sd300b_plain_roll_00001331_01,321,322,1
sd300b_plain_roll_next_subject_impostor_01_00001331_00001332,sd300b,plain_roll_next_subject_impostor,impostor,1,00001331,00001332,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001331_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001332_roll_1000_01.png,11,1,sd300b_plain_roll_00001331_01,sd300b_plain_roll_00001332_01,322,323,1
sd300b_plain_roll_next_subject_impostor_01_00001332_00001333,sd300b,plain_roll_next_subject_impostor,impostor,1,00001332,00001333,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001332_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001333_roll_1000_01.png,11,1,sd300b_plain_roll_00001332_01,sd300b_plain_roll_00001333_01,323,324,1
sd300b_plain_roll_next_subject_impostor_01_00001333_00001334,sd300b,plain_roll_next_subject_impostor,impostor,1,00001333,00001334,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001333_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001334_roll_1000_01.png,11,1,sd300b_plain_roll_00001333_01,sd300b_plain_roll_00001334_01,324,325,1
sd300b_plain_roll_next_subject_impostor_01_00001334_00001335,sd300b,plain_roll_next_subject_impostor,impostor,1,00001334,00001335,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001334_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001335_roll_1000_01.png,11,1,sd300b_plain_roll_00001334_01,sd300b_plain_roll_00001335_01,325,326,1
sd300b_plain_roll_next_subject_impostor_01_00001335_00001336,sd300b,plain_roll_next_subject_impostor,impostor,1,00001335,00001336,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001335_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001336_roll_1000_01.png,11,1,sd300b_plain_roll_00001335_01,sd300b_plain_roll_00001336_01,326,327,1
sd300b_plain_roll_next_subject_impostor_01_00001336_00001337,sd300b,plain_roll_next_subject_impostor,impostor,1,00001336,00001337,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001336_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001337_roll_1000_01.png,11,1,sd300b_plain_roll_00001336_01,sd300b_plain_roll_00001337_01,327,328,1
sd300b_plain_roll_next_subject_impostor_01_00001337_00001338,sd300b,plain_roll_next_subject_impostor,impostor,1,00001337,00001338,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001337_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001338_roll_1000_01.png,11,1,sd300b_plain_roll_00001337_01,sd300b_plain_roll_00001338_01,328,329,1
sd300b_plain_roll_next_subject_impostor_01_00001338_00001339,sd300b,plain_roll_next_subject_impostor,impostor,1,00001338,00001339,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001338_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001339_roll_1000_01.png,11,1,sd300b_plain_roll_00001338_01,sd300b_plain_roll_00001339_01,329,330,1
sd300b_plain_roll_next_subject_impostor_01_00001339_00001340,sd300b,plain_roll_next_subject_impostor,impostor,1,00001339,00001340,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001339_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001340_roll_1000_01.png,11,1,sd300b_plain_roll_00001339_01,sd300b_plain_roll_00001340_01,330,331,1
sd300b_plain_roll_next_subject_impostor_01_00001340_00001341,sd300b,plain_roll_next_subject_impostor,impostor,1,00001340,00001341,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001340_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001341_roll_1000_01.png,11,1,sd300b_plain_roll_00001340_01,sd300b_plain_roll_00001341_01,331,332,1
sd300b_plain_roll_next_subject_impostor_01_00001341_00001342,sd300b,plain_roll_next_subject_impostor,impostor,1,00001341,00001342,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001341_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001342_roll_1000_01.png,11,1,sd300b_plain_roll_00001341_01,sd300b_plain_roll_00001342_01,332,333,1
sd300b_plain_roll_next_subject_impostor_01_00001342_00001343,sd300b,plain_roll_next_subject_impostor,impostor,1,00001342,00001343,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001342_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001343_roll_1000_01.png,11,1,sd300b_plain_roll_00001342_01,sd300b_plain_roll_00001343_01,333,334,1
sd300b_plain_roll_next_subject_impostor_01_00001343_00001344,sd300b,plain_roll_next_subject_impostor,impostor,1,00001343,00001344,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001343_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001344_roll_1000_01.png,11,1,sd300b_plain_roll_00001343_01,sd300b_plain_roll_00001344_01,334,335,1
sd300b_plain_roll_next_subject_impostor_01_00001344_00001345,sd300b,plain_roll_next_subject_impostor,impostor,1,00001344,00001345,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001344_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001345_roll_1000_01.png,11,1,sd300b_plain_roll_00001344_01,sd300b_plain_roll_00001345_01,335,336,1
sd300b_plain_roll_next_subject_impostor_01_00001345_00001346,sd300b,plain_roll_next_subject_impostor,impostor,1,00001345,00001346,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001345_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001346_roll_1000_01.png,11,1,sd300b_plain_roll_00001345_01,sd300b_plain_roll_00001346_01,336,337,1
sd300b_plain_roll_next_subject_impostor_01_00001346_00001347,sd300b,plain_roll_next_subject_impostor,impostor,1,00001346,00001347,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001346_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001347_roll_1000_01.png,11,1,sd300b_plain_roll_00001346_01,sd300b_plain_roll_00001347_01,337,338,1
sd300b_plain_roll_next_subject_impostor_01_00001347_00001348,sd300b,plain_roll_next_subject_impostor,impostor,1,00001347,00001348,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001347_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001348_roll_1000_01.png,11,1,sd300b_plain_roll_00001347_01,sd300b_plain_roll_00001348_01,338,339,1
sd300b_plain_roll_next_subject_impostor_01_00001348_00001349,sd300b,plain_roll_next_subject_impostor,impostor,1,00001348,00001349,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001348_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001349_roll_1000_01.png,11,1,sd300b_plain_roll_00001348_01,sd300b_plain_roll_00001349_01,339,340,1
sd300b_plain_roll_next_subject_impostor_01_00001349_00001350,sd300b,plain_roll_next_subject_impostor,impostor,1,00001349,00001350,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001349_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001350_roll_1000_01.png,11,1,sd300b_plain_roll_00001349_01,sd300b_plain_roll_00001350_01,340,341,1
sd300b_plain_roll_next_subject_impostor_01_00001350_00001351,sd300b,plain_roll_next_subject_impostor,impostor,1,00001350,00001351,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001350_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001351_roll_1000_01.png,11,1,sd300b_plain_roll_00001350_01,sd300b_plain_roll_00001351_01,341,342,1
sd300b_plain_roll_next_subject_impostor_01_00001351_00001352,sd300b,plain_roll_next_subject_impostor,impostor,1,00001351,00001352,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001351_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001352_roll_1000_01.png,11,1,sd300b_plain_roll_00001351_01,sd300b_plain_roll_00001352_01,342,343,1
sd300b_plain_roll_next_subject_impostor_01_00001352_00001353,sd300b,plain_roll_next_subject_impostor,impostor,1,00001352,00001353,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001352_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001353_roll_1000_01.png,11,1,sd300b_plain_roll_00001352_01,sd300b_plain_roll_00001353_01,343,344,1
sd300b_plain_roll_next_subject_impostor_01_00001353_00001354,sd300b,plain_roll_next_subject_impostor,impostor,1,00001353,00001354,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001353_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001354_roll_1000_01.png,11,1,sd300b_plain_roll_00001353_01,sd300b_plain_roll_00001354_01,344,345,1
sd300b_plain_roll_next_subject_impostor_01_00001354_00001355,sd300b,plain_roll_next_subject_impostor,impostor,1,00001354,00001355,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001354_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001355_roll_1000_01.png,11,1,sd300b_plain_roll_00001354_01,sd300b_plain_roll_00001355_01,345,346,1
sd300b_plain_roll_next_subject_impostor_01_00001355_00001357,sd300b,plain_roll_next_subject_impostor,impostor,1,00001355,00001357,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001355_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001357_roll_1000_01.png,11,1,sd300b_plain_roll_00001355_01,sd300b_plain_roll_00001357_01,346,347,1
sd300b_plain_roll_next_subject_impostor_01_00001357_00001358,sd300b,plain_roll_next_subject_impostor,impostor,1,00001357,00001358,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001357_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001358_roll_1000_01.png,11,1,sd300b_plain_roll_00001357_01,sd300b_plain_roll_00001358_01,347,348,1
sd300b_plain_roll_next_subject_impostor_01_00001358_00001359,sd300b,plain_roll_next_subject_impostor,impostor,1,00001358,00001359,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001358_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001359_roll_1000_01.png,11,1,sd300b_plain_roll_00001358_01,sd300b_plain_roll_00001359_01,348,349,1
sd300b_plain_roll_next_subject_impostor_01_00001359_00001360,sd300b,plain_roll_next_subject_impostor,impostor,1,00001359,00001360,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001359_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001360_roll_1000_01.png,11,1,sd300b_plain_roll_00001359_01,sd300b_plain_roll_00001360_01,349,350,1
