negative_pair_id,dataset,protocol,canonical_finger_position,subject_id_a,subject_id_b,selection_index_a,selection_index_b,plain_group_index,roll_group_index,shift,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b,source_plain_roll_pair_id_a,source_plain_roll_pair_id_b
sd300b_plain_roll_next_subject_impostor_03_00001027_00001028,sd300b,plain_roll_next_subject_impostor,3,00001027,00001028,265,275,26,27,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001028_roll_1000_03.png,sd300b_plain_roll_00001027_03,sd300b_plain_roll_00001028_03
sd300b_plain_roll_next_subject_impostor_03_00001028_00001029,sd300b,plain_roll_next_subject_impostor,3,00001028,00001029,275,285,27,28,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_03.png,sd300b_plain_roll_00001028_03,sd300b_plain_roll_00001029_03
sd300b_plain_roll_next_subject_impostor_03_00001029_00001030,sd300b,plain_roll_next_subject_impostor,3,00001029,00001030,285,295,28,29,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_03.png,sd300b_plain_roll_00001029_03,sd300b_plain_roll_00001030_03
sd300b_plain_roll_next_subject_impostor_03_00001030_00001031,sd300b,plain_roll_next_subject_impostor,3,00001030,00001031,295,305,29,30,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_03.png,sd300b_plain_roll_00001030_03,sd300b_plain_roll_00001031_03
sd300b_plain_roll_next_subject_impostor_03_00001031_00001032,sd300b,plain_roll_next_subject_impostor,3,00001031,00001032,305,315,30,31,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_03.png,sd300b_plain_roll_00001031_03,sd300b_plain_roll_00001032_03
sd300b_plain_roll_next_subject_impostor_03_00001032_00001033,sd300b,plain_roll_next_subject_impostor,3,00001032,00001033,315,325,31,32,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001033_roll_1000_03.png,sd300b_plain_roll_00001032_03,sd300b_plain_roll_00001033_03
sd300b_plain_roll_next_subject_impostor_03_00001033_00001034,sd300b,plain_roll_next_subject_impostor,3,00001033,00001034,325,335,32,33,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001033_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001034_roll_1000_03.png,sd300b_plain_roll_00001033_03,sd300b_plain_roll_00001034_03
sd300b_plain_roll_next_subject_impostor_03_00001034_00001035,sd300b,plain_roll_next_subject_impostor,3,00001034,00001035,335,345,33,34,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001034_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001035_roll_1000_03.png,sd300b_plain_roll_00001034_03,sd300b_plain_roll_00001035_03
sd300b_plain_roll_next_subject_impostor_03_00001035_00001036,sd300b,plain_roll_next_subject_impostor,3,00001035,00001036,345,355,34,35,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001035_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001036_roll_1000_03.png,sd300b_plain_roll_00001035_03,sd300b_plain_roll_00001036_03
sd300b_plain_roll_next_subject_impostor_03_00001036_00001037,sd300b,plain_roll_next_subject_impostor,3,00001036,00001037,355,365,35,36,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001036_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001037_roll_1000_03.png,sd300b_plain_roll_00001036_03,sd300b_plain_roll_00001037_03
sd300b_plain_roll_next_subject_impostor_03_00001037_00001038,sd300b,plain_roll_next_subject_impostor,3,00001037,00001038,365,375,36,37,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001037_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001038_roll_1000_03.png,sd300b_plain_roll_00001037_03,sd300b_plain_roll_00001038_03
sd300b_plain_roll_next_subject_impostor_03_00001038_00001039,sd300b,plain_roll_next_subject_impostor,3,00001038,00001039,375,385,37,38,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001038_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001039_roll_1000_03.png,sd300b_plain_roll_00001038_03,sd300b_plain_roll_00001039_03
sd300b_plain_roll_next_subject_impostor_03_00001039_00001040,sd300b,plain_roll_next_subject_impostor,3,00001039,00001040,385,394,38,39,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001039_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001040_roll_1000_03.png,sd300b_plain_roll_00001039_03,sd300b_plain_roll_00001040_03
sd300b_plain_roll_next_subject_impostor_03_00001040_00001041,sd300b,plain_roll_next_subject_impostor,3,00001040,00001041,394,402,39,40,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001041_roll_1000_03.png,sd300b_plain_roll_00001040_03,sd300b_plain_roll_00001041_03
sd300b_plain_roll_next_subject_impostor_03_00001041_00001042,sd300b,plain_roll_next_subject_impostor,3,00001041,00001042,402,412,40,41,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001041_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001042_roll_1000_03.png,sd300b_plain_roll_00001041_03,sd300b_plain_roll_00001042_03
sd300b_plain_roll_next_subject_impostor_03_00001042_00001043,sd300b,plain_roll_next_subject_impostor,3,00001042,00001043,412,422,41,42,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001042_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001043_roll_1000_03.png,sd300b_plain_roll_00001042_03,sd300b_plain_roll_00001043_03
sd300b_plain_roll_next_subject_impostor_03_00001043_00001044,sd300b,plain_roll_next_subject_impostor,3,00001043,00001044,422,431,42,43,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001043_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001044_roll_1000_03.png,sd300b_plain_roll_00001043_03,sd300b_plain_roll_00001044_03
sd300b_plain_roll_next_subject_impostor_03_00001044_00001045,sd300b,plain_roll_next_subject_impostor,3,00001044,00001045,431,440,43,44,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001045_roll_1000_03.png,sd300b_plain_roll_00001044_03,sd300b_plain_roll_00001045_03
sd300b_plain_roll_next_subject_impostor_03_00001045_00001046,sd300b,plain_roll_next_subject_impostor,3,00001045,00001046,440,449,44,45,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001045_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001046_roll_1000_03.png,sd300b_plain_roll_00001045_03,sd300b_plain_roll_00001046_03
sd300b_plain_roll_next_subject_impostor_03_00001046_00001047,sd300b,plain_roll_next_subject_impostor,3,00001046,00001047,449,458,45,46,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001046_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001047_roll_1000_03.png,sd300b_plain_roll_00001046_03,sd300b_plain_roll_00001047_03
sd300b_plain_roll_next_subject_impostor_03_00001047_00001048,sd300b,plain_roll_next_subject_impostor,3,00001047,00001048,458,468,46,47,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001047_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001048_roll_1000_03.png,sd300b_plain_roll_00001047_03,sd300b_plain_roll_00001048_03
sd300b_plain_roll_next_subject_impostor_03_00001048_00001049,sd300b,plain_roll_next_subject_impostor,3,00001048,00001049,468,478,47,48,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001048_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001049_roll_1000_03.png,sd300b_plain_roll_00001048_03,sd300b_plain_roll_00001049_03
sd300b_plain_roll_next_subject_impostor_03_00001049_00001050,sd300b,plain_roll_next_subject_impostor,3,00001049,00001050,478,488,48,49,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001049_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001050_roll_1000_03.png,sd300b_plain_roll_00001049_03,sd300b_plain_roll_00001050_03
sd300b_plain_roll_next_subject_impostor_03_00001050_00001000,sd300b,plain_roll_next_subject_impostor,3,00001050,00001000,488,3,49,0,1,1000,3,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001000_roll_1000_03.png,sd300b_plain_roll_00001050_03,sd300b_plain_roll_00001000_03
sd300b_plain_roll_next_subject_impostor_04_00001000_00001001,sd300b,plain_roll_next_subject_impostor,4,00001000,00001001,4,13,0,1,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001000_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001001_roll_1000_04.png,sd300b_plain_roll_00001000_04,sd300b_plain_roll_00001001_04
sd300b_plain_roll_next_subject_impostor_04_00001001_00001002,sd300b,plain_roll_next_subject_impostor,4,00001001,00001002,13,22,1,2,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001001_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001002_roll_1000_04.png,sd300b_plain_roll_00001001_04,sd300b_plain_roll_00001002_04
sd300b_plain_roll_next_subject_impostor_04_00001002_00001003,sd300b,plain_roll_next_subject_impostor,4,00001002,00001003,22,32,2,3,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001002_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001003_roll_1000_04.png,sd300b_plain_roll_00001002_04,sd300b_plain_roll_00001003_04
sd300b_plain_roll_next_subject_impostor_04_00001003_00001004,sd300b,plain_roll_next_subject_impostor,4,00001003,00001004,32,42,3,4,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001003_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_04.png,sd300b_plain_roll_00001003_04,sd300b_plain_roll_00001004_04
sd300b_plain_roll_next_subject_impostor_04_00001004_00001005,sd300b,plain_roll_next_subject_impostor,4,00001004,00001005,42,50,4,5,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_04.png,sd300b_plain_roll_00001004_04,sd300b_plain_roll_00001005_04
sd300b_plain_roll_next_subject_impostor_04_00001005_00001006,sd300b,plain_roll_next_subject_impostor,4,00001005,00001006,50,60,5,6,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_04.png,sd300b_plain_roll_00001005_04,sd300b_plain_roll_00001006_04
sd300b_plain_roll_next_subject_impostor_04_00001006_00001007,sd300b,plain_roll_next_subject_impostor,4,00001006,00001007,60,70,6,7,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_04.png,sd300b_plain_roll_00001006_04,sd300b_plain_roll_00001007_04
sd300b_plain_roll_next_subject_impostor_04_00001007_00001008,sd300b,plain_roll_next_subject_impostor,4,00001007,00001008,70,80,7,8,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001008_roll_1000_04.png,sd300b_plain_roll_00001007_04,sd300b_plain_roll_00001008_04
sd300b_plain_roll_next_subject_impostor_04_00001008_00001009,sd300b,plain_roll_next_subject_impostor,4,00001008,00001009,80,90,8,9,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001008_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_04.png,sd300b_plain_roll_00001008_04,sd300b_plain_roll_00001009_04
sd300b_plain_roll_next_subject_impostor_04_00001009_00001010,sd300b,plain_roll_next_subject_impostor,4,00001009,00001010,90,100,9,10,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_04.png,sd300b_plain_roll_00001009_04,sd300b_plain_roll_00001010_04
sd300b_plain_roll_next_subject_impostor_04_00001010_00001011,sd300b,plain_roll_next_subject_impostor,4,00001010,00001011,100,110,10,11,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001011_roll_1000_04.png,sd300b_plain_roll_00001010_04,sd300b_plain_roll_00001011_04
sd300b_plain_roll_next_subject_impostor_04_00001011_00001012,sd300b,plain_roll_next_subject_impostor,4,00001011,00001012,110,120,11,12,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001011_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_04.png,sd300b_plain_roll_00001011_04,sd300b_plain_roll_00001012_04
sd300b_plain_roll_next_subject_impostor_04_00001012_00001013,sd300b,plain_roll_next_subject_impostor,4,00001012,00001013,120,130,12,13,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001013_roll_1000_04.png,sd300b_plain_roll_00001012_04,sd300b_plain_roll_00001013_04
sd300b_plain_roll_next_subject_impostor_04_00001013_00001014,sd300b,plain_roll_next_subject_impostor,4,00001013,00001014,130,140,13,14,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001013_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001014_roll_1000_04.png,sd300b_plain_roll_00001013_04,sd300b_plain_roll_00001014_04
sd300b_plain_roll_next_subject_impostor_04_00001014_00001015,sd300b,plain_roll_next_subject_impostor,4,00001014,00001015,140,150,14,15,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001014_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001015_roll_1000_04.png,sd300b_plain_roll_00001014_04,sd300b_plain_roll_00001015_04
sd300b_plain_roll_next_subject_impostor_04_00001015_00001016,sd300b,plain_roll_next_subject_impostor,4,00001015,00001016,150,160,15,16,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001015_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001016_roll_1000_04.png,sd300b_plain_roll_00001015_04,sd300b_plain_roll_00001016_04
sd300b_plain_roll_next_subject_impostor_04_00001016_00001017,sd300b,plain_roll_next_subject_impostor,4,00001016,00001017,160,170,16,17,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001016_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001017_roll_1000_04.png,sd300b_plain_roll_00001016_04,sd300b_plain_roll_00001017_04
sd300b_plain_roll_next_subject_impostor_04_00001017_00001018,sd300b,plain_roll_next_subject_impostor,4,00001017,00001018,170,180,17,18,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001017_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001018_roll_1000_04.png,sd300b_plain_roll_00001017_04,sd300b_plain_roll_00001018_04
sd300b_plain_roll_next_subject_impostor_04_00001018_00001019,sd300b,plain_roll_next_subject_impostor,4,00001018,00001019,180,190,18,19,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001018_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001019_roll_1000_04.png,sd300b_plain_roll_00001018_04,sd300b_plain_roll_00001019_04
sd300b_plain_roll_next_subject_impostor_04_00001019_00001020,sd300b,plain_roll_next_subject_impostor,4,00001019,00001020,190,197,19,20,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001019_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001020_roll_1000_04.png,sd300b_plain_roll_00001019_04,sd300b_plain_roll_00001020_04
sd300b_plain_roll_next_subject_impostor_04_00001020_00001021,sd300b,plain_roll_next_subject_impostor,4,00001020,00001021,197,207,20,21,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001020_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001021_roll_1000_04.png,sd300b_plain_roll_00001020_04,sd300b_plain_roll_00001021_04
sd300b_plain_roll_next_subject_impostor_04_00001021_00001022,sd300b,plain_roll_next_subject_impostor,4,00001021,00001022,207,216,21,22,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001021_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001022_roll_1000_04.png,sd300b_plain_roll_00001021_04,sd300b_plain_roll_00001022_04
sd300b_plain_roll_next_subject_impostor_04_00001022_00001023,sd300b,plain_roll_next_subject_impostor,4,00001022,00001023,216,226,22,23,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001022_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001023_roll_1000_04.png,sd300b_plain_roll_00001022_04,sd300b_plain_roll_00001023_04
sd300b_plain_roll_next_subject_impostor_04_00001023_00001024,sd300b,plain_roll_next_subject_impostor,4,00001023,00001024,226,236,23,24,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001023_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001024_roll_1000_04.png,sd300b_plain_roll_00001023_04,sd300b_plain_roll_00001024_04
sd300b_plain_roll_next_subject_impostor_04_00001024_00001025,sd300b,plain_roll_next_subject_impostor,4,00001024,00001025,236,246,24,25,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001024_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001025_roll_1000_04.png,sd300b_plain_roll_00001024_04,sd300b_plain_roll_00001025_04
sd300b_plain_roll_next_subject_impostor_04_00001025_00001026,sd300b,plain_roll_next_subject_impostor,4,00001025,00001026,246,256,25,26,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001025_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001026_roll_1000_04.png,sd300b_plain_roll_00001025_04,sd300b_plain_roll_00001026_04
sd300b_plain_roll_next_subject_impostor_04_00001026_00001027,sd300b,plain_roll_next_subject_impostor,4,00001026,00001027,256,266,26,27,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001027_roll_1000_04.png,sd300b_plain_roll_00001026_04,sd300b_plain_roll_00001027_04
sd300b_plain_roll_next_subject_impostor_04_00001027_00001028,sd300b,plain_roll_next_subject_impostor,4,00001027,00001028,266,276,27,28,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001028_roll_1000_04.png,sd300b_plain_roll_00001027_04,sd300b_plain_roll_00001028_04
sd300b_plain_roll_next_subject_impostor_04_00001028_00001029,sd300b,plain_roll_next_subject_impostor,4,00001028,00001029,276,286,28,29,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_04.png,sd300b_plain_roll_00001028_04,sd300b_plain_roll_00001029_04
sd300b_plain_roll_next_subject_impostor_04_00001029_00001030,sd300b,plain_roll_next_subject_impostor,4,00001029,00001030,286,296,29,30,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_04.png,sd300b_plain_roll_00001029_04,sd300b_plain_roll_00001030_04
sd300b_plain_roll_next_subject_impostor_04_00001030_00001031,sd300b,plain_roll_next_subject_impostor,4,00001030,00001031,296,306,30,31,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_04.png,sd300b_plain_roll_00001030_04,sd300b_plain_roll_00001031_04
sd300b_plain_roll_next_subject_impostor_04_00001031_00001032,sd300b,plain_roll_next_subject_impostor,4,00001031,00001032,306,316,31,32,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_04.png,sd300b_plain_roll_00001031_04,sd300b_plain_roll_00001032_04
sd300b_plain_roll_next_subject_impostor_04_00001032_00001033,sd300b,plain_roll_next_subject_impostor,4,00001032,00001033,316,326,32,33,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001033_roll_1000_04.png,sd300b_plain_roll_00001032_04,sd300b_plain_roll_00001033_04
sd300b_plain_roll_next_subject_impostor_04_00001033_00001034,sd300b,plain_roll_next_subject_impostor,4,00001033,00001034,326,336,33,34,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001033_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001034_roll_1000_04.png,sd300b_plain_roll_00001033_04,sd300b_plain_roll_00001034_04
sd300b_plain_roll_next_subject_impostor_04_00001034_00001035,sd300b,plain_roll_next_subject_impostor,4,00001034,00001035,336,346,34,35,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001034_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001035_roll_1000_04.png,sd300b_plain_roll_00001034_04,sd300b_plain_roll_00001035_04
sd300b_plain_roll_next_subject_impostor_04_00001035_00001036,sd300b,plain_roll_next_subject_impostor,4,00001035,00001036,346,356,35,36,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001035_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001036_roll_1000_04.png,sd300b_plain_roll_00001035_04,sd300b_plain_roll_00001036_04
sd300b_plain_roll_next_subject_impostor_04_00001036_00001037,sd300b,plain_roll_next_subject_impostor,4,00001036,00001037,356,366,36,37,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001036_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001037_roll_1000_04.png,sd300b_plain_roll_00001036_04,sd300b_plain_roll_00001037_04
sd300b_plain_roll_next_subject_impostor_04_00001037_00001038,sd300b,plain_roll_next_subject_impostor,4,00001037,00001038,366,376,37,38,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001037_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001038_roll_1000_04.png,sd300b_plain_roll_00001037_04,sd300b_plain_roll_00001038_04
sd300b_plain_roll_next_subject_impostor_04_00001038_00001039,sd300b,plain_roll_next_subject_impostor,4,00001038,00001039,376,386,38,39,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001038_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001039_roll_1000_04.png,sd300b_plain_roll_00001038_04,sd300b_plain_roll_00001039_04
sd300b_plain_roll_next_subject_impostor_04_00001039_00001040,sd300b,plain_roll_next_subject_impostor,4,00001039,00001040,386,395,39,40,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001039_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001040_roll_1000_04.png,sd300b_plain_roll_00001039_04,sd300b_plain_roll_00001040_04
sd300b_plain_roll_next_subject_impostor_04_00001040_00001041,sd300b,plain_roll_next_subject_impostor,4,00001040,00001041,395,403,40,41,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001041_roll_1000_04.png,sd300b_plain_roll_00001040_04,sd300b_plain_roll_00001041_04
sd300b_plain_roll_next_subject_impostor_04_00001041_00001042,sd300b,plain_roll_next_subject_impostor,4,00001041,00001042,403,413,41,42,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001041_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001042_roll_1000_04.png,sd300b_plain_roll_00001041_04,sd300b_plain_roll_00001042_04
sd300b_plain_roll_next_subject_impostor_04_00001042_00001043,sd300b,plain_roll_next_subject_impostor,4,00001042,00001043,413,423,42,43,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001042_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001043_roll_1000_04.png,sd300b_plain_roll_00001042_04,sd300b_plain_roll_00001043_04
sd300b_plain_roll_next_subject_impostor_04_00001043_00001044,sd300b,plain_roll_next_subject_impostor,4,00001043,00001044,423,432,43,44,1,1000,4,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001043_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001044_roll_1000_04.png,sd300b_plain_roll_00001043_04,sd300b_plain_roll_00001044_04
