protocol,subject_id,canonical_finger_position,strata,sd300b_pair_id,sd300c_pair_id,sd300b_primary_raw_score,sd300c_primary_raw_score
roll_self,00001119,2,low_positive_both_resolutions,sd300b_roll_self_00001119_02,sd300c_roll_self_00001119_02,210.3027999994313,221.96124815026528
roll_self,00001119,3,low_positive_both_resolutions,sd300b_roll_self_00001119_03,sd300c_roll_self_00001119_03,41.88229363871244,86.92861580798822
roll_self,00001119,4,low_positive_both_resolutions,sd300b_roll_self_00001119_04,sd300c_roll_self_00001119_04,86.92861580798822,86.92861580798822
roll_self,00001119,5,low_positive_both_resolutions,sd300b_roll_self_00001119_05,sd300c_roll_self_00001119_05,186.98590369776346,210.3027999994313
roll_self,00001119,6,low_positive_both_resolutions,sd300b_roll_self_00001119_06,sd300c_roll_self_00001119_06,69.50512088332607,16.586865026205977
roll_self,00001119,7,low_positive_both_resolutions,sd300b_roll_self_00001119_07,sd300c_roll_self_00001119_07,69.50512088332607,54.38764445112881
roll_self,00001119,8,low_positive_both_resolutions,sd300b_roll_self_00001119_08,sd300c_roll_self_00001119_08,54.38764445112881,86.92861580798822
roll_self,00001119,9,low_positive_both_resolutions,sd300b_roll_self_00001119_09,sd300c_roll_self_00001119_09,31.89454412241004,41.88229363871244
roll_self,00001119,10,low_positive_both_resolutions,sd300b_roll_self_00001119_10,sd300c_roll_self_00001119_10,128.69366294359375,54.38764445112881
roll_self,00001127,7,low_positive_both_resolutions,sd300b_roll_self_00001127_07,sd300c_roll_self_00001127_07,361.8626259602725,225.68323872314414
roll_self,00001134,3,low_positive_both_resolutions,sd300b_roll_self_00001134_03,sd300c_roll_self_00001134_03,186.98590369776346,210.3027999994313
roll_self,00001137,3,low_positive_both_resolutions,sd300b_roll_self_00001137_03,sd300c_roll_self_00001137_03,31.89454412241004,31.89454412241004
roll_self,00001137,9,low_positive_both_resolutions,sd300b_roll_self_00001137_09,sd300c_roll_self_00001137_09,152.01055924526162,152.01055924526162
roll_self,00001141,3,low_positive_both_resolutions,sd300b_roll_self_00001141_03,sd300c_roll_self_00001141_03,220.00765859261483,208.24638993874657
roll_self,00001141,4,low_positive_both_resolutions,sd300b_roll_self_00001141_04,sd300c_roll_self_00001141_04,31.89454412241004,16.586865026205977
roll_self,00001141,5,low_positive_both_resolutions,sd300b_roll_self_00001141_05,sd300c_roll_self_00001141_05,69.50512088332607,86.92861580798822
roll_self,00001141,8,low_positive_both_resolutions,sd300b_roll_self_00001141_08,sd300c_roll_self_00001141_08,140.35211109442767,152.01055924526162
roll_self,00001141,9,low_positive_both_resolutions,sd300b_roll_self_00001141_09,sd300c_roll_self_00001141_09,69.50512088332607,54.38764445112881
roll_self,00001141,10,self_zero_both_resolutions,sd300b_roll_self_00001141_10,sd300c_roll_self_00001141_10,0.0,0.0
roll_self,00001145,10,low_positive_both_resolutions,sd300b_roll_self_00001145_10,sd300c_roll_self_00001145_10,69.50512088332607,231.75913481762254
roll_self,00001153,10,low_positive_both_resolutions,sd300b_roll_self_00001153_10,sd300c_roll_self_00001153_10,31.89454412241004,41.88229363871244
roll_self,00001154,1,deterministic_positive_sample,sd300b_roll_self_00001154_01,sd300c_roll_self_00001154_01,979.3007094614823,815.7281078319979
roll_self,00001172,7,low_positive_both_resolutions,sd300b_roll_self_00001172_07,sd300c_roll_self_00001172_07,279.43949325541394,244.34786371019484
roll_self,00001173,1,deterministic_positive_sample,sd300b_roll_self_00001173_01,sd300c_roll_self_00001173_01,1166.1001890502716,1118.684960262099
roll_self,00001186,5,deterministic_positive_sample,sd300b_roll_self_00001186_05,sd300c_roll_self_00001186_05,431.81331450349893,497.1464284521969
roll_self,00001186,6,low_positive_both_resolutions,sd300b_roll_self_00001186_06,sd300c_roll_self_00001186_06,268.59504075360104,256.93659260276706
roll_self,00001188,9,deterministic_positive_sample,sd300b_roll_self_00001188_09,sd300c_roll_self_00001188_09,1153.608856268434,1177.9539965186484
roll_self,00001194,3,low_positive_both_resolutions,sd300b_roll_self_00001194_03,sd300c_roll_self_00001194_03,221.96124815026528,221.96124815026528
roll_self,00001194,4,low_positive_both_resolutions,sd300b_roll_self_00001194_04,sd300c_roll_self_00001194_04,106.65812994866988,128.69366294359375
roll_self,00001194,5,low_positive_both_resolutions,sd300b_roll_self_00001194_05,sd300c_roll_self_00001194_05,54.38764445112881,69.50512088332607
roll_self,00001194,10,low_positive_both_resolutions,sd300b_roll_self_00001194_10,sd300c_roll_self_00001194_10,221.96124815026528,198.64435184859735
roll_self,00001204,9,low_positive_both_resolutions,sd300b_roll_self_00001204_09,sd300c_roll_self_00001204_09,140.35211109442767,221.96124815026528
roll_self,00001204,10,low_positive_both_resolutions,sd300b_roll_self_00001204_10,sd300c_roll_self_00001204_10,268.59504075360104,233.61969630109917
roll_self,00001206,1,deterministic_positive_sample,sd300b_roll_self_00001206_01,sd300c_roll_self_00001206_01,1177.9539965186484,1177.9539965186484
roll_self,00001223,10,deterministic_positive_sample,sd300b_roll_self_00001223_10,sd300c_roll_self_00001223_10,1166.1001890502716,1177.9539965186484
roll_self,00001224,5,deterministic_positive_sample,sd300b_roll_self_00001224_05,sd300c_roll_self_00001224_05,1177.9539965186484,1118.684960262099
roll_self,00001231,7,low_positive_both_resolutions,sd300b_roll_self_00001231_07,sd300c_roll_self_00001231_07,210.3027999994313,268.59504075360104
roll_self,00001232,1,low_positive_both_resolutions,sd300b_roll_self_00001232_01,sd300c_roll_self_00001232_01,268.59504075360104,233.61969630109917
roll_self,00001232,4,low_positive_both_resolutions,sd300b_roll_self_00001232_04,sd300c_roll_self_00001232_04,86.92861580798822,140.35211109442767
roll_self,00001232,5,self_zero_both_resolutions,sd300b_roll_self_00001232_05,sd300c_roll_self_00001232_05,0.0,0.0
roll_self,00001233,9,deterministic_positive_sample,sd300b_roll_self_00001233_09,sd300c_roll_self_00001233_09,1177.9539965186484,1177.9539965186484
roll_self,00001241,3,deterministic_positive_sample,sd300b_roll_self_00001241_03,sd300c_roll_self_00001241_03,1177.9539965186484,1177.9539965186484
roll_self,00001243,2,deterministic_positive_sample,sd300b_roll_self_00001243_02,sd300c_roll_self_00001243_02,1177.9539965186484,1177.9539965186484
roll_self,00001254,6,deterministic_positive_sample,sd300b_roll_self_00001254_06,sd300c_roll_self_00001254_06,1108.0033076136444,1177.9539965186484
roll_self,00001260,6,deterministic_positive_sample,sd300b_roll_self_00001260_06,sd300c_roll_self_00001260_06,1177.9539965186484,1177.9539965186484
roll_self,00001266,6,low_positive_both_resolutions,sd300b_roll_self_00001266_06,sd300c_roll_self_00001266_06,186.98590369776346,175.32745590870678
roll_self,00001266,10,low_positive_both_resolutions,sd300b_roll_self_00001266_10,sd300c_roll_self_00001266_10,152.01055924526162,163.6690077578728
roll_self,00001277,2,deterministic_positive_sample,sd300b_roll_self_00001277_02,sd300c_roll_self_00001277_02,1177.9539965186484,1177.9539965186484
roll_self,00001281,2,low_positive_both_resolutions,sd300b_roll_self_00001281_02,sd300c_roll_self_00001281_02,233.61969630109917,256.93659260276706
roll_self,00001281,3,low_positive_both_resolutions,sd300b_roll_self_00001281_03,sd300c_roll_self_00001281_03,31.89454412241004,106.65812994866988
roll_self,00001281,4,low_positive_both_resolutions,sd300b_roll_self_00001281_04,sd300c_roll_self_00001281_04,291.9119366934916,268.59504075360104
roll_self,00001281,7,low_positive_both_resolutions,sd300b_roll_self_00001281_07,sd300c_roll_self_00001281_07,152.01055924526162,198.64435184859735
roll_self,00001281,10,low_positive_both_resolutions,sd300b_roll_self_00001281_10,sd300c_roll_self_00001281_10,210.3027999994313,140.35211109442767
roll_self,00001286,9,deterministic_positive_sample,sd300b_roll_self_00001286_09,sd300c_roll_self_00001286_09,1177.9539965186484,1177.9539965186484
roll_self,00001299,7,deterministic_positive_sample,sd300b_roll_self_00001299_07,sd300c_roll_self_00001299_07,1177.9539965186484,1177.9539965186484
roll_self,00001300,6,deterministic_positive_sample,sd300b_roll_self_00001300_06,sd300c_roll_self_00001300_06,1177.9539965186484,1177.9539965186484
roll_self,00001318,5,low_positive_both_resolutions,sd300b_roll_self_00001318_05,sd300c_roll_self_00001318_05,54.38764445112881,86.92861580798822
roll_self,00001318,6,low_positive_both_resolutions,sd300b_roll_self_00001318_06,sd300c_roll_self_00001318_06,163.6690077578728,106.65812994866988
roll_self,00001318,8,low_positive_both_resolutions,sd300b_roll_self_00001318_08,sd300c_roll_self_00001318_08,86.92861580798822,175.32745590870678
roll_self,00001318,9,low_positive_both_resolutions,sd300b_roll_self_00001318_09,sd300c_roll_self_00001318_09,210.3027999994313,186.98590369776346
roll_self,00001318,10,low_positive_both_resolutions,sd300b_roll_self_00001318_10,sd300c_roll_self_00001318_10,23.165117663467225,23.165117663467225
roll_self,00001347,4,deterministic_positive_sample,sd300b_roll_self_00001347_04,sd300c_roll_self_00001347_04,1177.9539965186484,1177.9539965186484
roll_self,00001347,7,deterministic_positive_sample,sd300b_roll_self_00001347_07,sd300c_roll_self_00001347_07,1177.9539965186484,1177.9539965186484
roll_self,00001349,3,deterministic_positive_sample,sd300b_roll_self_00001349_03,sd300c_roll_self_00001349_03,1166.1001890502716,1023.8545041328616
roll_self,00001351,6,deterministic_positive_sample,sd300b_roll_self_00001351_06,sd300c_roll_self_00001351_06,1177.9539965186484,1177.9539965186484
roll_self,00001355,10,low_positive_both_resolutions,sd300b_roll_self_00001355_10,sd300c_roll_self_00001355_10,256.93659260276706,303.57038520610286
roll_self,00001362,2,low_positive_both_resolutions,sd300b_roll_self_00001362_02,sd300c_roll_self_00001362_02,221.96124815026528,198.64435184859735
roll_self,00001362,10,deterministic_positive_sample,sd300b_roll_self_00001362_10,sd300c_roll_self_00001362_10,862.9118974954829,874.3202417200175
roll_self,00001364,7,deterministic_positive_sample,sd300b_roll_self_00001364_07,sd300c_roll_self_00001364_07,1177.9539965186484,1177.9539965186484
roll_self,00001379,1,deterministic_positive_sample,sd300b_roll_self_00001379_01,sd300c_roll_self_00001379_01,1177.9539965186484,1177.9539965186484
roll_self,00001384,10,deterministic_positive_sample,sd300b_roll_self_00001384_10,sd300c_roll_self_00001384_10,793.225207179351,886.2357411284371
roll_self,00001401,6,deterministic_positive_sample,sd300b_roll_self_00001401_06,sd300c_roll_self_00001401_06,1177.9539965186484,1177.9539965186484
roll_self,00001403,2,deterministic_positive_sample,sd300b_roll_self_00001403_02,sd300c_roll_self_00001403_02,1177.9539965186484,1177.9539965186484
roll_self,00001408,6,deterministic_positive_sample,sd300b_roll_self_00001408_06,sd300c_roll_self_00001408_06,1177.9539965186484,1177.9539965186484
roll_self,00001411,7,deterministic_positive_sample,sd300b_roll_self_00001411_07,sd300c_roll_self_00001411_07,1177.9539965186484,1177.9539965186484
roll_self,00001439,2,low_positive_both_resolutions,sd300b_roll_self_00001439_02,sd300c_roll_self_00001439_02,275.211967465337,431.81331450349893
roll_self,00001439,5,low_positive_both_resolutions,sd300b_roll_self_00001439_05,sd300c_roll_self_00001439_05,23.165117663467225,31.89454412241004
roll_self,00001439,6,low_positive_both_resolutions,sd300b_roll_self_00001439_06,sd300c_roll_self_00001439_06,163.6690077578728,128.69366294359375
roll_self,00001439,10,low_positive_both_resolutions,sd300b_roll_self_00001439_10,sd300c_roll_self_00001439_10,69.50512088332607,69.50512088332607
roll_self,00001440,6,deterministic_positive_sample,sd300b_roll_self_00001440_06,sd300c_roll_self_00001440_06,1166.1001890502716,1177.9539965186484
roll_self,00001440,10,deterministic_positive_sample,sd300b_roll_self_00001440_10,sd300c_roll_self_00001440_10,1177.9539965186484,1177.9539965186484
roll_self,00001449,9,low_positive_both_resolutions,sd300b_roll_self_00001449_09,sd300c_roll_self_00001449_09,222.15297498445517,525.0809000719476
roll_self,00001450,7,low_positive_both_resolutions,sd300b_roll_self_00001450_07,sd300c_roll_self_00001450_07,544.6277112623603,269.0384377401452
roll_self,00001450,10,low_positive_both_resolutions,sd300b_roll_self_00001450_10,sd300c_roll_self_00001450_10,233.61969630109917,256.93659260276706
roll_self,00001455,1,low_positive_both_resolutions,sd300b_roll_self_00001455_01,sd300c_roll_self_00001455_01,54.38764445112881,128.69366294359375
roll_self,00001455,10,low_positive_both_resolutions,sd300b_roll_self_00001455_10,sd300c_roll_self_00001455_10,226.0574141424522,247.65704220392735
roll_self,00001463,8,deterministic_positive_sample,sd300b_roll_self_00001463_08,sd300c_roll_self_00001463_08,1166.1001890502716,1177.9539965186484
roll_self,00001467,2,deterministic_positive_sample,sd300b_roll_self_00001467_02,sd300c_roll_self_00001467_02,1177.9539965186484,1177.9539965186484
roll_self,00001474,8,deterministic_positive_sample,sd300b_roll_self_00001474_08,sd300c_roll_self_00001474_08,1177.9539965186484,1177.9539965186484
roll_self,00001479,3,deterministic_positive_sample,sd300b_roll_self_00001479_03,sd300c_roll_self_00001479_03,1177.9539965186484,1177.9539965186484
roll_self,00001485,10,low_positive_both_resolutions,sd300b_roll_self_00001485_10,sd300c_roll_self_00001485_10,16.586865026205977,69.50512088332607
roll_self,00001491,7,deterministic_positive_sample,sd300b_roll_self_00001491_07,sd300c_roll_self_00001491_07,1177.9539965186484,1166.1001890502716
roll_self,00001509,5,deterministic_positive_sample,sd300b_roll_self_00001509_05,sd300c_roll_self_00001509_05,1154.2463823054504,1142.392574837074
roll_self,00001513,3,deterministic_positive_sample,sd300b_roll_self_00001513_03,sd300c_roll_self_00001513_03,1177.9539965186484,1177.9539965186484
roll_self,00001513,7,low_positive_both_resolutions,sd300b_roll_self_00001513_07,sd300c_roll_self_00001513_07,198.64435184859735,338.5457296586046
roll_self,00001515,5,low_positive_both_resolutions,sd300b_roll_self_00001515_05,sd300c_roll_self_00001515_05,185.7649102242319,232.64290152227397
roll_self,00001518,2,deterministic_positive_sample,sd300b_roll_self_00001518_02,sd300c_roll_self_00001518_02,1177.9539965186484,1177.9539965186484
roll_self,00001518,4,deterministic_positive_sample,sd300b_roll_self_00001518_04,sd300c_roll_self_00001518_04,1177.9539965186484,1177.9539965186484
roll_self,00001532,7,deterministic_positive_sample,sd300b_roll_self_00001532_07,sd300c_roll_self_00001532_07,1142.392574837074,1177.9539965186484
roll_self,00001539,4,low_positive_both_resolutions,sd300b_roll_self_00001539_04,sd300c_roll_self_00001539_04,245.27814445193312,256.0485973492896
roll_self,00001539,9,low_positive_both_resolutions,sd300b_roll_self_00001539_09,sd300c_roll_self_00001539_09,279.43949325541394,202.6279838800902
roll_self,00001545,10,low_positive_both_resolutions,sd300b_roll_self_00001545_10,sd300c_roll_self_00001545_10,303.57038520610286,221.96124815026528
roll_self,00001547,10,deterministic_positive_sample,sd300b_roll_self_00001547_10,sd300c_roll_self_00001547_10,1177.9539965186484,1154.2463823054504
roll_self,00001551,9,deterministic_positive_sample,sd300b_roll_self_00001551_09,sd300c_roll_self_00001551_09,1177.9539965186484,1177.9539965186484
roll_self,00001556,7,deterministic_positive_sample,sd300b_roll_self_00001556_07,sd300c_roll_self_00001556_07,1154.2463823054504,1166.1001890502716
roll_self,00001566,2,deterministic_positive_sample,sd300b_roll_self_00001566_02,sd300c_roll_self_00001566_02,1177.9539965186484,1177.9539965186484
roll_self,00001572,1,low_positive_both_resolutions,sd300b_roll_self_00001572_01,sd300c_roll_self_00001572_01,31.89454412241004,140.35211109442767
roll_self,00001572,2,low_positive_both_resolutions,sd300b_roll_self_00001572_02,sd300c_roll_self_00001572_02,106.65812994866988,186.98590369776346
roll_self,00001572,3,low_positive_both_resolutions,sd300b_roll_self_00001572_03,sd300c_roll_self_00001572_03,291.9119366934916,268.59504075360104
roll_self,00001572,4,low_positive_both_resolutions,sd300b_roll_self_00001572_04,sd300c_roll_self_00001572_04,210.3027999994313,186.98590369776346
roll_self,00001572,5,low_positive_both_resolutions,sd300b_roll_self_00001572_05,sd300c_roll_self_00001572_05,69.50512088332607,86.92861580798822
roll_self,00001580,7,deterministic_positive_sample,sd300b_roll_self_00001580_07,sd300c_roll_self_00001580_07,1177.9539965186484,1177.9539965186484
roll_self,00001586,4,deterministic_positive_sample,sd300b_roll_self_00001586_04,sd300c_roll_self_00001586_04,1177.9539965186484,1177.9539965186484
roll_self,00001587,8,deterministic_positive_sample,sd300b_roll_self_00001587_08,sd300c_roll_self_00001587_08,1177.9539965186484,1177.9539965186484
roll_self,00001591,2,deterministic_positive_sample,sd300b_roll_self_00001591_02,sd300c_roll_self_00001591_02,1166.1001890502716,1154.2463823054504
roll_self,00001597,1,deterministic_positive_sample,sd300b_roll_self_00001597_01,sd300c_roll_self_00001597_01,1177.9539965186484,1166.1001890502716
roll_self,00001600,4,deterministic_positive_sample,sd300b_roll_self_00001600_04,sd300c_roll_self_00001600_04,1177.9539965186484,1177.9539965186484
roll_self,00001611,1,deterministic_positive_sample,sd300b_roll_self_00001611_01,sd300c_roll_self_00001611_01,1177.9539965186484,1177.9539965186484
roll_self,00001613,4,deterministic_positive_sample,sd300b_roll_self_00001613_04,sd300c_roll_self_00001613_04,1177.9539965186484,1177.9539965186484
roll_self,00001621,2,deterministic_positive_sample,sd300b_roll_self_00001621_02,sd300c_roll_self_00001621_02,1118.684960262099,1177.9539965186484
roll_self,00001622,2,deterministic_positive_sample,sd300b_roll_self_00001622_02,sd300c_roll_self_00001622_02,1177.9539965186484,1177.9539965186484
roll_self,00001622,4,deterministic_positive_sample,sd300b_roll_self_00001622_04,sd300c_roll_self_00001622_04,1177.9539965186484,1177.9539965186484
roll_self,00001630,6,deterministic_positive_sample,sd300b_roll_self_00001630_06,sd300c_roll_self_00001630_06,1177.9539965186484,1177.9539965186484
roll_self,00001641,7,deterministic_positive_sample,sd300b_roll_self_00001641_07,sd300c_roll_self_00001641_07,1177.9539965186484,1177.9539965186484
roll_self,00001645,2,deterministic_positive_sample,sd300b_roll_self_00001645_02,sd300c_roll_self_00001645_02,1166.1001890502716,1166.1001890502716
roll_self,00001645,9,deterministic_positive_sample,sd300b_roll_self_00001645_09,sd300c_roll_self_00001645_09,1177.9539965186484,1177.9539965186484
roll_self,00001657,3,deterministic_positive_sample,sd300b_roll_self_00001657_03,sd300c_roll_self_00001657_03,1177.9539965186484,1177.9539965186484
roll_self,00001670,10,low_positive_both_resolutions,sd300b_roll_self_00001670_10,sd300c_roll_self_00001670_10,267.7456539894052,220.00765859261483
roll_self,00001684,6,deterministic_positive_sample,sd300b_roll_self_00001684_06,sd300c_roll_self_00001684_06,1061.369515010309,1177.9539965186484
roll_self,00001684,10,low_positive_both_resolutions,sd300b_roll_self_00001684_10,sd300c_roll_self_00001684_10,198.64435184859735,186.98590369776346
roll_self,00001685,8,deterministic_positive_sample,sd300b_roll_self_00001685_08,sd300c_roll_self_00001685_08,1177.9539965186484,1177.9539965186484
roll_self,00001687,4,deterministic_positive_sample,sd300b_roll_self_00001687_04,sd300c_roll_self_00001687_04,1177.9539965186484,1154.2463823054504
roll_self,00001692,4,low_positive_both_resolutions,sd300b_roll_self_00001692_04,sd300c_roll_self_00001692_04,361.8626259602725,163.6690077578728
roll_self,00001692,5,self_zero_sd300b_only,sd300b_roll_self_00001692_05,sd300c_roll_self_00001692_05,0.0,23.165117663467225
roll_self,00001692,6,low_positive_both_resolutions,sd300b_roll_self_00001692_06,sd300c_roll_self_00001692_06,186.98590369776346,140.35211109442767
roll_self,00001692,9,low_positive_both_resolutions,sd300b_roll_self_00001692_09,sd300c_roll_self_00001692_09,210.3027999994313,280.253488904435
roll_self,00001692,10,deterministic_positive_sample,sd300b_roll_self_00001692_10,sd300c_roll_self_00001692_10,558.5240166968554,617.9798831135117
roll_self,00001699,2,deterministic_positive_sample,sd300b_roll_self_00001699_02,sd300c_roll_self_00001699_02,1177.9539965186484,1177.9539965186484
roll_self,00001700,7,deterministic_positive_sample,sd300b_roll_self_00001700_07,sd300c_roll_self_00001700_07,1177.9539965186484,1177.9539965186484
roll_self,00001717,10,deterministic_positive_sample,sd300b_roll_self_00001717_10,sd300c_roll_self_00001717_10,664.9822775201776,688.2991738218456
roll_self,00001718,10,deterministic_positive_sample,sd300b_roll_self_00001718_10,sd300c_roll_self_00001718_10,1049.711066859475,956.443481291026
roll_self,00001725,1,low_positive_both_resolutions,sd300b_roll_self_00001725_01,sd300c_roll_self_00001725_01,175.32745590870678,221.96124815026528
roll_self,00001725,4,low_positive_both_resolutions,sd300b_roll_self_00001725_04,sd300c_roll_self_00001725_04,210.3027999994313,210.3027999994313
roll_self,00001725,6,low_positive_both_resolutions,sd300b_roll_self_00001725_06,sd300c_roll_self_00001725_06,186.98590369776346,163.6690077578728
roll_self,00001725,7,low_positive_both_resolutions,sd300b_roll_self_00001725_07,sd300c_roll_self_00001725_07,69.50512088332607,31.89454412241004
roll_self,00001725,8,low_positive_both_resolutions,sd300b_roll_self_00001725_08,sd300c_roll_self_00001725_08,233.61969630109917,198.64435184859735
roll_self,00001725,9,low_positive_both_resolutions,sd300b_roll_self_00001725_09,sd300c_roll_self_00001725_09,152.01055924526162,198.64435184859735
roll_self,00001725,10,low_positive_both_resolutions,sd300b_roll_self_00001725_10,sd300c_roll_self_00001725_10,16.586865026205977,31.89454412241004
roll_self,00001726,6,deterministic_positive_sample,sd300b_roll_self_00001726_06,sd300c_roll_self_00001726_06,1177.9539965186484,1177.9539965186484
roll_self,00001730,1,deterministic_positive_sample,sd300b_roll_self_00001730_01,sd300c_roll_self_00001730_01,1177.9539965186484,1177.9539965186484
roll_self,00001738,1,low_positive_both_resolutions,sd300b_roll_self_00001738_01,sd300c_roll_self_00001738_01,54.38764445112881,69.50512088332607
roll_self,00001738,2,self_zero_both_resolutions,sd300b_roll_self_00001738_02,sd300c_roll_self_00001738_02,0.0,0.0
roll_self,00001738,3,self_zero_both_resolutions,sd300b_roll_self_00001738_03,sd300c_roll_self_00001738_03,0.0,0.0
roll_self,00001738,4,self_zero_both_resolutions,sd300b_roll_self_00001738_04,sd300c_roll_self_00001738_04,0.0,0.0
roll_self,00001738,5,low_positive_both_resolutions,sd300b_roll_self_00001738_05,sd300c_roll_self_00001738_05,256.93659260276706,233.61969630109917
roll_self,00001738,6,self_zero_sd300b_only,sd300b_roll_self_00001738_06,sd300c_roll_self_00001738_06,0.0,16.586865026205977
roll_self,00001738,7,self_zero_both_resolutions,sd300b_roll_self_00001738_07,sd300c_roll_self_00001738_07,0.0,0.0
roll_self,00001738,8,self_zero_both_resolutions,sd300b_roll_self_00001738_08,sd300c_roll_self_00001738_08,0.0,0.0
roll_self,00001738,9,self_zero_both_resolutions,sd300b_roll_self_00001738_09,sd300c_roll_self_00001738_09,0.0,0.0
roll_self,00001738,10,self_zero_sd300c_only,sd300b_roll_self_00001738_10,sd300c_roll_self_00001738_10,16.586865026205977,0.0
roll_self,00001742,4,deterministic_positive_sample,sd300b_roll_self_00001742_04,sd300c_roll_self_00001742_04,1177.9539965186484,1177.9539965186484
roll_self,00001743,9,deterministic_positive_sample,sd300b_roll_self_00001743_09,sd300c_roll_self_00001743_09,1177.9539965186484,1177.9539965186484
roll_self,00001743,10,deterministic_positive_sample,sd300b_roll_self_00001743_10,sd300c_roll_self_00001743_10,1154.2463823054504,1177.9539965186484
roll_self,00001753,2,deterministic_positive_sample,sd300b_roll_self_00001753_02,sd300c_roll_self_00001753_02,1177.9539965186484,1166.1001890502716
roll_self,00001756,5,deterministic_positive_sample,sd300b_roll_self_00001756_05,sd300c_roll_self_00001756_05,1177.9539965186484,1177.9539965186484
roll_self,00001757,4,deterministic_positive_sample,sd300b_roll_self_00001757_04,sd300c_roll_self_00001757_04,1177.9539965186484,1177.9539965186484
roll_self,00001763,8,low_positive_both_resolutions,sd300b_roll_self_00001763_08,sd300c_roll_self_00001763_08,280.253488904435,268.59504075360104
roll_self,00001763,9,low_positive_both_resolutions,sd300b_roll_self_00001763_09,sd300c_roll_self_00001763_09,220.93304311992287,256.93659260276706
roll_self,00001772,1,deterministic_positive_sample,sd300b_roll_self_00001772_01,sd300c_roll_self_00001772_01,1154.2463823054504,1166.1001890502716
roll_self,00001777,4,deterministic_positive_sample,sd300b_roll_self_00001777_04,sd300c_roll_self_00001777_04,1177.9539965186484,1177.9539965186484
roll_self,00001780,10,deterministic_positive_sample,sd300b_roll_self_00001780_10,sd300c_roll_self_00001780_10,1166.1001890502716,1154.2463823054504
roll_self,00001785,3,deterministic_positive_sample,sd300b_roll_self_00001785_03,sd300c_roll_self_00001785_03,1177.9539965186484,1166.1001890502716
roll_self,00001804,4,deterministic_positive_sample,sd300b_roll_self_00001804_04,sd300c_roll_self_00001804_04,1177.9539965186484,1177.9539965186484
roll_self,00001805,4,low_positive_both_resolutions,sd300b_roll_self_00001805_04,sd300c_roll_self_00001805_04,16.586865026205977,41.88229363871244
roll_self,00001805,5,low_positive_both_resolutions,sd300b_roll_self_00001805_05,sd300c_roll_self_00001805_05,268.59504075360104,326.8872815077707
roll_self,00001805,10,low_positive_both_resolutions,sd300b_roll_self_00001805_10,sd300c_roll_self_00001805_10,268.59504075360104,315.2288333569368
roll_self,00001811,9,deterministic_positive_sample,sd300b_roll_self_00001811_09,sd300c_roll_self_00001811_09,1177.9539965186484,1106.8311538790545
roll_self,00001821,4,deterministic_positive_sample,sd300b_roll_self_00001821_04,sd300c_roll_self_00001821_04,1177.9539965186484,1177.9539965186484
roll_self,00001824,8,deterministic_positive_sample,sd300b_roll_self_00001824_08,sd300c_roll_self_00001824_08,1142.392574837074,1166.1001890502716
roll_self,00001838,4,deterministic_positive_sample,sd300b_roll_self_00001838_04,sd300c_roll_self_00001838_04,1177.9539965186484,1177.9539965186484
roll_self,00001838,7,deterministic_positive_sample,sd300b_roll_self_00001838_07,sd300c_roll_self_00001838_07,1177.9539965186484,1177.9539965186484
roll_self,00001841,9,low_positive_both_resolutions,sd300b_roll_self_00001841_09,sd300c_roll_self_00001841_09,221.96124815026528,186.98590369776346
roll_self,00001848,10,deterministic_positive_sample,sd300b_roll_self_00001848_10,sd300c_roll_self_00001848_10,1177.9539965186484,1177.9539965186484
roll_self,00001871,3,deterministic_positive_sample,sd300b_roll_self_00001871_03,sd300c_roll_self_00001871_03,1177.9539965186484,1177.9539965186484
roll_self,00001872,3,deterministic_positive_sample,sd300b_roll_self_00001872_03,sd300c_roll_self_00001872_03,1166.1001890502716,1177.9539965186484
roll_self,00001879,2,deterministic_positive_sample,sd300b_roll_self_00001879_02,sd300c_roll_self_00001879_02,1177.9539965186484,1177.9539965186484
roll_self,00001885,8,deterministic_positive_sample,sd300b_roll_self_00001885_08,sd300c_roll_self_00001885_08,1177.9539965186484,1177.9539965186484
roll_self,00001886,6,low_positive_both_resolutions,sd300b_roll_self_00001886_06,sd300c_roll_self_00001886_06,163.6690077578728,210.3027999994313
roll_self,00001887,8,low_positive_both_resolutions,sd300b_roll_self_00001887_08,sd300c_roll_self_00001887_08,261.70001878542286,337.872078087001
plain_roll,00001000,8,plain_roll_zero_sd300b_only,sd300b_plain_roll_00001000_08,sd300c_plain_roll_00001000_08,0.0,1.1655782269606825
plain_roll,00001000,10,plain_roll_zero_sd300b_only,sd300b_plain_roll_00001000_10,sd300c_plain_roll_00001000_10,0.0,0.3568606680727854
plain_roll,00001001,5,deterministic_positive_sample,sd300b_plain_roll_00001001_05,sd300c_plain_roll_00001001_05,70.81980339148356,65.4611128666094
plain_roll,00001004,9,plain_roll_zero_sd300c_only,sd300b_plain_roll_00001004_09,sd300c_plain_roll_00001004_09,50.318931666661115,0.0
plain_roll,00001005,1,plain_roll_zero_both_resolutions,sd300b_plain_roll_00001005_01,sd300c_plain_roll_00001005_01,0.0,0.0
plain_roll,00001007,10,plain_roll_zero_sd300c_only,sd300b_plain_roll_00001007_10,sd300c_plain_roll_00001007_10,10.47297473637374,0.0
plain_roll,00001010,2,plain_roll_zero_sd300b_only,sd300b_plain_roll_00001010_02,sd300c_plain_roll_00001010_02,0.0,0.7934617879069757
