dataset,subject_id,canonical_finger_position,plain_self_pair_id,roll_self_pair_id,base_plain_roll_pair_id,plain_self_decision,roll_self_decision,plain_self_status,roll_self_status,plain_self_raw_score,roll_self_raw_score,plain_self_keypoint_count_a,plain_self_keypoint_count_b,plain_self_candidate_match_count,plain_self_geometric_inlier_count,plain_self_inlier_ratio,plain_self_geometric_model_status,roll_self_keypoint_count_a,roll_self_keypoint_count_b,roll_self_candidate_match_count,roll_self_geometric_inlier_count,roll_self_inlier_ratio,roll_self_geometric_model_status
sd300b,00001141,2,sd300b_plain_self_00001141_02,sd300b_roll_self_00001141_02,sd300b_plain_roll_00001141_02,accepted,accepted,ok,ok,1176.0,3001.0,1176,1176,1176,1176,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001141,3,sd300b_plain_self_00001141_03,sd300b_roll_self_00001141_03,sd300b_plain_roll_00001141_03,accepted,accepted,ok,ok,1937.0,3000.0,1937,1937,1937,1937,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001141,4,sd300b_plain_self_00001141_04,sd300b_roll_self_00001141_04,sd300b_plain_roll_00001141_04,accepted,accepted,ok,ok,1652.0,1457.0,1652,1652,1652,1652,1.0,success,1457,1457,1457,1457,1.0,success
sd300b,00001141,5,sd300b_plain_self_00001141_05,sd300b_roll_self_00001141_05,sd300b_plain_roll_00001141_05,accepted,accepted,ok,ok,1806.0,1563.0,1806,1806,1806,1806,1.0,success,1563,1563,1563,1563,1.0,success
sd300b,00001141,6,sd300b_plain_self_00001141_06,sd300b_roll_self_00001141_06,sd300b_plain_roll_00001141_06,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001141,7,sd300b_plain_self_00001141_07,sd300b_roll_self_00001141_07,sd300b_plain_roll_00001141_07,accepted,accepted,ok,ok,2383.0,3000.0,2383,2383,2383,2383,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001141,8,sd300b_plain_self_00001141_08,sd300b_roll_self_00001141_08,sd300b_plain_roll_00001141_08,accepted,accepted,ok,ok,2647.0,2327.0,2647,2647,2647,2647,1.0,success,2327,2327,2327,2327,1.0,success
sd300b,00001141,9,sd300b_plain_self_00001141_09,sd300b_roll_self_00001141_09,sd300b_plain_roll_00001141_09,accepted,accepted,ok,ok,3000.0,856.0,3000,3000,3000,3000,1.0,success,856,856,856,856,1.0,success
sd300b,00001141,10,sd300b_plain_self_00001141_10,sd300b_roll_self_00001141_10,sd300b_plain_roll_00001141_10,accepted,accepted,ok,ok,2137.0,376.0,2137,2137,2137,2137,1.0,success,376,376,376,376,1.0,success
sd300b,00001142,1,sd300b_plain_self_00001142_01,sd300b_roll_self_00001142_01,sd300b_plain_roll_00001142_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001142,3,sd300b_plain_self_00001142_03,sd300b_roll_self_00001142_03,sd300b_plain_roll_00001142_03,accepted,accepted,ok,ok,2224.0,3000.0,2224,2224,2224,2224,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001142,4,sd300b_plain_self_00001142_04,sd300b_roll_self_00001142_04,sd300b_plain_roll_00001142_04,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001142,5,sd300b_plain_self_00001142_05,sd300b_roll_self_00001142_05,sd300b_plain_roll_00001142_05,accepted,accepted,ok,ok,991.0,3001.0,991,991,991,991,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001142,6,sd300b_plain_self_00001142_06,sd300b_roll_self_00001142_06,sd300b_plain_roll_00001142_06,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001142,7,sd300b_plain_self_00001142_07,sd300b_roll_self_00001142_07,sd300b_plain_roll_00001142_07,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001142,8,sd300b_plain_self_00001142_08,sd300b_roll_self_00001142_08,sd300b_plain_roll_00001142_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001142,9,sd300b_plain_self_00001142_09,sd300b_roll_self_00001142_09,sd300b_plain_roll_00001142_09,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001142,10,sd300b_plain_self_00001142_10,sd300b_roll_self_00001142_10,sd300b_plain_roll_00001142_10,accepted,accepted,ok,ok,1322.0,3001.0,1322,1322,1322,1322,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001143,1,sd300b_plain_self_00001143_01,sd300b_roll_self_00001143_01,sd300b_plain_roll_00001143_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001143,2,sd300b_plain_self_00001143_02,sd300b_roll_self_00001143_02,sd300b_plain_roll_00001143_02,accepted,accepted,ok,ok,2576.0,3000.0,2576,2576,2576,2576,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001143,3,sd300b_plain_self_00001143_03,sd300b_roll_self_00001143_03,sd300b_plain_roll_00001143_03,accepted,accepted,ok,ok,3001.0,3001.0,3001,3001,3001,3001,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001143,4,sd300b_plain_self_00001143_04,sd300b_roll_self_00001143_04,sd300b_plain_roll_00001143_04,accepted,accepted,ok,ok,2133.0,3000.0,2133,2133,2133,2133,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001143,5,sd300b_plain_self_00001143_05,sd300b_roll_self_00001143_05,sd300b_plain_roll_00001143_05,accepted,accepted,ok,ok,2221.0,3000.0,2221,2221,2221,2221,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001143,6,sd300b_plain_self_00001143_06,sd300b_roll_self_00001143_06,sd300b_plain_roll_00001143_06,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001143,7,sd300b_plain_self_00001143_07,sd300b_roll_self_00001143_07,sd300b_plain_roll_00001143_07,accepted,accepted,ok,ok,2055.0,3000.0,2055,2055,2055,2055,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001143,8,sd300b_plain_self_00001143_08,sd300b_roll_self_00001143_08,sd300b_plain_roll_00001143_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001143,9,sd300b_plain_self_00001143_09,sd300b_roll_self_00001143_09,sd300b_plain_roll_00001143_09,accepted,accepted,ok,ok,2727.0,3000.0,2727,2727,2727,2727,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001143,10,sd300b_plain_self_00001143_10,sd300b_roll_self_00001143_10,sd300b_plain_roll_00001143_10,accepted,accepted,ok,ok,2969.0,3001.0,2969,2969,2969,2969,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001144,1,sd300b_plain_self_00001144_01,sd300b_roll_self_00001144_01,sd300b_plain_roll_00001144_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001144,2,sd300b_plain_self_00001144_02,sd300b_roll_self_00001144_02,sd300b_plain_roll_00001144_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001144,3,sd300b_plain_self_00001144_03,sd300b_roll_self_00001144_03,sd300b_plain_roll_00001144_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001144,4,sd300b_plain_self_00001144_04,sd300b_roll_self_00001144_04,sd300b_plain_roll_00001144_04,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001144,5,sd300b_plain_self_00001144_05,sd300b_roll_self_00001144_05,sd300b_plain_roll_00001144_05,accepted,accepted,ok,ok,1198.0,3000.0,1198,1198,1198,1198,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001144,6,sd300b_plain_self_00001144_06,sd300b_roll_self_00001144_06,sd300b_plain_roll_00001144_06,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001144,7,sd300b_plain_self_00001144_07,sd300b_roll_self_00001144_07,sd300b_plain_roll_00001144_07,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001144,8,sd300b_plain_self_00001144_08,sd300b_roll_self_00001144_08,sd300b_plain_roll_00001144_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001144,9,sd300b_plain_self_00001144_09,sd300b_roll_self_00001144_09,sd300b_plain_roll_00001144_09,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001144,10,sd300b_plain_self_00001144_10,sd300b_roll_self_00001144_10,sd300b_plain_roll_00001144_10,accepted,accepted,ok,ok,3000.0,3002.0,3000,3000,3000,3000,1.0,success,3002,3002,3002,3002,1.0,success
sd300b,00001145,1,sd300b_plain_self_00001145_01,sd300b_roll_self_00001145_01,sd300b_plain_roll_00001145_01,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001145,2,sd300b_plain_self_00001145_02,sd300b_roll_self_00001145_02,sd300b_plain_roll_00001145_02,accepted,accepted,ok,ok,2715.0,3000.0,2715,2715,2715,2715,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001145,3,sd300b_plain_self_00001145_03,sd300b_roll_self_00001145_03,sd300b_plain_roll_00001145_03,accepted,accepted,ok,ok,2697.0,3000.0,2697,2697,2697,2697,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001145,4,sd300b_plain_self_00001145_04,sd300b_roll_self_00001145_04,sd300b_plain_roll_00001145_04,accepted,accepted,ok,ok,2098.0,3000.0,2098,2098,2098,2098,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001145,5,sd300b_plain_self_00001145_05,sd300b_roll_self_00001145_05,sd300b_plain_roll_00001145_05,accepted,accepted,ok,ok,813.0,3000.0,813,813,813,813,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001145,6,sd300b_plain_self_00001145_06,sd300b_roll_self_00001145_06,sd300b_plain_roll_00001145_06,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001145,7,sd300b_plain_self_00001145_07,sd300b_roll_self_00001145_07,sd300b_plain_roll_00001145_07,accepted,accepted,ok,ok,1971.0,3001.0,1971,1971,1971,1971,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001145,8,sd300b_plain_self_00001145_08,sd300b_roll_self_00001145_08,sd300b_plain_roll_00001145_08,accepted,accepted,ok,ok,2764.0,3000.0,2764,2764,2764,2764,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001145,9,sd300b_plain_self_00001145_09,sd300b_roll_self_00001145_09,sd300b_plain_roll_00001145_09,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001145,10,sd300b_plain_self_00001145_10,sd300b_roll_self_00001145_10,sd300b_plain_roll_00001145_10,accepted,accepted,ok,ok,1815.0,2035.0,1815,1815,1815,1815,1.0,success,2035,2035,2035,2035,1.0,success
sd300b,00001146,1,sd300b_plain_self_00001146_01,sd300b_roll_self_00001146_01,sd300b_plain_roll_00001146_01,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001146,2,sd300b_plain_self_00001146_02,sd300b_roll_self_00001146_02,sd300b_plain_roll_00001146_02,accepted,accepted,ok,ok,1998.0,3001.0,1998,1998,1998,1998,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001146,3,sd300b_plain_self_00001146_03,sd300b_roll_self_00001146_03,sd300b_plain_roll_00001146_03,accepted,accepted,ok,ok,2668.0,3000.0,2668,2668,2668,2668,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001146,4,sd300b_plain_self_00001146_04,sd300b_roll_self_00001146_04,sd300b_plain_roll_00001146_04,accepted,accepted,ok,ok,1917.0,3001.0,1917,1917,1917,1917,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001146,5,sd300b_plain_self_00001146_05,sd300b_roll_self_00001146_05,sd300b_plain_roll_00001146_05,accepted,accepted,ok,ok,1305.0,3001.0,1305,1305,1305,1305,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001146,6,sd300b_plain_self_00001146_06,sd300b_roll_self_00001146_06,sd300b_plain_roll_00001146_06,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001146,7,sd300b_plain_self_00001146_07,sd300b_roll_self_00001146_07,sd300b_plain_roll_00001146_07,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001146,8,sd300b_plain_self_00001146_08,sd300b_roll_self_00001146_08,sd300b_plain_roll_00001146_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001146,9,sd300b_plain_self_00001146_09,sd300b_roll_self_00001146_09,sd300b_plain_roll_00001146_09,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001146,10,sd300b_plain_self_00001146_10,sd300b_roll_self_00001146_10,sd300b_plain_roll_00001146_10,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001147,1,sd300b_plain_self_00001147_01,sd300b_roll_self_00001147_01,sd300b_plain_roll_00001147_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001147,2,sd300b_plain_self_00001147_02,sd300b_roll_self_00001147_02,sd300b_plain_roll_00001147_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001147,3,sd300b_plain_self_00001147_03,sd300b_roll_self_00001147_03,sd300b_plain_roll_00001147_03,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001147,4,sd300b_plain_self_00001147_04,sd300b_roll_self_00001147_04,sd300b_plain_roll_00001147_04,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001147,5,sd300b_plain_self_00001147_05,sd300b_roll_self_00001147_05,sd300b_plain_roll_00001147_05,accepted,accepted,ok,ok,2131.0,3000.0,2131,2131,2131,2131,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001147,6,sd300b_plain_self_00001147_06,sd300b_roll_self_00001147_06,sd300b_plain_roll_00001147_06,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001147,7,sd300b_plain_self_00001147_07,sd300b_roll_self_00001147_07,sd300b_plain_roll_00001147_07,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001147,8,sd300b_plain_self_00001147_08,sd300b_roll_self_00001147_08,sd300b_plain_roll_00001147_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001147,9,sd300b_plain_self_00001147_09,sd300b_roll_self_00001147_09,sd300b_plain_roll_00001147_09,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001147,10,sd300b_plain_self_00001147_10,sd300b_roll_self_00001147_10,sd300b_plain_roll_00001147_10,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001148,1,sd300b_plain_self_00001148_01,sd300b_roll_self_00001148_01,sd300b_plain_roll_00001148_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001148,2,sd300b_plain_self_00001148_02,sd300b_roll_self_00001148_02,sd300b_plain_roll_00001148_02,accepted,accepted,ok,ok,1194.0,3001.0,1194,1194,1194,1194,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001148,3,sd300b_plain_self_00001148_03,sd300b_roll_self_00001148_03,sd300b_plain_roll_00001148_03,accepted,accepted,ok,ok,811.0,3000.0,811,811,811,811,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001148,4,sd300b_plain_self_00001148_04,sd300b_roll_self_00001148_04,sd300b_plain_roll_00001148_04,accepted,accepted,ok,ok,867.0,3000.0,867,867,867,867,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001148,5,sd300b_plain_self_00001148_05,sd300b_roll_self_00001148_05,sd300b_plain_roll_00001148_05,accepted,accepted,ok,ok,543.0,3000.0,543,543,543,543,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001148,6,sd300b_plain_self_00001148_06,sd300b_roll_self_00001148_06,sd300b_plain_roll_00001148_06,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001148,7,sd300b_plain_self_00001148_07,sd300b_roll_self_00001148_07,sd300b_plain_roll_00001148_07,accepted,accepted,ok,ok,2745.0,3000.0,2745,2745,2745,2745,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001148,8,sd300b_plain_self_00001148_08,sd300b_roll_self_00001148_08,sd300b_plain_roll_00001148_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001148,9,sd300b_plain_self_00001148_09,sd300b_roll_self_00001148_09,sd300b_plain_roll_00001148_09,accepted,accepted,ok,ok,2685.0,3000.0,2685,2685,2685,2685,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001148,10,sd300b_plain_self_00001148_10,sd300b_roll_self_00001148_10,sd300b_plain_roll_00001148_10,accepted,accepted,ok,ok,1335.0,3000.0,1335,1335,1335,1335,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001149,1,sd300b_plain_self_00001149_01,sd300b_roll_self_00001149_01,sd300b_plain_roll_00001149_01,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001149,2,sd300b_plain_self_00001149_02,sd300b_roll_self_00001149_02,sd300b_plain_roll_00001149_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001149,3,sd300b_plain_self_00001149_03,sd300b_roll_self_00001149_03,sd300b_plain_roll_00001149_03,accepted,accepted,ok,ok,3001.0,3002.0,3001,3001,3001,3001,1.0,success,3002,3002,3002,3002,1.0,success
sd300b,00001149,4,sd300b_plain_self_00001149_04,sd300b_roll_self_00001149_04,sd300b_plain_roll_00001149_04,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001149,5,sd300b_plain_self_00001149_05,sd300b_roll_self_00001149_05,sd300b_plain_roll_00001149_05,accepted,accepted,ok,ok,1087.0,3000.0,1087,1087,1087,1087,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001149,6,sd300b_plain_self_00001149_06,sd300b_roll_self_00001149_06,sd300b_plain_roll_00001149_06,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001149,7,sd300b_plain_self_00001149_07,sd300b_roll_self_00001149_07,sd300b_plain_roll_00001149_07,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001149,8,sd300b_plain_self_00001149_08,sd300b_roll_self_00001149_08,sd300b_plain_roll_00001149_08,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001149,9,sd300b_plain_self_00001149_09,sd300b_roll_self_00001149_09,sd300b_plain_roll_00001149_09,accepted,accepted,ok,ok,3000.0,3002.0,3000,3000,3000,3000,1.0,success,3002,3002,3002,3002,1.0,success
sd300b,00001149,10,sd300b_plain_self_00001149_10,sd300b_roll_self_00001149_10,sd300b_plain_roll_00001149_10,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001150,1,sd300b_plain_self_00001150_01,sd300b_roll_self_00001150_01,sd300b_plain_roll_00001150_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001150,2,sd300b_plain_self_00001150_02,sd300b_roll_self_00001150_02,sd300b_plain_roll_00001150_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001150,3,sd300b_plain_self_00001150_03,sd300b_roll_self_00001150_03,sd300b_plain_roll_00001150_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001150,4,sd300b_plain_self_00001150_04,sd300b_roll_self_00001150_04,sd300b_plain_roll_00001150_04,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001150,5,sd300b_plain_self_00001150_05,sd300b_roll_self_00001150_05,sd300b_plain_roll_00001150_05,accepted,accepted,ok,ok,2014.0,3000.0,2014,2014,2014,2014,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001150,6,sd300b_plain_self_00001150_06,sd300b_roll_self_00001150_06,sd300b_plain_roll_00001150_06,accepted,accepted,ok,ok,3001.0,3001.0,3001,3001,3001,3001,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001150,7,sd300b_plain_self_00001150_07,sd300b_roll_self_00001150_07,sd300b_plain_roll_00001150_07,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001150,8,sd300b_plain_self_00001150_08,sd300b_roll_self_00001150_08,sd300b_plain_roll_00001150_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001150,9,sd300b_plain_self_00001150_09,sd300b_roll_self_00001150_09,sd300b_plain_roll_00001150_09,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001150,10,sd300b_plain_self_00001150_10,sd300b_roll_self_00001150_10,sd300b_plain_roll_00001150_10,accepted,accepted,ok,ok,3001.0,3001.0,3001,3001,3001,3001,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001151,1,sd300b_plain_self_00001151_01,sd300b_roll_self_00001151_01,sd300b_plain_roll_00001151_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001151,2,sd300b_plain_self_00001151_02,sd300b_roll_self_00001151_02,sd300b_plain_roll_00001151_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001151,3,sd300b_plain_self_00001151_03,sd300b_roll_self_00001151_03,sd300b_plain_roll_00001151_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001151,4,sd300b_plain_self_00001151_04,sd300b_roll_self_00001151_04,sd300b_plain_roll_00001151_04,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001151,5,sd300b_plain_self_00001151_05,sd300b_roll_self_00001151_05,sd300b_plain_roll_00001151_05,accepted,accepted,ok,ok,1935.0,3001.0,1935,1935,1935,1935,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001151,6,sd300b_plain_self_00001151_06,sd300b_roll_self_00001151_06,sd300b_plain_roll_00001151_06,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001151,7,sd300b_plain_self_00001151_07,sd300b_roll_self_00001151_07,sd300b_plain_roll_00001151_07,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001151,8,sd300b_plain_self_00001151_08,sd300b_roll_self_00001151_08,sd300b_plain_roll_00001151_08,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001151,9,sd300b_plain_self_00001151_09,sd300b_roll_self_00001151_09,sd300b_plain_roll_00001151_09,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001151,10,sd300b_plain_self_00001151_10,sd300b_roll_self_00001151_10,sd300b_plain_roll_00001151_10,accepted,accepted,ok,ok,2234.0,3000.0,2234,2234,2234,2234,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001152,1,sd300b_plain_self_00001152_01,sd300b_roll_self_00001152_01,sd300b_plain_roll_00001152_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001152,2,sd300b_plain_self_00001152_02,sd300b_roll_self_00001152_02,sd300b_plain_roll_00001152_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001152,3,sd300b_plain_self_00001152_03,sd300b_roll_self_00001152_03,sd300b_plain_roll_00001152_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001152,4,sd300b_plain_self_00001152_04,sd300b_roll_self_00001152_04,sd300b_plain_roll_00001152_04,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001152,5,sd300b_plain_self_00001152_05,sd300b_roll_self_00001152_05,sd300b_plain_roll_00001152_05,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001152,6,sd300b_plain_self_00001152_06,sd300b_roll_self_00001152_06,sd300b_plain_roll_00001152_06,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
