pair_id,dataset,protocol,subject_id,canonical_finger_position,status,error_code,raw_score,threshold,accepted,zero_score,geometry_success,geometry_failure_reason,keypoint_count_a,keypoint_count_b,ratio_match_count,mutual_match_count,matches_submitted,inlier_count,outlier_count,total_ms
sd300b_plain_roll_00001130_10,sd300b,plain_roll,00001130,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2504,3001,7,2,2,0,2,406.1764
sd300b_plain_roll_00001132_01,sd300b,plain_roll,00001132,1,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1666,3000,17,2,2,0,2,520.4568
sd300b_plain_roll_00001132_03,sd300b,plain_roll,00001132,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,384,3000,2,0,0,0,0,369.2005
sd300b_plain_roll_00001132_04,sd300b,plain_roll,00001132,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,207,3000,3,0,0,0,0,365.6892
sd300b_plain_roll_00001132_05,sd300b,plain_roll,00001132,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,183,3000,0,0,0,0,0,339.8251
sd300b_plain_roll_00001132_06,sd300b,plain_roll,00001132,6,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1199,3001,99,1,1,0,1,486.5287
sd300b_plain_roll_00001132_07,sd300b,plain_roll,00001132,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,299,3000,0,0,0,0,0,361.4742
sd300b_plain_roll_00001132_08,sd300b,plain_roll,00001132,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,263,3000,1,1,1,0,1,362.9064
sd300b_plain_roll_00001132_09,sd300b,plain_roll,00001132,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,396,3001,0,0,0,0,0,375.2743
sd300b_plain_roll_00001132_10,sd300b,plain_roll,00001132,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,144,3000,0,0,0,0,0,332.932
sd300b_plain_roll_00001133_02,sd300b,plain_roll,00001133,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,19,2,2,0,2,415.2483
sd300b_plain_roll_00001133_07,sd300b,plain_roll,00001133,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,10,0,0,0,0,398.8153
sd300b_plain_roll_00001134_03,sd300b,plain_roll,00001134,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1613,3001,5,0,0,0,0,377.0871
sd300b_plain_roll_00001134_04,sd300b,plain_roll,00001134,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1086,3001,0,0,0,0,0,366.4568
sd300b_plain_roll_00001134_07,sd300b,plain_roll,00001134,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,1,1,0,1,405.0937
sd300b_plain_roll_00001136_02,sd300b,plain_roll,00001136,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,17,2,2,0,2,438.424
sd300b_plain_roll_00001136_03,sd300b,plain_roll,00001136,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,8,0,0,0,0,436.1585
sd300b_plain_roll_00001136_05,sd300b,plain_roll,00001136,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2139,3000,3,1,1,0,1,399.5507
sd300b_plain_roll_00001136_06,sd300b,plain_roll,00001136,6,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3001,16,2,2,0,2,550.7761
sd300b_plain_roll_00001136_07,sd300b,plain_roll,00001136,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2806,3000,4,2,2,0,2,415.2604
sd300b_plain_roll_00001136_08,sd300b,plain_roll,00001136,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,0,0,0,0,457.9101
sd300b_plain_roll_00001136_09,sd300b,plain_roll,00001136,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,4,1,1,0,1,425.3332
sd300b_plain_roll_00001136_10,sd300b,plain_roll,00001136,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,8,1,1,0,1,444.1216
sd300b_plain_roll_00001137_03,sd300b,plain_roll,00001137,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1442,3000,5,1,1,0,1,384.2206
sd300b_plain_roll_00001137_04,sd300b,plain_roll,00001137,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2602,3000,5,2,2,0,2,432.2891
sd300b_plain_roll_00001137_10,sd300b,plain_roll,00001137,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,50,3000,0,0,0,0,0,321.9219
sd300b_plain_roll_00001138_01,sd300b,plain_roll,00001138,1,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,8,2,2,0,2,538.323
sd300b_plain_roll_00001138_03,sd300b,plain_roll,00001138,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1978,3002,4,0,0,0,0,400.3878
sd300b_plain_roll_00001138_04,sd300b,plain_roll,00001138,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1199,3000,2,0,0,0,0,371.5797
sd300b_plain_roll_00001138_05,sd300b,plain_roll,00001138,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1301,3000,0,0,0,0,0,385.5378
sd300b_plain_roll_00001138_07,sd300b,plain_roll,00001138,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,2,0,0,0,0,429.6897
sd300b_plain_roll_00001138_08,sd300b,plain_roll,00001138,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,0,0,0,0,439.4739
sd300b_plain_roll_00001138_09,sd300b,plain_roll,00001138,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3001,2,1,1,0,1,421.6369
sd300b_plain_roll_00001138_10,sd300b,plain_roll,00001138,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1726,3000,3,2,2,0,2,370.1071
sd300b_plain_roll_00001139_04,sd300b,plain_roll,00001139,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,4,0,0,0,0,403.9773
sd300b_plain_roll_00001139_05,sd300b,plain_roll,00001139,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2386,3000,5,2,2,0,2,399.8391
sd300b_plain_roll_00001139_07,sd300b,plain_roll,00001139,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,10,1,1,0,1,407.2717
sd300b_plain_roll_00001139_10,sd300b,plain_roll,00001139,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,1,1,0,1,410.2836
sd300b_plain_roll_00001140_02,sd300b,plain_roll,00001140,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,809,3001,3,1,1,0,1,364.5697
sd300b_plain_roll_00001140_04,sd300b,plain_roll,00001140,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1679,3000,4,2,2,0,2,375.1809
sd300b_plain_roll_00001140_07,sd300b,plain_roll,00001140,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1684,3001,3,1,1,0,1,391.8266
sd300b_plain_roll_00001140_08,sd300b,plain_roll,00001140,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1761,3001,4,1,1,0,1,383.6128
sd300b_plain_roll_00001140_09,sd300b,plain_roll,00001140,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1770,3000,1,0,0,0,0,395.89
sd300b_plain_roll_00001140_10,sd300b,plain_roll,00001140,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1184,3000,0,0,0,0,0,369.1804
sd300b_plain_roll_00001141_02,sd300b,plain_roll,00001141,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1176,3001,4,1,1,0,1,382.7045
sd300b_plain_roll_00001141_03,sd300b,plain_roll,00001141,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1937,3000,2,0,0,0,0,415.2019
sd300b_plain_roll_00001141_04,sd300b,plain_roll,00001141,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1652,1457,1,0,0,0,0,364.8611
sd300b_plain_roll_00001141_05,sd300b,plain_roll,00001141,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1806,1563,3,2,2,0,2,357.0347
sd300b_plain_roll_00001141_09,sd300b,plain_roll,00001141,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,856,15,1,1,0,1,377.9392
sd300b_plain_roll_00001141_10,sd300b,plain_roll,00001141,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2137,376,7,0,0,0,0,338.5731
sd300b_plain_roll_00001142_04,sd300b,plain_roll,00001142,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,19,2,2,0,2,367.538
sd300b_plain_roll_00001142_05,sd300b,plain_roll,00001142,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,991,3001,3,2,2,0,2,289.0187
sd300b_plain_roll_00001142_07,sd300b,plain_roll,00001142,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,11,1,1,0,1,375.2738
sd300b_plain_roll_00001142_10,sd300b,plain_roll,00001142,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1322,3001,4,1,1,0,1,327.4923
sd300b_plain_roll_00001143_02,sd300b,plain_roll,00001143,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2576,3000,7,0,0,0,0,423.6855
sd300b_plain_roll_00001143_05,sd300b,plain_roll,00001143,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2221,3000,10,1,1,0,1,414.0093
sd300b_plain_roll_00001143_07,sd300b,plain_roll,00001143,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2055,3000,7,2,2,0,2,432.8704
sd300b_plain_roll_00001144_02,sd300b,plain_roll,00001144,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,2,2,0,2,409.6737
sd300b_plain_roll_00001144_05,sd300b,plain_roll,00001144,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1198,3000,2,2,2,0,2,385.0031
sd300b_plain_roll_00001144_07,sd300b,plain_roll,00001144,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,2,2,0,2,408.0346
sd300b_plain_roll_00001144_08,sd300b,plain_roll,00001144,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,1,1,0,1,408.6001
sd300b_plain_roll_00001144_10,sd300b,plain_roll,00001144,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3002,7,2,2,0,2,418.4265
sd300b_plain_roll_00001145_04,sd300b,plain_roll,00001145,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2098,3000,6,2,2,0,2,365.8722
sd300b_plain_roll_00001145_05,sd300b,plain_roll,00001145,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,813,3000,0,0,0,0,0,346.7813
sd300b_plain_roll_00001145_07,sd300b,plain_roll,00001145,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1971,3001,3,0,0,0,0,360.5491
sd300b_plain_roll_00001145_08,sd300b,plain_roll,00001145,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2764,3000,8,2,2,0,2,387.6613
sd300b_plain_roll_00001145_10,sd300b,plain_roll,00001145,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1815,2035,1,0,0,0,0,353.0873
sd300b_plain_roll_00001146_10,sd300b,plain_roll,00001146,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,1,1,0,1,399.9199
sd300b_plain_roll_00001147_09,sd300b,plain_roll,00001147,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,13,2,2,0,2,423.0632
sd300b_plain_roll_00001147_10,sd300b,plain_roll,00001147,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,17,0,0,0,0,422.858
sd300b_plain_roll_00001148_05,sd300b,plain_roll,00001148,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,543,3000,4,2,2,0,2,355.1985
sd300b_plain_roll_00001149_08,sd300b,plain_roll,00001149,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,7,2,2,0,2,357.168
sd300b_plain_roll_00001150_04,sd300b,plain_roll,00001150,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,16,2,2,0,2,427.7967
sd300b_plain_roll_00001150_05,sd300b,plain_roll,00001150,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2014,3000,12,1,1,0,1,400.3916
sd300b_plain_roll_00001150_07,sd300b,plain_roll,00001150,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,16,2,2,0,2,413.2667
sd300b_plain_roll_00001151_09,sd300b,plain_roll,00001151,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,9,1,1,0,1,414.5928
sd300b_plain_roll_00001153_01,sd300b,plain_roll,00001153,1,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,5,1,1,0,1,512.2542
sd300b_plain_roll_00001153_04,sd300b,plain_roll,00001153,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,1,1,0,1,387.7517
sd300b_plain_roll_00001153_05,sd300b,plain_roll,00001153,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2683,3000,7,0,0,0,0,406.9072
sd300b_plain_roll_00001153_10,sd300b,plain_roll,00001153,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,721,1908,0,0,0,0,0,316.8219
sd300b_plain_roll_00001155_05,sd300b,plain_roll,00001155,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1931,3000,3,0,0,0,0,422.8482
sd300b_plain_roll_00001155_10,sd300b,plain_roll,00001155,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2825,3001,9,1,1,0,1,437.6055
sd300b_plain_roll_00001156_07,sd300b,plain_roll,00001156,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,2,2,0,2,400.1199
sd300b_plain_roll_00001156_08,sd300b,plain_roll,00001156,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,12,1,1,0,1,391.2186
sd300b_plain_roll_00001156_09,sd300b,plain_roll,00001156,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,21,0,0,0,0,419.3476
sd300b_plain_roll_00001156_10,sd300b,plain_roll,00001156,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2142,3000,8,0,0,0,0,391.3084
sd300b_plain_roll_00001157_05,sd300b,plain_roll,00001157,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2252,3000,8,2,2,0,2,425.2442
sd300b_plain_roll_00001157_08,sd300b,plain_roll,00001157,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2766,3001,18,2,2,0,2,404.8823
sd300b_plain_roll_00001157_10,sd300b,plain_roll,00001157,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,11,2,2,0,2,438.3381
sd300b_plain_roll_00001158_05,sd300b,plain_roll,00001158,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2177,3000,7,1,1,0,1,311.0853
sd300b_plain_roll_00001159_02,sd300b,plain_roll,00001159,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,20,2,2,0,2,373.5484
sd300b_plain_roll_00001159_04,sd300b,plain_roll,00001159,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2118,3000,5,2,2,0,2,336.8645
sd300b_plain_roll_00001159_09,sd300b,plain_roll,00001159,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,8,0,0,0,0,372.4621
sd300b_plain_roll_00001159_10,sd300b,plain_roll,00001159,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,16,2,2,0,2,416.1717
sd300b_plain_roll_00001160_02,sd300b,plain_roll,00001160,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,7,2,2,0,2,460.5418
sd300b_plain_roll_00001160_03,sd300b,plain_roll,00001160,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,0,0,0,0,440.4022
sd300b_plain_roll_00001160_04,sd300b,plain_roll,00001160,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,2,2,0,2,443.249
sd300b_plain_roll_00001160_05,sd300b,plain_roll,00001160,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2566,3001,2,0,0,0,0,397.0712
sd300b_plain_roll_00001160_07,sd300b,plain_roll,00001160,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,5,0,0,0,0,419.0162
sd300b_plain_roll_00001160_08,sd300b,plain_roll,00001160,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2187,3001,4,1,1,0,1,390.372
sd300b_plain_roll_00001160_09,sd300b,plain_roll,00001160,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1455,3000,2,0,0,0,0,391.5858
sd300b_plain_roll_00001160_10,sd300b,plain_roll,00001160,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,7,1,1,0,1,439.8673
sd300b_plain_roll_00001162_05,sd300b,plain_roll,00001162,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,10,2,2,0,2,427.4503
sd300b_plain_roll_00001162_09,sd300b,plain_roll,00001162,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,6,2,2,0,2,453.3293
sd300b_plain_roll_00001163_03,sd300b,plain_roll,00001163,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,12,2,2,0,2,414.7715
sd300b_plain_roll_00001163_04,sd300b,plain_roll,00001163,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1706,3001,2,1,1,0,1,403.8863
sd300b_plain_roll_00001163_05,sd300b,plain_roll,00001163,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,798,3001,1,1,1,0,1,361.7887
sd300b_plain_roll_00001163_10,sd300b,plain_roll,00001163,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1956,3000,2,1,1,0,1,392.7151
sd300b_plain_roll_00001164_02,sd300b,plain_roll,00001164,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,0,0,0,0,0,431.4065
sd300b_plain_roll_00001164_05,sd300b,plain_roll,00001164,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2076,3000,4,2,2,0,2,383.3922
sd300b_plain_roll_00001164_10,sd300b,plain_roll,00001164,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,2,2,0,2,420.4445
sd300b_plain_roll_00001165_05,sd300b,plain_roll,00001165,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,13,2,2,0,2,424.2189
sd300b_plain_roll_00001167_03,sd300b,plain_roll,00001167,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,6,1,1,0,1,415.5318
sd300b_plain_roll_00001167_04,sd300b,plain_roll,00001167,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2350,3000,6,0,0,0,0,393.4186
sd300b_plain_roll_00001167_10,sd300b,plain_roll,00001167,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,665,3000,0,0,0,0,0,356.6883
sd300b_plain_roll_00001168_07,sd300b,plain_roll,00001168,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,8,1,1,0,1,419.3162
sd300b_plain_roll_00001169_10,sd300b,plain_roll,00001169,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2648,3001,9,1,1,0,1,437.1311
sd300b_plain_roll_00001170_10,sd300b,plain_roll,00001170,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2221,3000,2,0,0,0,0,387.5244
sd300b_plain_roll_00001172_07,sd300b,plain_roll,00001172,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1841,3001,6,0,0,0,0,416.3968
sd300b_plain_roll_00001172_10,sd300b,plain_roll,00001172,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1862,2421,9,2,2,0,2,378.5969
sd300b_plain_roll_00001173_03,sd300b,plain_roll,00001173,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2053,3000,5,1,1,0,1,376.7986
sd300b_plain_roll_00001174_10,sd300b,plain_roll,00001174,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,1,1,0,1,422.7303
sd300b_plain_roll_00001175_02,sd300b,plain_roll,00001175,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2235,3001,6,2,2,0,2,393.6473
sd300b_plain_roll_00001175_04,sd300b,plain_roll,00001175,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1580,3000,4,1,1,0,1,384.888
sd300b_plain_roll_00001175_07,sd300b,plain_roll,00001175,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,2,0,0,0,0,420.5033
sd300b_plain_roll_00001175_08,sd300b,plain_roll,00001175,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,1,1,0,1,423.8317
sd300b_plain_roll_00001175_10,sd300b,plain_roll,00001175,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,760,3000,2,1,1,0,1,365.6259
sd300b_plain_roll_00001176_01,sd300b,plain_roll,00001176,1,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,13,2,2,0,2,496.5806
sd300b_plain_roll_00001176_04,sd300b,plain_roll,00001176,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2352,3000,10,1,1,0,1,394.1132
sd300b_plain_roll_00001176_08,sd300b,plain_roll,00001176,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,19,2,2,0,2,374.2731
sd300b_plain_roll_00001176_09,sd300b,plain_roll,00001176,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,6,0,0,0,0,412.3044
sd300b_plain_roll_00001177_04,sd300b,plain_roll,00001177,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,14,2,2,0,2,422.2906
sd300b_plain_roll_00001177_05,sd300b,plain_roll,00001177,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1607,3000,1,0,0,0,0,347.3395
sd300b_plain_roll_00001177_09,sd300b,plain_roll,00001177,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,8,0,0,0,0,412.6339
sd300b_plain_roll_00001177_10,sd300b,plain_roll,00001177,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1684,3000,5,0,0,0,0,345.5656
sd300b_plain_roll_00001178_02,sd300b,plain_roll,00001178,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,16,2,2,0,2,379.0028
sd300b_plain_roll_00001178_09,sd300b,plain_roll,00001178,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,14,2,2,0,2,382.1886
sd300b_plain_roll_00001179_05,sd300b,plain_roll,00001179,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1032,3002,0,0,0,0,0,413.5023
sd300b_plain_roll_00001179_10,sd300b,plain_roll,00001179,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,465,3000,2,1,1,0,1,343.06
sd300b_plain_roll_00001180_03,sd300b,plain_roll,00001180,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1104,3000,3,1,1,0,1,305.0559
sd300b_plain_roll_00001180_04,sd300b,plain_roll,00001180,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1383,3000,2,1,1,0,1,326.201
sd300b_plain_roll_00001182_05,sd300b,plain_roll,00001182,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,332,3000,0,0,0,0,0,306.5949
sd300b_plain_roll_00001182_07,sd300b,plain_roll,00001182,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2649,3000,2,2,2,0,2,365.8115
sd300b_plain_roll_00001182_09,sd300b,plain_roll,00001182,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,963,3000,2,0,0,0,0,332.9075
sd300b_plain_roll_00001182_10,sd300b,plain_roll,00001182,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,967,3000,4,1,1,0,1,308.5281
sd300b_plain_roll_00001183_03,sd300b,plain_roll,00001183,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1234,3000,5,0,0,0,0,361.5382
sd300b_plain_roll_00001183_04,sd300b,plain_roll,00001183,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2303,3000,4,0,0,0,0,405.5883
sd300b_plain_roll_00001183_05,sd300b,plain_roll,00001183,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1149,3000,5,0,0,0,0,373.8696
sd300b_plain_roll_00001183_06,sd300b,plain_roll,00001183,6,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,8,2,2,0,2,525.0515
sd300b_plain_roll_00001183_09,sd300b,plain_roll,00001183,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1765,3000,6,1,1,0,1,387.6917
sd300b_plain_roll_00001183_10,sd300b,plain_roll,00001183,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,267,3000,1,1,1,0,1,344.2982
sd300b_plain_roll_00001184_10,sd300b,plain_roll,00001184,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,0,0,0,0,425.4252
sd300b_plain_roll_00001185_05,sd300b,plain_roll,00001185,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,201,3000,15,2,2,0,2,342.0339
sd300b_plain_roll_00001186_05,sd300b,plain_roll,00001186,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1450,3001,3,1,1,0,1,388.5689
sd300b_plain_roll_00001188_04,sd300b,plain_roll,00001188,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1604,3000,5,2,2,0,2,389.064
sd300b_plain_roll_00001188_05,sd300b,plain_roll,00001188,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1857,3000,6,2,2,0,2,383.7624
sd300b_plain_roll_00001188_06,sd300b,plain_roll,00001188,6,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,23,0,0,0,0,533.764
sd300b_plain_roll_00001188_07,sd300b,plain_roll,00001188,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2485,3000,7,2,2,0,2,397.6018
sd300b_plain_roll_00001188_08,sd300b,plain_roll,00001188,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,5,0,0,0,0,439.8787
sd300b_plain_roll_00001188_10,sd300b,plain_roll,00001188,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2385,3001,7,1,1,0,1,363.7943
sd300b_plain_roll_00001189_04,sd300b,plain_roll,00001189,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2536,3000,4,0,0,0,0,482.0042
sd300b_plain_roll_00001189_05,sd300b,plain_roll,00001189,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1777,3000,1,0,0,0,0,429.9623
sd300b_plain_roll_00001189_06,sd300b,plain_roll,00001189,6,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,11,2,2,0,2,600.7804
